from,to,line,am7,am8,pm5,pm6,pm7,pm8
동대문역사문화공원,신당,2,1246,-18526,7545,5447,-8594,1572
신당,상왕십리,2,20763,19238,-6489,-18631,-14467,-7896
상왕십리,왕십리(성동구청),2,22209,19848,-5662,-31074,-23084,7274
왕십리(성동구청),한양대,2,-5514,-21225,14909,16437,5705,4243
한양대,뚝섬,2,-14650,-92328,22974,65282,26884,14416
뚝섬,성수,2,-43887,-206730,53186,144256,54089,31562
성수,건대입구,2,12812,5950,-5300,-30434,-17449,27521
건대입구,구의(광진구청),2,41212,60540,-17947,-44199,-38608,-21424
구의(광진구청),강변(동서울터미널),2,45113,49180,-22895,-45301,-30250,-12715
강변(동서울터미널),잠실나루,2,10017,4866,6704,-7414,-12187,-4595
잠실나루,잠실(송파구청),2,14779,-55788,20824,13400,1547,52843
잠실(송파구청),잠실새내,2,25649,31845,-12302,-29632,-18789,-992
잠실새내,종합운동장,2,7109,1188,-475,-7929,-8733,-3860
종합운동장,삼성(무역센터),2,-89396,-233505,105229,176661,94145,83658
삼성(무역센터),선릉,2,-117464,-315214,144292,244546,110342,75214
선릉,역삼,2,-88896,-245521,121815,186850,89210,54514
역삼,강남,2,-85012,-215898,109543,176547,113655,104700
강남,교대(법원.검찰청),2,-31164,-140494,70568,123881,44072,41639
교대(법원.검찰청),서초,2,-27383,-84173,39869,68068,23270,16972
서초,방배,2,-6945,-35575,11904,23825,1523,3269
방배,사당,2,61601,69394,-34172,-61544,-47396,-6336
사당,낙성대,2,0,0,0,0,0,0
낙성대,서울대입구(관악구청),2,77597,102121,-26025,-74904,-74756,-31694
서울대입구(관악구청),봉천,2,56411,80355,-23352,-49164,-46197,-25060
봉천,신림,2,145777,213915,-59890,-150032,-134822,-69618
신림,신대방,2,58851,81989,-26472,-52769,-49772,-32203
신대방,구로디지털단지,2,45867,-52550,9347,40711,-17576,-11303
구로디지털단지,대림(구로구청),2,42993,33763,-23898,-19972,-22771,-17452
대림(구로구청),신도림,2,71159,8420,-4714,-20807,-36130,-2474
신도림,문래,2,3668,-67702,23247,46634,657,6664
문래,영등포구청,2,2843,-81172,23065,55453,5523,8851
영등포구청,당산,2,38969,-15058,-9950,-16522,-33889,-14822
당산,합정,2,3180,-51435,6946,28702,12088,29827
합정,홍대입구,2,19607,-28375,9968,3047,12231,53609
홍대입구,신촌(지하),2,-4775,-26962,18459,3156,3825,29056
신촌(지하),이대,2,5785,-6823,10998,506,-2339,2313
이대,아현,2,13934,16032,-3517,-14237,-11704,-6682
아현,충정로(경기대입구),2,-5120,-51919,14228,39076,2747,1814
충정로(경기대입구),시청,2,-92183,-290320,100269,226501,79655,57867
성수,용답,2,4143,7546,-1647,-6154,-3981,-2168
용답,신답,2,3901,6744,-2111,-6537,-4985,-2096
신답,용두(동대문구청),2,1850,980,110,-1496,-2677,-941
용두(동대문구청),신설동,2,-10406,-49507,24472,40733,7555,4948
신도림,도림천,2,-422,-2994,957,761,-388,-461
도림천,양천구청,2,21160,15005,-8467,-17793,-17771,-8794
양천구청,신정네거리,2,32757,24441,-10747,-29635,-23961,-10625
신정네거리,까치산,2,91695,114470,-35241,-83362,-71843,-39244
대화,주엽,3,15469,6319,-1973,-8097,-13888,-5555
주엽,정발산,3,3019,-7395,4112,5823,692,6249
정발산,마두,3,6252,-6159,1465,1540,-6863,-3029
마두,백석,3,7397,-5205,2029,1075,-9624,-989
백석,대곡,3,3908,2570,973,46,-1478,-656
대곡,화정,3,34418,22099,-10323,-25055,-27269,-12279
화정,원당,3,29681,28036,-9387,-18602,-24586,-12843
원당,원흥,3,22704,20670,-5977,-13355,-20298,-8433
원흥,삼송,3,45584,38755,-7949,-33109,-34059,-16712
삼송,지축,3,10034,9927,-1772,-9387,-7451,-4441
지축,구파발,3,47170,44744,-5907,-34799,-33964,-14073
구파발,연신내,3,96026,111586,-30193,-78398,-76876,-32600
연신내,불광,3,38610,29879,-10362,-30315,-31094,-11278
불광,녹번,3,44404,46275,-13607,-35154,-34902,-18524
녹번,홍제,3,38935,38523,-10497,-33693,-31789,-14474
홍제,무악재,3,8906,8980,-2898,-8654,-8485,-4406
무악재,독립문,3,1222,-2729,-87,-2103,-5829,-2711
독립문,경복궁(정부서울청사),3,-21384,-69799,26232,52566,14538,15895
경복궁(정부서울청사),안국,3,-60502,-73666,56076,67510,23833,18892
안국,종로3가,3,-36900,-118153,73408,133909,74075,54677
종로3가,을지로3가,3,-75007,-179547,73371,141152,56986,38118
을지로3가,충무로,3,-40882,-151041,51946,107727,50932,37156
충무로,동대입구,3,-8602,-35541,22008,18492,8437,5451
동대입구,약수,3,7021,-6285,-256,-2485,-6254,-286
약수,금호,3,16310,21417,-9153,-17246,-12885,-7459
금호,옥수,3,10687,11279,-5420,-14295,-11888,-5801
옥수,압구정,3,-26345,-99391,39698,73109,63221,58030
압구정,신사,3,-28468,-81371,36281,69973,58800,45796
신사,잠원,3,1314,3096,210,-3992,-3288,-1169
잠원,고속터미널,3,-43723,-63687,52005,40551,44636,93721
고속터미널,교대(법원.검찰청),3,-31164,-140494,70568,123881,44072,41639
교대(법원.검찰청),남부터미널(예술의전당),3,-26799,-101669,38537,70267,25703,19513
남부터미널(예술의전당),양재(서초구청),3,-61533,-167526,60831,116572,40384,28005
양재(서초구청),매봉,3,-7096,-44654,18281,36431,10047,7553
매봉,도곡,3,-10843,-20775,14904,14523,1563,3907
도곡,대치,3,7272,-2328,2275,1276,-4175,777
대치,학여울,3,147,-2493,1068,1513,-421,-158
학여울,대청,3,9987,4151,2933,-2373,-8394,-3997
대청,일원,3,-6786,-2962,16458,-2535,-5168,-3017
일원,수서,3,1801,-14518,8584,-157,-19274,-1918
수서,가락시장,3,1249,-27525,7048,13294,-2352,1433
가락시장,경찰병원,3,8995,-5992,2071,1340,-7863,-3872
경찰병원,오금,3,15743,2529,50,-1351,-9675,-5169
당고개,상계,4,64967,52172,-16547,-41614,-42356,-22572
상계,노원,4,55540,21643,-16027,-45895,-43618,4410
노원,창동,4,62591,37311,-19894,-49591,-49566,-22200
창동,쌍문,4,91670,92012,-27806,-67562,-70073,-39892
쌍문,수유(강북구청),4,77283,63885,-22696,-58824,-61813,-30845
수유(강북구청),미아(서울사이버대학),4,31638,22794,-8734,-22177,-21959,-12605
미아(서울사이버대학),미아사거리,4,64793,62142,-22407,-58439,-44687,-11775
미아사거리,길음,4,54232,51415,-15177,-45471,-39750,-18746
길음,성신여대입구(돈암),4,22799,14842,-5376,-17216,-15835,358
성신여대입구(돈암),한성대입구(삼선교),4,10823,7556,165,-8268,-12774,-4661
한성대입구(삼선교),혜화,4,-27111,-81868,40288,56081,17326,26269
혜화,동대문,4,-25881,-67849,72400,54713,9925,12820
동대문,동대문역사문화공원,4,0,0,0,0,0,0
동대문역사문화공원,충무로,4,-40882,-151041,51946,107727,50932,37156
충무로,명동,4,-29730,-81879,30721,69144,29480,27713
명동,회현(남대문시장),4,-36146,-101172,59010,86966,32448,35584
회현(남대문시장),서울역,4,-66241,-180574,75013,150053,54808,38748
서울역,숙대입구(갈월),4,-3772,-18752,8656,14752,1427,3573
숙대입구(갈월),삼각지,4,-10549,-27858,13408,20510,4443,4527
삼각지,신용산,4,-15872,-51295,21891,40352,17602,15375
신용산,이촌(국립중앙박물관),4,-829,-9299,7241,2907,-4867,-855
이촌(국립중앙박물관),동작(현충원),4,2314,2037,1236,-1063,-2641,-563
동작(현충원),총신대입구(이수),4,21243,13001,-10467,-22355,-17379,-715
총신대입구(이수),사당,4,61601,69394,-34172,-61544,-47396,-6336
사당,남태령,4,-820,-729,1409,972,-185,61
남태령,선바위,4,-2286,-2597,7893,10224,-299,847
선바위,경마공원,4,-397,-2712,2083,2233,-714,-438
경마공원,대공원,4,-2326,-5529,4563,5713,939,486
대공원,과천,4,10989,7486,1184,-7680,-8534,-4173
과천,정부과천청사,4,-6678,-39723,13978,27929,109,3795
정부과천청사,인덕원,4,33081,-30312,3611,4535,-30230,-8074
인덕원,평촌,4,17212,-39203,12909,18560,-13295,-831
평촌,범계,4,48537,8160,-2655,-14237,-26283,6278
범계,금정,4,28127,-13792,1256,-3945,-28241,-13782
금정,산본,4,34733,20735,-9405,-25198,-28672,-9354
산본,수리산,4,12869,10758,-2348,-7047,-7105,-4129
수리산,대야미,4,9410,7367,-1067,-4709,-6091,-3252
대야미,반월,4,11023,8060,-2319,-7276,-7253,-4676
반월,상록수,4,50812,40882,-13834,-38262,-39477,-21288
상록수,한대앞,4,19888,8257,-4313,-11816,-12675,-6507
한대앞,중앙,4,34932,8394,-4317,-17987,-23267,-4107
중앙,고잔,4,13227,-5620,5025,-85,-8344,-3742
고잔,초지,4,7566,945,-33,-3133,-6543,-4171
초지,안산,4,-17094,-11947,17449,17971,939,5168
안산,신길온천,4,2105,2043,41,-1344,-2350,-1250
신길온천,정왕,4,-7639,-13923,7633,7056,-1209,-510
정왕,오이도,4,14546,7964,338,-6432,-10238,-5471
방화,개화산,5,11899,5164,-604,-3907,-8405,-4434
개화산,김포공항,5,-24012,-23570,5886,18352,8746,25535
김포공항,송정,5,10612,7556,-452,-4856,-8200,-4004
송정,마곡,5,7603,-17254,9370,11762,-1215,1389
마곡,발산,5,-5259,-57498,21184,31693,6058,11665
발산,우장산,5,32781,30007,-8707,-30798,-27345,-12566
우장산,화곡,5,81654,99547,-27867,-72323,-62543,-33466
화곡,까치산,5,91695,114470,-35241,-83362,-71843,-39244
까치산,신정(은행정),5,49345,59345,-12237,-29759,-26400,-14635
신정(은행정),목동,5,38544,34949,-15339,-45157,-35148,-14108
목동,오목교(목동운동장앞),5,16797,-17945,-546,-2039,-8013,18355
오목교(목동운동장앞),양평,5,12555,-16064,4043,11060,-6468,-2698
양평,영등포구청,5,2843,-81172,23065,55453,5523,8851
영등포구청,영등포시장,5,3319,-9697,5702,7405,-1545,556
영등포시장,신길,5,13727,4389,-449,1585,-9152,-6317
신길,여의도,5,-192590,-271757,164061,204091,75827,53923
여의도,여의나루,5,-23285,-34911,21636,24026,7094,5423
여의나루,마포,5,-2557,-36356,10569,22377,1064,5719
마포,공덕,5,-23645,-118579,38637,76586,16751,23189
공덕,애오개,5,6156,-4749,1265,2036,-5015,-1851
애오개,충정로(경기대입구),5,-5120,-51919,14228,39076,2747,1814
충정로(경기대입구),서대문,5,-38485,-107264,33182,71692,15960,13067
서대문,광화문(세종문화회관),5,-55734,-195443,56627,141794,52352,38934
광화문(세종문화회관),종로3가,5,-36900,-118153,73408,133909,74075,54677
종로3가,을지로4가,5,-37829,-101163,53661,81697,37372,19938
을지로4가,동대문역사문화공원,5,0,0,0,0,0,0
동대문역사문화공원,청구,5,2791,-18448,2734,8177,3293,1517
청구,신금호,5,10290,12619,-5481,-13431,-9480,-4749
신금호,행당,5,20217,28173,-7790,-19806,-13898,-6392
행당,왕십리(성동구청),5,22209,19848,-5662,-31074,-23084,7274
왕십리(성동구청),마장,5,6558,3860,-317,-3133,-4412,-1753
마장,답십리,5,32735,33249,-6276,-22990,-20781,-9262
답십리,장한평,5,22679,-1032,1305,-5659,-14876,-7634
장한평,군자(능동),5,41944,48514,-10148,-30998,-28349,-9291
군자(능동),아차산(어린이대공원후문),5,27306,34031,-9685,-26648,-22395,-11282
아차산(어린이대공원후문),광나루(장신대),5,18535,12139,-847,-8510,-11233,-6843
광나루(장신대),천호(풍납토성),5,27926,23630,-11721,-33947,-23744,9826
천호(풍납토성),강동,5,23234,16355,4451,-6369,-20713,-9276
강동,길동,5,12431,7919,-2997,-8629,-11009,-5164
길동,굽은다리(강동구민회관앞),5,25093,22280,-6084,-18571,-17066,-7138
굽은다리(강동구민회관앞),명일,5,24442,18781,-7317,-21849,-19545,-7281
명일,고덕,5,15217,7907,75,-9761,-17113,-3961
고덕,상일동,5,60569,37828,-10703,-31029,-41089,-19076
강동,둔촌동,5,10395,5206,-1541,-6723,-8464,-2415
둔촌동,올림픽공원(한국체대),5,11392,5025,4319,-3189,-9237,-5965
올림픽공원(한국체대),방이,5,8229,-6389,-664,-161,-4546,-275
방이,오금,5,15743,2529,50,-1351,-9675,-5169
오금,개롱,5,13217,3989,-3103,-7560,-11396,-4175
개롱,거여,5,18260,10636,-431,-8042,-14457,-5165
거여,마천,5,16740,11523,-4160,-10239,-12698,-5477
응암,역촌,6,10651,6775,-4185,-10320,-9911,-4579
역촌,불광,6,38610,29879,-10362,-30315,-31094,-11278
불광,독바위,6,10164,9118,-3365,-8915,-8545,-4424
독바위,연신내,6,96026,111586,-30193,-78398,-76876,-32600
연신내,구산,6,18214,22617,-3336,-10690,-12053,-5243
구산,응암,6,51793,58867,-19843,-49713,-42673,-22434
응암,새절(신사),6,39288,41593,-11980,-31019,-28698,-15135
새절(신사),증산(명지대앞),6,27037,33309,-10010,-27483,-23417,-11638
증산(명지대앞),디지털미디어시티,6,10568,-71477,25862,54000,1103,1796
디지털미디어시티,월드컵경기장(성산),6,2778,1383,2518,-1409,-2684,733
월드컵경기장(성산),마포구청,6,16964,12034,-1963,-4060,-12362,-6367
마포구청,망원,6,13339,4152,-4537,-8123,-8606,1155
망원,합정,6,3180,-51435,6946,28702,12088,29827
합정,상수,6,755,-9180,1708,3896,2259,7112
상수,광흥창(서강),6,1837,-12657,4675,8860,-1949,-123
광흥창(서강),대흥(서강대앞),6,1592,-9643,4155,3068,-1760,331
대흥(서강대앞),공덕,6,-23645,-118579,38637,76586,16751,23189
공덕,효창공원앞,6,5926,-6800,3609,6980,-2171,-993
효창공원앞,삼각지,6,-10549,-27858,13408,20510,4443,4527
삼각지,녹사평(용산구청),6,-2576,-8212,3376,4852,1524,2493
녹사평(용산구청),이태원,6,-3296,-8147,5061,5046,2225,4921
이태원,한강진,6,-13916,-24646,10524,16498,11814,10154
한강진,버티고개,6,1468,1329,308,-450,-1280,-852
버티고개,약수,6,7021,-6285,-256,-2485,-6254,-286
약수,청구,6,2791,-18448,2734,8177,3293,1517
청구,신당,6,1246,-18526,7545,5447,-8594,1572
신당,동묘앞,6,-1055,-21586,23241,14905,1949,1456
동묘앞,창신,6,8107,8889,-1072,-4730,-4647,-2106
창신,보문,6,8595,5951,846,-3614,-8064,-4145
보문,안암(고대병원앞),6,-7292,-18746,17656,10782,2225,4812
안암(고대병원앞),고려대(종암),6,7741,1040,4913,-4011,-8660,-3035
고려대(종암),월곡(동덕여대),6,25025,18752,-6204,-15813,-17454,-6817
월곡(동덕여대),상월곡(한국과학기술연구원),6,16587,14718,-4697,-9569,-9909,-6373
상월곡(한국과학기술연구원),돌곶이,6,20983,19494,-6126,-14750,-14159,-7791
돌곶이,석계,6,50197,53080,-26349,-56274,-46638,-21555
석계,태릉입구,6,22629,18122,-3710,-16846,-19866,-8074
태릉입구,화랑대(서울여대입구),6,43622,35742,-6866,-22536,-23698,-11485
화랑대(서울여대입구),봉화산(서울의료원),6,34561,24458,-7009,-19200,-22076,-11013
봉화산(서울의료원),신내,6,1661,-236,1014,-370,-1593,-522
장암,도봉산,7,54570,38762,-3249,-23030,-34259,-17788
도봉산,수락산,7,35741,26951,-7123,-21635,-29970,-15378
수락산,마들,7,44500,38404,-12422,-30306,-33382,-15705
마들,노원,7,55540,21643,-16027,-45895,-43618,4410
노원,중계,7,42024,36604,-8114,-26842,-32673,-16571
중계,하계,7,44747,40485,-8170,-32437,-38193,-15851
하계,공릉(서울과학기술대),7,21949,18100,-4435,-16344,-20229,-8017
공릉(서울과학기술대),태릉입구,7,22629,18122,-3710,-16846,-19866,-8074
태릉입구,먹골,7,26693,25990,-9428,-20226,-21009,-10710
먹골,중화,7,24085,21036,-6229,-18866,-20434,-11198
중화,상봉(시외버스터미널),7,44488,45596,-9026,-35482,-36401,-13526
상봉(시외버스터미널),면목,7,41999,44869,-14665,-34979,-32416,-18149
면목,사가정,7,36927,38078,-13934,-34891,-32270,-14707
사가정,용마산,7,0,0,0,0,0,0
용마산,중곡,7,18700,23673,-6118,-18172,-16333,-8856
중곡,군자(능동),7,41944,48514,-10148,-30998,-28349,-9291
군자(능동),어린이대공원(세종대),7,757,-11402,9573,7571,-1755,275
어린이대공원(세종대),건대입구,7,12812,5950,-5300,-30434,-17449,27521
건대입구,뚝섬유원지,7,10569,13684,-4105,-11025,-9827,-4676
뚝섬유원지,청담,7,-41119,-112987,41402,78704,38475,23045
청담,강남구청,7,-29436,-118596,36844,81706,46482,29805
강남구청,학동,7,-39427,-151509,50663,123005,57929,29414
학동,논현,7,-31602,-92541,30867,67847,38285,25268
논현,반포,7,-4504,-9083,6268,6423,3486,4862
반포,고속터미널,7,-43723,-63687,52005,40551,44636,93721
고속터미널,내방,7,-7030,-47516,17082,37122,6126,6304
내방,총신대입구(이수),7,21243,13001,-10467,-22355,-17379,-715
총신대입구(이수),남성,7,26150,34772,-8719,-23950,-21123,-9640
남성,숭실대입구(살피재),7,22688,25006,-6734,-23802,-20154,-8889
숭실대입구(살피재),상도,7,16793,19559,-3923,-16624,-15502,-6285
상도,장승배기,7,17700,22131,-7754,-16695,-16102,-6960
장승배기,신대방삼거리,7,31959,42204,-10530,-30748,-29562,-13432
신대방삼거리,보라매,7,5597,-5344,1790,2522,-9121,-3710
보라매,신풍,7,23956,25482,-8181,-20652,-18759,-9366
신풍,대림(구로구청),7,42993,33763,-23898,-19972,-22771,-17452
대림(구로구청),남구로,7,114,-60399,3198,36597,12269,3492
남구로,가산디지털단지,7,-110605,-445849,169766,317521,125536,71715
가산디지털단지,철산,7,54089,46531,-16065,-47555,-42773,-12121
철산,광명사거리,7,54078,59310,-18216,-48125,-41113,-17268
광명사거리,천왕,7,32426,39587,-9899,-30192,-27276,-12798
천왕,온수(성공회대입구),7,49239,49717,-12524,-41143,-38071,-18383
온수(성공회대입구),까치울,7,20883,26205,-7304,-18666,-17574,-9635
까치울,부천종합운동장,7,9105,6695,373,-3573,-6256,-3289
부천종합운동장,춘의,7,-6511,-28774,14433,20823,-1559,-635
춘의,신중동,7,24492,-3037,2227,1752,-16938,1197
신중동,부천시청,7,24313,14026,-1120,-14301,-17924,-873
부천시청,상동,7,21972,6480,-2901,-9421,-15551,-2017
상동,삼산체육관,7,17979,14940,-4473,-11588,-10910,-6631
삼산체육관,굴포천,7,26287,21540,-8461,-20445,-24544,-11527
굴포천,부평구청,7,44790,34025,-3028,-20240,-26701,-13775
부평구청,산곡,7,0,0,0,0,0,0
산곡,석남,7,0,0,0,0,0,0
암사,천호(풍납토성),8,27926,23630,-11721,-33947,-23744,9826
천호(풍납토성),강동구청,8,13019,2220,-4425,-5742,-14464,-6725
강동구청,몽촌토성(평화의문),8,51,-8516,4339,5444,-1042,303
몽촌토성(평화의문),잠실(송파구청),8,14779,-55788,20824,13400,1547,52843
잠실(송파구청),석촌,8,19208,15939,-5640,-14590,-17005,-5017
석촌,송파,8,11907,11047,-4240,-10326,-12147,-5071
송파,가락시장,8,1249,-27525,7048,13294,-2352,1433
가락시장,문정,8,-22918,-119033,43217,80295,20938,14752
문정,장지,8,17377,-3427,4158,-1000,-5748,6677
장지,복정,8,13422,14405,2002,-5731,-7436,-4216
복정,산성,8,19545,20695,-6629,-17504,-16484,-9408
산성,남한산성입구(성남법원.검찰청),8,29861,34221,-5934,-21091,-24053,-12486
남한산성입구(성남법원.검찰청),단대오거리,8,19840,18759,-4626,-12754,-15579,-9195
단대오거리,신흥,8,8427,8283,-3167,-7650,-7097,-3478
신흥,수진,8,10784,12309,-1626,-6353,-7823,-3875
수진,모란,8,30367,32223,-7174,-17274,-19828,-12596
개화,김포공항,9,-24012,-23570,5886,18352,8746,25535
김포공항,공항시장,9,5580,4774,-2225,-5838,-5840,-3480
공항시장,신방화,9,18778,12463,-4400,-13031,-13915,-6130
신방화,마곡나루,9,0,0,0,0,0,0
마곡나루,양천향교,9,14677,-6819,2063,804,-11571,-6297
양천향교,가양,9,38308,24349,-6037,-23819,-32381,-15208
가양,중미,9,0,0,0,0,0,0
중미,등촌,9,26447,23758,-9414,-18671,-21576,-9681
등촌,염창,9,51158,46048,-19856,-40385,-41310,-22186
염창,신목동,9,11644,9321,-2283,-7557,-7588,-3530
신목동,선유도,9,5502,-12647,5744,10997,-1657,-210
선유도,당산,9,38969,-15058,-9950,-16522,-33889,-14822
당산,국회의사당,9,-30341,-107636,48848,78905,25661,17431
국회의사당,여의도,9,-192590,-271757,164061,204091,75827,53923
여의도,샛강,9,-8899,-23884,8910,16755,4521,3741
샛강,노량진,9,28138,32137,-16866,-36864,-29567,-2140
노량진,노들,9,10418,13568,-3512,-10028,-7882,-3838
노들,흑석(중앙대입구),9,3064,3623,2146,-8444,-6470,-1270
흑석(중앙대입구),동작(현충원),9,2314,2037,1236,-1063,-2641,-563
동작(현충원),구반포,9,285,-1450,821,1214,-646,455
구반포,신반포,9,-1248,-2190,3871,1190,-456,185
신반포,고속터미널,9,-43723,-63687,52005,40551,44636,93721
고속터미널,사평,9,2137,1633,313,-2514,-3129,-1274
사평,신논현,9,-12394,-43037,25437,36396,33170,32475
신논현,언주,9,-9974,-40367,19145,31818,12742,7386
언주,선정릉,9,-13212,-74311,26088,57423,28283,14326
선정릉,삼성중앙,9,-7758,-26934,12092,21629,7820,5418
삼성중앙,봉은사,9,-19388,-63233,29262,50105,25306,20077
봉은사,종합운동장,9,7109,1188,-475,-7929,-8733,-3860
종합운동장,삼전,9,11042,14925,-4570,-10337,-12141,-5801
삼전,석촌고분,9,8063,9663,-2267,-8258,-8916,-5217
석촌고분,석촌,9,19208,15939,-5640,-14590,-17005,-5017
석촌,송파나루,9,6910,4264,-2650,-3796,-6720,-792
송파나루,한성백제,9,3315,1592,757,-400,-2568,-897
