호선명,지하철역,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원
7호선,논현,10513,45859,18569,128661,51195,31761,109896,41864,65693,29301,42597,15934
7호선,대림(구로구청),17770,7916,25618,21329,23562,29658,26498,32732,17551,22638,14014,14861
7호선,도봉산,61006,7875,45814,19769,19400,24902,15168,36136,7565,43972,4528,28115
7호선,뚝섬유원지,23554,7283,34892,15741,23867,31617,27462,37956,23003,30655,20375,17828
7호선,마들,67488,8866,63350,11572,15581,29202,13835,42390,8588,46473,5885,29043
7호선,먹골,43026,6101,51184,16262,17209,26949,18444,39741,11719,39275,7996,23202
7호선,면목,65102,10860,84103,36049,28088,43287,26848,59473,21305,57429,14253,34096
7호선,반포,10865,13662,15700,25469,18421,12385,22082,14575,14787,10716,11351,6607
7호선,보라매,22448,20964,34230,47863,23354,18646,37006,30366,15281,24639,11370,14104
7호선,부천시청,46939,15958,45220,29462,28257,29517,30299,46975,20646,45898,20769,24368
7호선,부천종합운동장,22111,6064,26437,12479,9620,9542,12437,15180,5710,14254,3557,8618
7호선,부평구청,72582,12423,59369,14166,21042,21108,18636,39036,11547,42286,7992,26333
7호선,사가정,56109,13660,72782,29915,29015,41026,28876,61826,21776,56312,15252,33979
7호선,삼산체육관,28710,3316,27169,8203,9775,13192,7993,20268,5208,18238,3534,11873
7호선,상도,36553,9291,50701,30177,26492,25786,27037,42624,15018,34053,12402,21624
7호선,상동,47572,13724,44144,32286,30586,35656,36193,51922,23390,48949,20733,27051
7호선,상봉(시외버스터미널),58504,15916,77275,39049,35818,39739,40418,61732,29262,60124,20534,34334
7호선,수락산,58637,9594,55498,19790,23015,31233,23515,45587,14350,50741,9781,33340
7호선,숭실대입구(살피재),44012,10400,64161,42384,39666,33273,32892,53891,22176,45873,19401,27600
7호선,신대방삼거리,57124,15549,91609,38654,27139,37227,36043,63740,19535,55721,15622,34800
7호선,신중동,51771,14533,50667,47081,30811,32823,45882,50352,22029,51466,22648,26582
7호선,신풍,40233,12838,53767,23694,24012,29070,23955,42319,14022,33439,9599,20185
7호선,어린이대공원(세종대),19740,16846,34986,69312,59255,25824,53908,33804,29302,26314,25286,17140
7호선,온수(성공회대입구),52314,15232,62946,24524,21932,23447,18334,44306,9164,38989,7427,22998
7호선,용마산,27962,4779,34503,11013,10279,14861,9162,22730,6371,21383,3796,13534
7호선,이수,30134,15583,50825,47442,34827,40032,50525,64105,29639,47436,28245,27546
7호선,장승배기,35158,9565,52326,21421,17674,26439,20595,40344,11907,33406,9273,20600
7호선,장암,20083,1672,12819,1973,4978,1851,3810,2761,2474,3354,1364,1838
7호선,중계,72417,19309,74437,35071,27155,33879,23163,50860,13110,52817,9719,32348
7호선,중곡,36836,12395,52322,22616,20940,23197,18248,34101,12521,32786,7763,19338
7호선,중화,43304,10173,56392,25266,19318,28586,22827,41207,14460,40387,9605,24636
7호선,천왕,48374,7478,57881,14649,15528,22370,14780,38402,8649,37482,5826,22221
7호선,철산,100670,17069,110946,35004,40535,64092,44825,105858,27261,98541,23832,52619
7호선,청담,13888,63872,20487,170520,63664,26130,117834,30773,69870,21310,40049,14202
7호선,춘의,26941,28410,28287,55214,26802,14608,45653,21989,17360,20829,12048,13500
7호선,태릉입구,23553,10805,29302,26635,24210,17889,26625,24773,15805,24855,11601,15600
7호선,하계,80027,20314,84496,32430,38330,42389,34110,63749,20655,65335,15774,39357
7호선,학동,10011,50842,14419,193689,63038,24269,167940,24657,83497,16924,43135,10790
8호선,가락시장,11480,13926,15657,39945,19583,18839,30081,25710,14670,19692,12395,12443
8호선,강동구청,35049,14360,47183,35575,20643,25661,29839,37412,12884,31456,8718,19195
8호선,남한산성입구(성남법원.검찰청),57685,12739,75734,35352,29942,29725,29542,46443,14836,42604,9684,26523
8호선,단대오거리,41487,12014,50555,23186,22112,25535,25891,40014,13441,34760,9514,23435
8호선,모란,10633,5437,13804,10168,13774,8552,12982,10567,7411,7986,5122,5066
8호선,몽촌토성(평화의문),9801,9808,15082,31200,18630,11417,25681,14777,11776,11080,8520,7386
8호선,문정,26388,37989,35669,165125,54671,26019,128083,34711,46796,29869,29553,17587
8호선,복정,37878,13388,48743,24104,29269,22972,31385,35586,18599,30809,13097,20807
8호선,산성,21978,4805,28850,13149,14802,13518,10632,20092,5399,18050,3644,12835
8호선,석촌,18542,8510,28729,24109,16909,22386,21844,32337,12464,25077,9863,15027
8호선,송파,37519,15091,44415,21672,17637,22594,20324,32810,10565,29201,7178,17614
8호선,수진,16753,4927,24307,14498,13016,11879,10376,17880,5992,14984,4994,8982
8호선,신흥,14058,3483,18298,5907,9712,14184,9088,19363,5789,16620,4729,10619
8호선,암사,88760,9570,114048,19995,27381,46762,28043,74210,17493,63501,13229,38547
8호선,잠실(송파구청),8950,32090,14843,80150,48057,38399,71412,47671,45270,29583,42100,14629
8호선,장지,56611,20446,66613,55600,41412,39312,59356,58019,32777,46651,24992,26875
8호선,천호(풍납토성),51978,20259,73297,34467,36345,53984,43701,84429,28756,67592,23776,37499
9호선,가양,80959,27183,88507,44796,44408,46669,48841,72715,24706,68844,17447,43916
9호선,개화,17944,4033,11541,6486,7604,4149,8302,6050,3694,6917,2262,4520
9호선,고속터미널,15943,24165,22474,33594,40792,59317,42052,65184,37191,47156,37186,30263
9호선,공항시장,9241,2070,10667,4307,5336,8252,5195,10924,3284,11344,2798,7082
9호선,구반포,5035,3439,6758,6829,7713,7593,9935,9790,5906,7791,4345,4663
9호선,국회의사당,4353,44885,7195,146410,62608,23140,121407,21900,49049,11820,37148,6669
9호선,김포공항,11565,21713,14327,24384,26304,34067,32651,37700,24066,24033,21666,10700
9호선,노들,18474,3166,21012,4789,8861,12156,8436,18200,5030,15047,7333,9219
9호선,노량진,65182,63644,102179,90596,59207,74897,78208,110724,44709,82580,45415,50685
9호선,당산,52258,16614,64710,44957,40272,44107,52195,66746,30919,55622,23939,37715
9호선,동작(현충원),5581,1995,7678,4476,4834,3329,4535,4837,2507,3734,2053,2481
9호선,등촌,38662,7583,44668,19233,19609,25508,19811,39783,10088,37664,7698,20638
9호선,마곡나루,28833,11465,31150,32449,25352,20726,34233,32506,16993,31753,14125,19389
9호선,사평,10129,4607,12140,6960,7800,7815,8026,11053,4990,9192,3116,5871
9호선,샛강,5030,12458,6397,26902,17584,11120,27383,14517,11067,9840,11542,5221
9호선,선유도,19147,10271,20720,36180,18872,12258,34145,19168,13405,16087,8195,9622
