사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202109,2호선,낙성대(강감찬),41,0,10349,1806,22056,7594,63915,17299,101395,32556,64694,26478,36189,21472,32505,20209,33861,23021,33040,24699,31022,27179,32029,31050,33129,36848,37427,50469,40544,82847,23139,69444,17131,45424,17704,43406,11881,44810,3335,15236,2,875,0,0,0,0,0,0,20211003
202109,2호선,당산,42,1,5412,2712,13559,10734,36601,25118,44749,60560,27782,31101,19090,16371,18991,15816,19525,17450,19495,19399,18607,19085,20132,21809,23051,26347,33460,37340,49895,60073,22811,39778,17506,25428,17688,24636,13930,22098,3045,8858,1,150,0,0,0,0,0,0,20211003
202109,2호선,대림(구로구청),574,12,29245,3223,26320,10022,54919,20355,76481,47541,51010,29537,30800,26573,27198,27290,28312,26573,27764,26929,26094,28731,26781,35450,30035,38430,36235,51408,44040,60098,22906,44456,15529,31382,12655,40819,8954,34200,2245,12031,5,438,0,0,0,0,0,0,20211003
202109,2호선,도림천,4,0,248,318,950,699,2672,4089,2733,4960,1752,1767,1805,1240,1315,1079,1919,1424,1431,1017,2096,1420,2535,1312,2396,1636,2495,1859,3285,2311,1610,2027,642,1317,640,1213,417,1026,132,465,0,31,0,0,0,0,0,0,20211003
202109,2호선,동대문역사문화공원(DDP),231,0,4720,936,3805,6367,5702,19346,7746,40958,8240,25255,8054,20613,10808,21318,14139,18870,15303,19160,16967,18586,23401,16397,26872,14963,30349,15609,33438,17892,20093,18815,14847,11512,17490,8990,10843,7693,2797,4055,2,269,0,0,0,0,0,0,20211003
202109,2호선,뚝섬,17,3,2988,1696,6835,12427,15529,30002,21106,109255,14315,67227,11647,30618,12502,24105,15291,25949,18439,28268,21033,24248,26348,25152,34206,26622,53207,27701,100421,34201,51449,20590,31806,11116,29930,9846,17748,8905,2624,3938,1,50,6,5,2,2,0,0,20211003
202109,2호선,문래,4,0,2943,2076,11031,9548,33250,28664,37922,101549,21377,45495,15804,19204,15898,16882,18114,19359,18841,19384,19816,19060,21428,19940,27029,22394,46366,27943,84020,43409,29492,30396,19925,15928,21600,14777,13546,12949,2328,4932,2,138,0,0,0,0,0,0,20211003
202109,2호선,방배,21,0,2111,2517,7783,10003,18423,23102,25204,59575,19973,39906,14893,19718,15611,17517,18001,17901,19305,19459,19993,18362,22500,18963,27595,21427,36504,25559,53722,31813,23137,21846,16007,14001,16732,13458,13376,13263,2494,4034,0,6,0,0,0,0,0,0,20211003
202109,2호선,봉천,41,1,13889,1336,24747,6291,66081,11272,98400,22483,58198,17391,32474,18055,28289,18283,29623,19889,29083,22394,24957,24621,24454,30634,26925,34747,25905,47237,28068,73413,16159,59398,12182,36944,11916,36076,8776,31889,2177,12156,1,162,1,0,0,0,0,0,20211003
202109,2호선,사당,60,2,9522,2978,21312,22492,57605,33134,81496,51996,57720,40879,38986,33889,35708,38411,41436,40658,40792,41441,41792,41187,43081,48165,46619,59945,56898,82495,75118,116201,46990,79237,42487,49492,45913,48238,35945,46638,6849,17018,4,912,0,0,0,0,0,0,20211003
202109,2호선,삼성(무역센터),153,0,3724,4327,5913,33795,12381,100175,15886,244452,16848,170565,19442,72119,27641,56102,33415,49720,42322,54907,52335,48016,66484,41306,81489,39001,144401,40347,215087,42210,110451,24124,85990,12563,69819,10193,38468,8686,4707,2882,2,1316,0,0,0,0,0,0,20211003
202109,2호선,상왕십리,89,1,4518,446,10971,4952,31036,10413,48219,31218,27632,16507,17838,11634,16300,10837,17407,13065,16674,13912,15672,14092,16927,16213,17284,20134,20591,26927,24238,42271,15047,28994,10382,17923,9371,17022,6012,16564,1291,6385,1,5,1,1,0,0,0,0,20211003
202109,2호선,서울대입구(관악구청),4091,9,24181,2216,36162,11899,101626,26344,144859,56790,96626,52641,56331,44500,52145,41232,56107,44748,57764,50266,52979,50886,57332,56078,63148,68471,68734,91879,75721,146838,45515,114433,37868,70360,40038,65637,31116,66984,6239,24122,3,5035,0,0,0,0,0,0,20211003
202109,2호선,서초,33,0,1110,3814,6915,17292,12520,41075,19922,98329,20391,69256,16071,28322,19528,20970,19954,17910,22447,19957,25076,17342,29486,16085,36092,16038,56727,17223,79621,18168,33330,12569,21324,7808,21189,7508,13977,7457,2734,2237,0,0,0,0,0,0,0,0,20211003
202109,2호선,선릉,36,1,2965,5685,8442,34537,17143,88747,24532,222949,23671,172670,27716,73616,36505,51648,42465,47443,49535,50319,60028,43189,75308,37711,98534,35350,145296,39755,226900,40732,108119,24599,65426,14391,65216,13081,54063,12265,7414,4439,2,75,0,0,0,0,0,0,20211003
202109,2호선,성수,60,0,4845,3412,8203,25159,18812,64014,24942,219461,19465,121340,17788,44942,19403,35657,22776,39401,27575,41975,31751,38233,38877,39351,49145,38348,93121,39625,186533,44703,84503,26139,51423,13514,48851,11460,29730,10482,3905,6208,4,1542,0,0,1,1,0,0,20211003
202109,2호선,시청,7,0,660,1459,1521,12926,4000,50700,5897,154422,7467,64137,9918,20094,14763,17613,14719,17764,17774,17417,22687,15628,26612,14423,30091,11233,64764,11919,124787,11264,42163,5496,27489,3200,25025,3005,14474,2427,1982,1068,3,34,0,0,0,0,0,0,20211003
202109,2호선,신답,10,1,963,147,1473,485,5357,700,8275,1313,3671,874,1920,930,1868,1131,1777,1330,1663,1346,1535,1548,1464,2185,1471,2963,1603,3815,1759,8231,760,5947,462,2790,449,2972,386,2425,93,975,0,7,0,0,0,0,0,0,20211003
202109,2호선,신당,33,3,5348,1101,9627,7718,21700,15674,33531,30170,21154,19950,15946,16719,15625,16847,17503,17822,18488,18558,18605,18797,19580,19213,22059,22933,25220,27884,28960,36759,18415,24356,13403,15063,12961,14037,9506,13178,1933,5341,0,64,0,0,0,0,0,0,20211003
202109,2호선,신대방,206,2,22240,1702,31619,7697,74115,15613,107367,27165,66174,18778,37322,16588,31019,17676,31270,20558,29808,22325,26799,25854,26074,34846,27867,39364,30003,55793,34196,81138,19256,68533,13402,46430,11183,50168,8216,45074,2252,18148,0,27,0,0,0,0,0,0,20211003
202109,2호선,신도림,3179,22,30459,4248,41550,14030,106416,32610,108529,91060,70499,52632,48579,51009,48405,48162,54558,50520,55447,53627,54711,52790,56861,59734,62057,67360,76426,87672,103258,135091,58151,97050,46864,57023,48366,56048,33963,54864,5996,24270,11,4513,0,1,0,0,0,0,20211003
202109,2호선,신림,259,14,34898,2749,64964,16956,168457,31204,254138,54963,153056,44699,83880,39401,71374,41027,75531,48654,70879,56782,65098,63142,63974,75433,70014,93129,74829,127716,73106,212200,45762,175554,38278,111411,39931,109537,32570,98250,6788,43621,1,135,0,1,0,0,0,0,20211003
202109,2호선,신설동,30,0,940,177,1036,1417,2935,3968,5199,8977,3551,5640,3281,4453,4253,4938,5374,4904,6205,4717,6489,4249,7162,3791,7357,3017,8783,3261,8905,3899,3585,2821,2198,1636,1942,1507,1449,1390,306,649,0,65,0,0,0,0,0,0,20211003
202109,2호선,신정네거리,40,0,7278,799,14300,3068,39934,4781,35641,10133,19894,7148,14411,6917,12884,7942,12959,9075,12294,10585,10813,10978,10361,14196,10987,17223,10711,23792,10256,38986,5944,31323,4449,16488,3719,14708,2906,13846,614,6111,4,354,0,0,0,0,0,0,20211003
202109,2호선,신촌(지하),22,0,4290,2317,10523,14938,26477,29260,38703,64300,27905,71008,27567,47176,34134,44395,41432,49571,41040,56050,44538,48472,50932,46209,61912,47089,74641,56899,73605,77448,51068,48964,52423,26206,56294,24212,44524,22320,6831,9438,0,25,0,0,0,0,0,0,20211003
202109,2호선,아현,22,0,3628,966,9131,6337,23166,11636,30109,19216,18261,10900,13723,9031,12958,8763,13942,10271,13290,10675,12561,11709,13858,13325,21528,14837,16167,18900,16702,27154,9958,20700,6782,13236,5665,12871,3797,11681,875,4430,1,6,0,0,0,0,0,0,20211003
202109,2호선,양천구청,34,0,4206,920,9149,1899,26098,4499,23882,8360,12969,4314,9125,3956,8161,4676,9313,6029,7597,6555,6624,6774,6539,8466,7492,10702,7415,15517,7540,24421,3307,21234,2222,11689,1994,10691,1887,9443,376,4346,2,283,0,0,0,0,0,0,20211003
202109,2호선,역삼,17,3,2678,6532,6957,30257,11981,101750,19962,265655,18242,216325,19422,90051,26203,52485,31464,47018,38621,50344,46630,41275,60660,37680,77156,34417,149413,38403,221296,42175,111830,24372,62950,15097,65934,12989,39460,11103,7003,4512,4,5,0,0,0,0,0,0,20211003
202109,2호선,영등포구청,46,1,5018,2727,10650,11044,31945,30758,38338,103412,25106,48365,20833,23359,21547,20413,22952,21251,22413,23231,24967,22180,27030,22522,30651,24503,47045,29364,86034,42812,30627,29386,20925,16759,20272,15996,13199,13974,2574,5995,2,148,0,1,0,0,0,0,20211003
202109,2호선,왕십리(성동구청),697,0,5902,789,8373,4591,20621,10688,35518,21360,22081,14469,15541,11726,16118,11805,18279,14306,18844,15377,18706,15058,21712,16769,25704,19276,28318,25129,31349,39137,18212,23503,16962,14059,20143,13299,17330,13513,3190,5508,3,58,0,1,0,0,0,0,20211003
202109,2호선,용답,16,0,2312,219,2840,752,6782,1477,10236,2901,5926,1760,3754,1880,3476,2323,3826,2581,3739,2749,3557,2957,3378,3875,3642,5016,3900,5669,3282,9026,1997,6202,1231,4016,1029,5028,860,4666,246,1934,0,8,0,0,0,0,0,0,20211003
202109,2호선,용두(동대문구청),53,1,1069,131,1519,828,4173,2190,6955,5363,4148,3268,3222,3314,3601,3310,3748,2780,3547,3386,3641,3566,3789,3851,3688,3720,4023,4052,5064,6422,2029,4598,1297,2444,1188,2269,534,1848,129,823,1,23,0,0,0,0,0,0,20211003
202109,2호선,을지로3가,20,0,677,1400,1644,14336,4132,52491,7723,120285,8150,53347,9617,23669,12982,20728,15355,19903,17407,20873,21230,19109,24535,17058,29636,17022,62296,18077,102207,20053,41163,9700,28069,4934,30791,4288,23016,3774,3405,1229,1,96,0,0,0,0,0,0,20211003
202109,2호선,을지로4가,5,1,748,1089,1394,10640,2710,26096,5463,63634,5569,34925,8067,19612,11128,18380,12960,15981,14811,15448,17429,14746,20840,13033,23655,11097,39511,9428,56605,8329,24618,4440,12517,2537,10549,2433,7231,2202,1410,854,3,52,0,1,0,0,0,0,20211003
202109,2호선,을지로입구,62,3,1637,1824,2342,20105,6656,90571,11064,234610,11817,108228,14333,49896,21870,44266,26325,37310,33880,36408,39819,32337,48548,28328,57420,27207,111512,28819,193743,30562,79033,15672,70260,9291,44454,8686,26368,7146,3652,2490,4,1004,0,0,0,0,0,0,20211003
202109,2호선,이대,25,0,2516,776,6840,6624,19529,9551,25608,27079,15059,23578,12075,17233,13668,15294,16923,17664,17612,19133,16220,16784,18567,16533,22577,17744,29839,21925,26985,31144,16206,23240,13212,14201,13434,14903,10003,14404,2232,6577,0,15,0,1,0,0,0,0,20211003
202109,2호선,잠실(송파구청),98,26,9369,3671,37746,30724,89263,58112,123747,124356,91511,106274,62201,74666,63887,78460,69385,78428,73621,81538,75344,81072,83490,87089,97986,97914,128952,121740,158761,169713,105601,113275,116237,69508,95836,66167,54815,60645,9197,18926,1,150,0,0,0,0,0,0,20211003
202109,2호선,잠실나루,10,0,2658,1578,9282,8920,30635,19707,35554,31942,22996,20569,18497,14714,18178,13485,18217,16118,16863,16396,18033,15893,19156,15244,23841,15851,27807,21001,24049,32731,11762,23933,8643,13910,6692,13716,4737,12956,1330,4197,0,55,0,0,0,0,0,0,20211003
202109,2호선,잠실새내,18,1,3646,810,13410,7766,43009,13915,54474,23818,34144,24817,23268,19882,22747,21408,24313,23925,24832,26131,23516,27455,26948,30728,28444,34267,29964,45145,33753,63976,23752,43720,21805,23948,22403,20576,19338,20883,3241,7053,3,152,0,0,0,0,0,0,20211003
202109,2호선,종합운동장,5,2,1471,772,4756,5632,12750,10509,17985,17417,12820,9930,8790,7617,8628,6432,8894,7042,8302,7604,8005,7814,9688,8680,11116,9559,12184,12469,13308,18962,6721,12978,5174,7884,4918,8149,4304,8253,751,2520,3,176,0,1,0,0,0,0,20211003
202109,2호선,충정로(경기대입구),30,0,2546,921,5594,5321,12417,16656,17329,47474,11885,21393,9105,10478,9659,8618,10008,8583,10549,9266,11129,8882,11614,9511,13918,10185,20360,12357,37810,16800,11607,12138,7474,7695,6881,8063,4616,7333,760,2792,0,53,0,0,0,0,0,0,20211003
202109,2호선,한양대,0,0,833,250,1904,4076,3844,9216,6448,29980,4514,18477,4221,12498,5969,7774,7087,8694,6716,8775,7060,7614,9401,6111,13629,5893,21832,6339,20765,7653,9764,4726,7009,3872,7206,3952,6047,3783,2050,1705,0,7,0,0,0,0,0,0,20211003
202109,2호선,합정,36,3,6189,2576,14043,12012,34916,27231,45078,75260,30462,64672,21907,36905,23032,39214,27230,43722,30859,46144,33495,43451,36370,43107,43409,47097,59064,60262,92300,80863,62272,50922,49791,27398,56253,23673,43549,20879,7887,9348,1,344,0,0,0,0,0,0,20211003
202109,2호선,홍대입구,213,7,9411,2511,17455,12857,46466,28448,59686,79142,39853,88341,29989,64676,35118,76531,43893,97979,51947,104356,58203,99656,70624,100343,89863,102571,114314,117196,141592,140050,109017,89012,107716,43260,131820,34137,104336,31029,15185,15191,62,1652,1,2,0,0,0,0,20211003
202109,3호선,가락시장,11,1,2087,527,5394,4940,15386,9993,17349,23658,12594,13216,11226,9519,11573,9169,11377,9402,11306,9896,11259,10150,11868,11994,13021,11971,16541,14163,22241,17837,9633,13194,6813,8754,6199,7074,3782,6707,585,2698,3,708,0,0,0,0,0,0,20211003
202109,3호선,경복궁(정부서울청사),54,1,2370,1342,4702,11336,11047,35468,16188,84084,15226,45307,12682,30554,14957,30765,17269,31148,21661,32554,26905,30083,33445,24730,42135,24063,57605,22279,80594,24365,35095,15080,27383,8474,26209,7463,15242,7116,2101,2693,1,114,3,1,0,0,0,0,20211003
202109,3호선,경찰병원,15,3,2093,141,5930,2667,17740,7407,20285,23770,11632,11737,9279,7180,8255,5571,7583,6688,8095,7601,8056,6819,8637,7451,8231,7970,12352,11539,16606,17224,5740,13265,4583,8473,4206,6810,2507,6690,412,2572,0,504,0,1,0,0,0,0,20211003
202109,3호선,고속터미널,125,0,4231,3206,5462,27543,20113,40516,32944,61691,36234,82317,37377,72710,48241,76495,58656,73555,63104,75415,70576,76815,80170,77941,89757,76331,102331,78512,104750,87554,89222,55745,104140,32376,63608,25187,40612,17845,11410,6855,19,264,0,0,0,0,0,0,20211003
202109,3호선,교대(법원.검찰청),6,2,1064,620,2634,5604,6475,16375,9758,38520,8213,28543,8914,12422,11634,9038,13388,8980,15868,8943,17841,8219,19547,8058,22404,8133,34082,9789,53295,12088,22446,6619,16718,3386,18511,2861,16489,2834,1415,1165,1,8,0,0,0,0,0,0,20211003
202109,3호선,구파발,170,1,8521,1412,24390,8815,69176,19926,61542,26831,34554,25664,24555,23823,24862,20379,25700,21575,23735,23033,24487,23419,27824,23625,31423,28377,30999,34151,26340,56718,16497,48396,13174,27611,12316,22766,6636,21712,1194,11229,8,1361,0,8,0,0,0,0,20211003
202109,3호선,금호,47,8,4133,432,8053,2303,21818,4385,28238,7926,18270,6351,12250,6133,10680,6554,10775,7221,10361,8372,9027,8874,9417,11398,9101,12668,9914,17629,9809,25813,6407,18271,4866,12571,3919,10431,2871,9980,607,3057,0,2,0,0,0,1,0,0,20211003
202109,3호선,남부터미널(예술의전당),64,3,2349,1125,7249,20908,22206,48927,31744,128022,25953,69780,24882,39395,28962,31027,31378,32796,33518,35254,34324,36120,39067,35497,47039,37322,75580,40503,110740,47502,51980,31185,35526,18563,34033,14326,23192,10895,3790,5121,1,38,0,0,0,0,0,0,20211003
202109,3호선,녹번,18,0,8079,581,20690,3496,54153,6861,61932,15862,34754,9325,22742,8467,18874,9540,18643,11072,17193,11543,15394,13066,14166,15065,14743,22210,14582,29293,16204,50948,7970,42131,6043,24815,5022,22604,3643,19444,803,7952,0,15,0,0,0,0,0,0,20211003
202109,3호선,대청,41,0,2687,939,8972,5872,22150,13195,25636,22297,14919,9558,12153,7527,11246,6983,11097,8754,11955,9294,13186,9492,17474,11818,15385,12559,18033,15671,21487,22291,9378,18183,6422,12170,4996,10699,3732,11994,632,4157,0,69,1,1,0,0,0,0,20211003
202109,3호선,대치,15,1,2181,674,8811,7321,18988,16493,18701,23349,11550,15691,9713,11090,10336,10481,13055,13423,13141,16172,12458,15154,14947,16752,15898,19194,23720,23414,23681,24399,15129,17683,10745,9611,15686,8511,27218,8265,1197,3244,0,13,0,0,0,0,0,0,20211003
202109,3호선,도곡,27,2,895,378,3013,3996,7074,10765,8692,17497,5875,12750,4698,5869,5072,5209,5383,5485,5596,5677,6096,5355,7651,5385,9706,5402,12282,6400,14540,8622,7235,6951,4847,3990,4336,3507,3677,3394,536,1229,5,558,0,0,0,0,0,0,20211003
202109,3호선,독립문,110,1,4735,716,4836,5611,12449,12782,15113,18193,11600,12398,10552,11393,10145,9623,10733,9236,10891,10009,10785,9567,12223,9926,15444,10472,12714,12240,13892,14483,6822,11067,4597,6861,3789,6342,2650,5938,498,2467,2,1352,1,0,0,0,0,0,20211003
202109,3호선,동대입구,18,5,1291,1098,2075,12330,4826,12201,6218,38843,4942,21832,4421,13244,5302,11316,6302,10683,7592,11108,9479,9819,11239,7673,18083,8135,30785,8817,26955,9795,12979,6127,9252,3481,11791,4091,8711,3462,1432,1338,1,152,1,0,0,0,0,0,20211003
202109,3호선,매봉,4,0,1172,450,5952,7849,13169,19658,15997,55083,11927,34260,9633,12441,10131,10780,10302,10420,11663,10478,13602,9528,14838,10367,17824,11048,31330,14260,51798,18760,18681,13045,11983,7272,13607,6225,7531,6093,967,2640,3,240,0,0,0,0,0,0,20211003
202109,3호선,무악재,17,0,1584,243,4345,2279,11945,2404,13323,5284,8134,3083,5685,3228,5407,3208,5141,3599,4907,3919,4450,3968,4143,5154,4634,6447,5408,8318,5497,13151,2493,10905,1980,6265,1555,5871,1010,5117,268,2189,0,1,0,0,0,0,0,0,20211003
202109,3호선,불광,30,4,8222,1016,16779,5457,42585,9971,49901,29181,29337,28712,22100,24391,21643,22605,22545,23206,22556,23575,22941,23695,23598,25815,24293,28770,25451,33503,26942,48933,15326,39520,11171,23142,9812,19558,5947,17752,1014,7468,4,179,1,1,0,0,0,0,20211003
202109,3호선,수서,258,3,3862,1826,10119,13880,28046,27768,33783,42900,22366,26037,21772,18314,18908,15222,23488,19313,20934,17880,18439,18332,25406,22283,30618,23516,33712,28622,40295,39469,19261,29042,18142,19161,11444,16092,10691,16150,2144,4092,3,383,0,0,0,0,0,0,20211003
202109,3호선,신사,34,0,2336,1354,4663,17886,8332,35731,13561,93155,11533,117787,15029,56462,19717,41675,23898,40451,27127,43255,33149,41292,41401,37764,50968,37730,74187,40874,112089,48584,77557,25010,53641,9894,60068,7716,39409,6352,4183,2653,1,33,0,1,0,0,0,0,20211003
202109,3호선,안국,32,0,1287,1276,2678,16202,5316,70173,7588,77456,7059,47300,7877,31151,11657,33693,16945,32883,18734,32905,24163,29309,34796,23836,47257,20327,74693,18181,84129,15810,36266,7794,26737,4137,22607,3622,12822,3140,1595,1392,0,28,0,2,0,0,0,0,20211003
202109,3호선,압구정,46,1,2379,1977,6655,20706,12467,38045,18289,110108,16192,131038,20415,61617,26442,48587,30022,41786,32580,45518,39249,40643,48025,37070,57123,38060,76594,41572,106953,43867,80138,24149,62233,11690,49097,8742,30734,7840,3429,2481,2,586,0,0,0,0,0,0,20211003
202109,3호선,약수,148,5,5388,806,8758,5085,21991,13945,31244,29229,22056,17631,16274,13185,15386,12956,16775,13555,16736,13693,16932,14730,17723,16474,18651,20585,21429,23991,26986,33990,14594,22080,11513,14267,11988,13551,8019,12901,1446,4761,10,832,0,0,0,0,0,0,20211003
202109,3호선,양재(서초구청),51,2,4416,2152,11997,34197,28867,87989,36189,192350,27247,102427,25696,44573,28968,35822,31553,34740,34734,38883,39106,33619,45847,34656,56895,37078,99978,45682,162276,58428,70083,39891,47453,24722,42396,21869,26191,17639,3199,7759,1,680,0,0,0,0,0,0,20211003
202109,3호선,연신내,337,19,23750,1562,44254,9451,109754,22078,127513,30748,74650,32340,51203,32186,47942,34317,50756,36747,47842,39789,45624,41055,45282,50598,51245,59479,47042,73380,43626,114501,29383,100378,22556,55138,22052,51680,15760,46510,2611,21345,0,1004,0,0,0,0,0,0,20211003
202109,3호선,오금,11,0,3530,4,6355,2080,20589,4650,23650,11480,12169,4530,7373,3883,6612,3803,7097,4870,6454,5054,5542,4742,5454,7002,6512,7832,8267,11451,9559,18094,4026,12795,2894,8473,2465,7522,1802,8142,280,3151,0,707,0,1,0,0,0,0,20211003
202109,3호선,옥수,200,16,2401,770,7794,4162,19022,7767,23481,12662,16663,9959,12083,8013,11501,8982,11877,10364,12274,11425,12433,11580,13101,13594,13849,15744,15016,20703,15528,28284,9946,21363,8006,13432,7272,11806,5106,11612,1255,3746,2,46,0,0,0,0,0,0,20211003
