호선명,지하철역,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원
4호선,당고개,46507,8545,44991,12707,15574,23924,14502,33896,10060,32258,6518,20934
4호선,동대문,4400,32070,6529,64864,69482,13114,56991,9672,26630,11328,17043,7880
4호선,동대문역사문화공원(DDP),5852,21814,6825,56231,41967,12880,57618,13939,29423,18843,21886,9074
4호선,동작(현충원),2988,3514,3720,5065,4934,4172,5738,5266,3208,3613,2676,2351
4호선,명동,3320,34850,4839,87173,50043,19205,86456,17657,38929,9755,31330,4564
4호선,미아(서울사이버대학),40549,15159,45619,27774,20779,29023,22249,40034,13297,33348,8626,21252
4호선,미아사거리,79903,17402,88181,31626,36678,58160,36395,87595,26123,67188,25442,39163
4호선,사당,52270,17621,68847,28227,32778,43690,37901,63286,24338,42732,21977,26072
4호선,삼각지,5419,8905,8141,20153,10889,8937,18835,12069,7291,7930,5901,4360
4호선,상계,73902,14681,64494,18257,21316,36320,20386,55200,12871,53260,9316,31756
4호선,서울역,9544,23936,12079,57422,28272,21626,42618,22793,15576,16594,9613,11012
4호선,성신여대입구(돈암),38149,14966,45211,29085,34725,39184,37924,56122,24595,41832,21475,25024
4호선,수유(강북구청),94276,19130,106095,49463,48198,70048,50292,105440,30257,91116,22879,54192
4호선,숙대입구(갈월),13680,19213,20269,42627,28117,19747,39836,25012,19260,17289,13825,10232
4호선,신용산,9068,25938,13879,68890,41274,20619,67214,25041,32820,15196,22797,8183
4호선,쌍문,104510,13486,110253,26658,30304,56068,28937,90281,18034,83452,13403,50409
4호선,이촌(국립중앙박물관),10377,12671,13230,22945,18373,13509,20840,17045,9342,11870,6915,6973
4호선,창동,78347,16906,66194,33302,35509,54693,35309,80290,20898,68046,16638,39036
4호선,총신대입구(이수),38600,15611,48397,35795,30298,44150,36603,61328,22375,40118,18621,21835
4호선,충무로,7221,46477,10117,147439,70891,23063,121485,23992,55463,14051,36524,7708
4호선,한성대입구(삼선교),25326,16744,32138,25269,25295,24014,25594,32866,14493,24804,11070,15813
4호선,혜화,15345,41990,18320,95003,81065,44558,92708,50983,52966,34577,49655,14061
4호선,회현(남대문시장),3985,40540,6552,100952,72872,14565,92105,11953,36254,6773,35605,4063
5호선,강동,45915,24287,55348,40733,32420,29967,36418,44322,17142,35981,12007,21824
5호선,강일,11093,2942,12244,4486,4554,6761,4323,11974,1769,10434,1173,6317
5호선,개롱,20856,7564,17755,14282,10690,12953,11328,17911,5501,16158,4021,8900
5호선,개화산,18288,5157,15893,10421,8222,8966,9509,13564,4348,12511,2889,7611
5호선,거여,31496,7639,26704,16670,13427,16186,12460,22649,6028,22384,4204,11143
5호선,고덕,25089,12470,20740,16753,17453,16756,14041,22867,8109,22542,6225,11167
5호선,공덕,16788,25653,22752,63596,30594,19823,52595,30713,20346,17037,14353,9468
5호선,광나루(장신대),31686,13738,37496,24883,20783,21465,23937,32201,12442,22995,8168,14814
5호선,광화문(세종문화회관),7077,60452,11386,197004,77872,23673,158515,27007,58274,13329,40479,6180
5호선,군자(능동),28315,6571,37794,21084,16203,25376,20418,42308,11924,28237,9685,15970
5호선,굽은다리(강동구민회관앞),29819,5612,31710,13028,11544,18256,12611,29170,7072,22841,4980,13674
5호선,길동,18619,5860,22469,15128,12692,17008,14562,22202,7774,16908,5326,9936
5호선,김포공항,4357,11941,6092,15408,17654,13803,22500,12453,14584,7392,13574,3402
5호선,까치산,103596,10425,126711,18390,26769,60081,26711,104941,16854,84090,12476,52374
5호선,답십리,46740,11893,62150,29068,21512,27499,26257,46618,14404,34781,9099,19062
5호선,동대문역사문화공원(DDP),1146,7571,1546,24482,8483,1944,16513,2233,6526,1326,2958,858
5호선,둔촌동,20215,8980,22886,16858,16079,16623,17721,22799,9070,17685,6401,8926
5호선,마곡,19946,10141,18870,36699,22530,12894,31740,19600,12905,15585,8813,8374
5호선,마장,13491,5641,17075,13708,8747,9219,10398,13254,6567,9734,3904,6161
5호선,마천,27812,4030,23580,9103,7206,12787,7479,18565,3612,18586,2828,9360
5호선,마포,19563,19918,26162,57615,29992,20419,47256,29314,19011,19008,13512,10187
5호선,명일,28943,6331,26305,10554,10061,18367,10887,28278,6238,23917,4307,12665
5호선,목동,46388,12962,57479,23972,22273,36976,24905,65402,13373,46073,11118,25527
5호선,미사,54662,10100,49909,17494,21597,29938,21173,48699,12016,50344,10658,27200
5호선,발산,21623,28224,22100,86546,48127,26127,68475,35961,30692,25447,22254,12628
5호선,방이,16045,7082,14033,20428,11846,15245,16586,18089,8444,13697,6742,7127
5호선,방화,23002,4875,20168,12577,8751,11001,9225,17907,4243,16591,2970,10178
5호선,상일동,72591,9992,47276,15306,16574,28564,15845,45036,8850,47340,6425,23193
5호선,서대문,13719,53923,17934,125850,50509,13892,88695,17690,26073,11697,18254,7394
5호선,송정,17179,6186,18554,11624,10951,11718,11101,15464,6260,13260,4316,8431
5호선,신금호,17152,6726,22268,13961,9249,13389,8607,20264,5917,14409,3836,8861
5호선,신길,10461,4241,16005,11702,6110,7772,11164,13737,3687,8808,2280,5880
5호선,신정(은행정),53611,6369,64642,11486,12545,24816,12712,39172,6793,31999,4673,19638
5호선,아차산(어린이대공원후문),36384,11138,48984,22258,24746,29504,23771,44076,14667,33262,10212,19225
5호선,애오개,14277,8724,18804,23151,11383,10723,17670,15794,6536,10504,4304,6361
5호선,양평,18585,7562,21970,30745,12876,10366,24904,17976,7692,13196,4491,7259
5호선,여의나루,3907,30066,6542,47491,34604,24000,49669,26353,31917,17442,37752,9639
5호선,여의도,8089,103938,10816,170179,97434,20446,131670,24840,51111,12324,38161,6454
5호선,영등포구청,6186,4957,7488,17942,7806,4954,14763,8270,5449,4576,3204,2973
5호선,영등포시장,16761,11097,23018,32218,19678,13536,28945,22154,12149,14373,8350,8843
5호선,오금,7316,8134,6821,16859,8117,4948,12146,6653,3999,5219,2799,3317
5호선,오목교(목동운동장앞),38854,24924,44887,58827,39185,42765,56547,61424,30635,40330,32994,19399
5호선,올림픽공원(한국체대),9594,6227,9540,8363,9038,6602,8464,7889,4655,6909,2976,3889
5호선,왕십리(성동구청),4869,4941,7665,16419,9144,9224,12712,12144,7675,7400,6176,4363
5호선,우장산,44687,14489,44786,19224,18746,27991,16424,43147,9989,35672,7067,20279
5호선,을지로4가,1009,13070,1770,35371,18120,3865,29405,3720,13057,1757,7039,944
5호선,장한평,43600,19486,57934,55938,30991,30167,45703,51217,21453,37211,12217,20974
5호선,종로3가,2342,11644,3638,32690,33017,18754,44946,19323,27061,9484,23422,3676
5호선,천호(풍납토성),23362,16488,28768,30198,38656,35463,41161,45798,29600,31729,28575,17076
5호선,청구,6079,3788,8479,12966,6818,6204,12102,8323,6969,6219,4110,3909
5호선,충정로(경기대입구),5375,7984,7764,26015,11203,4964,22054,7425,6437,5108,4074,3467
5호선,하남검단산,14692,4535,12738,8165,9635,8359,9726,11367,5581,12109,4833,7750
5호선,하남시청(덕풍?신장),16965,4159,14602,9412,9711,11884,9607,14820,5810,14160,4047,8142
5호선,하남풍산,8807,4384,8607,12937,8214,6154,11652,8046,4803,8002,3506,4767
5호선,행당,25568,4513,34995,8403,8417,16023,8534,26135,5134,18322,4100,10944
5호선,화곡,93894,12325,118507,24766,30748,55221,30237,99318,17841,74971,12508,46562
6호선,고려대(종암),17059,9037,20997,20386,16295,11768,15507,18544,7726,15251,5442,9852
6호선,공덕,16863,30613,22788,77061,42572,21493,68963,30110,28367,19740,20421,11265
6호선,광흥창(서강),15183,13875,20047,29626,16835,13062,24827,18341,11222,13997,7188,8387
6호선,구산,24210,4890,29984,8063,8726,12419,7782,17626,4757,17090,3439,8420
6호선,녹사평(용산구청),4061,8144,6314,15242,11544,9342,16162,11015,10095,6942,9045,3829
6호선,대흥(서강대앞),12764,11895,16405,25191,17118,13029,19920,18544,10014,12698,7306,7677
6호선,독바위,11074,1753,10976,2827,2824,5511,2505,9382,1467,9512,904,5205
6호선,돌곶이,30583,5095,32785,12920,10656,17420,11096,26331,7875,22890,4509,13737
6호선,동묘앞,7293,7860,10409,22373,19652,11757,20188,13414,10649,9748,6784,6495
6호선,디지털미디어시티,35459,21846,38447,55417,26165,20849,38871,34408,16035,26255,8451,14983
6호선,마포구청,32934,12347,42103,30104,20974,21908,30807,34812,14726,26292,10420,16467
6호선,망원,22850,7345,31281,27738,27080,31622,33641,40415,23320,28006,18667,14313
6호선,버티고개,3588,2367,5284,3984,3176,3728,4278,5243,2236,4098,1569,2474
6호선,보문,16277,7843,23862,15434,11546,11401,14233,18363,7030,14795,5084,9216
6호선,봉화산(서울의료원),39431,5205,32231,10813,9896,16558,8773,26084,4323,24451,3350,14616
6호선,불광,8598,3714,9655,6103,8148,8001,7533,11618,4748,9177,3396,5100
6호선,삼각지,6091,11032,9559,18928,16014,7325,20136,9906,8577,6743,6343,4726
6호선,상수,7140,5211,10904,18451,16087,17715,22543,21749,14970,14186,13503,7267
6호선,상월곡(한국과학기술연구원),21474,2882,23920,11537,7044,11236,8237,16445,5308,14208,2555,8732
6호선,새절(신사),45379,6707,50824,12558,13481,25195,12607,41441,7900,34665,5254,19987
6호선,석계,40083,7112,44578,11321,13161,26992,11667,43975,8942,37334,6843,20325
6호선,신내,20,0,0,0,0,0,0,0,0,0,0,0
6호선,신당,5819,14126,8169,33770,16102,10458,22675,15203,12702,14618,10716,7317
6호선,안암(고대병원앞),6784,13813,8762,30240,31447,12345,25711,14978,13811,11868,10746,8086
6호선,약수,4489,5426,6072,13888,7790,5146,10404,6560,5361,4525,3916,2424
6호선,역촌,13524,2610,13966,7549,4502,8949,4873,14634,2673,12388,1778,6551
6호선,연신내,1,0,1,0,3,0,5,0,3,0,0,0
6호선,월곡(동덕여대),32553,6002,36678,21386,15062,21274,20718,33297,10230,27199,6900,15358
6호선,월드컵경기장(성산),7058,4669,8467,8306,13868,8564,13127,10688,7949,7805,4864,4109
6호선,응암,59317,8787,72292,16370,18641,38106,18307,62699,11644,52181,8686,32196
6호선,이태원,7953,8695,10720,20175,23039,23386,27752,26261,20667,18704,19219,9808
6호선,증산(명지대앞),33366,4835,39590,9044,11195,21262,10479,36020,6258,29060,4556,16342
6호선,창신,11583,4833,13349,5183,4038,5130,3883,8104,2556,6452,2074,4089
6호선,청구,5943,6237,8178,21214,6216,5273,11218,6098,7299,4431,4420,2999
6호선,태릉입구,15467,3096,17493,6464,7186,11758,7218,19747,4534,16450,3619,8576
6호선,한강진,2538,15477,3883,28098,25497,14635,30352,17611,19019,6481,15845,2621
6호선,합정,10603,13833,16424,33847,26051,22997,39164,30695,25339,18968,22625,9755
6호선,화랑대(서울여대입구),49729,6017,44571,10604,12539,17655,10426,30279,5820,27774,3880,15633
6호선,효창공원앞,13546,5801,19609,18560,11886,10192,18366,15780,8408,10968,4716,6538
7호선,가산디지털단지,17883,99067,20011,318907,156816,24120,258547,27740,110938,19422,58434,10793
7호선,강남구청,5737,27061,7660,84812,38263,13964,70052,15364,43150,9275,26785,6256
7호선,건대입구,10383,15464,15230,28731,30278,20887,28061,28844,19919,18992,21738,10094
7호선,고속터미널,8815,33148,13940,42881,46277,14886,44315,16727,27655,11141,28467,6652
7호선,공릉(서울과학기술대),30717,10705,34493,19214,16614,22288,18938,33694,10202,30441,8256,16138
7호선,광명사거리,69050,14735,78680,24267,30252,47010,28310,72003,18664,57295,14082,31902
7호선,군자(능동),28818,8017,46882,24939,21133,22963,28243,35509,16597,28800,12848,16578
7호선,굴포천,30630,4049,32283,11454,10737,19814,12248,33175,7259,28458,5744,17127
7호선,까치울,27863,5420,32923,8828,9898,16698,9155,26959,5333,21488,4407,12396
7호선,남구로,26438,28404,29092,82470,35857,26681,62643,26801,28465,19616,15134,13382
7호선,남성,31497,5779,43856,12391,12134,21498,12816,34287,7258,26196,6267,15741
7호선,내방,14191,21026,21031,68724,32983,18544,58736,23883,21834,16767,14394,9668
7호선,노원,31597,16011,31244,37734,34256,38554,38483,48989,23867,39155,24085,18788
7호선,논현,7388,37456,12202,97592,48438,21104,86341,26041,48320,15251,30856,8439
7호선,대림(구로구청),13519,5317,18008,16213,14834,18165,16330,19279,10204,12684,7485,8653
7호선,도봉산,43686,7351,34160,12644,11748,17851,10661,30164,5114,34576,3222,19569
7호선,뚝섬유원지,17735,5550,24234,12061,15984,24635,18733,32968,17774,24397,18815,15032
7호선,마들,52563,7516,48356,9618,11166,23986,10094,38476,6281,39733,4939,21496
7호선,먹골,30216,4721,36448,12447,12035,20968,12996,31255,8090,28769,5520,16204
7호선,면목,48874,8174,61154,21622,17569,31819,17867,46582,13656,43557,7467,24537
7호선,반포,6069,10094,8613,16546,13115,7236,14888,9135,10151,6012,7969,3624
7호선,보라매,18789,14223,26721,33830,15624,15534,26445,24140,9859,18940,7029,10688
7호선,부천시청,36336,12008,34466,22592,20489,22620,22934,38344,14359,32405,15171,16246
7호선,부천종합운동장,14151,5856,15948,10592,7464,7093,8522,11457,3588,9418,2403,5407
7호선,부평구청,29880,5757,24540,10229,9595,12289,9775,18727,5152,22280,4242,12963
7호선,사가정,46521,10595,59435,22016,20836,34036,21343,52897,14912,45694,10257,25257
7호선,삼산체육관,21333,3186,19648,5965,5247,9216,4876,17674,2849,13569,2068,9089
7호선,상도,27423,6876,35523,14637,14544,19955,15172,31599,8405,24305,6849,15115
7호선,상동,33489,10354,29363,24778,20660,24027,25602,40288,16106,30899,13699,15858
7호선,상봉(시외버스터미널),43874,11661,59767,27076,24760,30895,27555,49812,18686,43599,14039,23678
7호선,수락산,45009,7790,40621,16316,17349,23427,17354,36528,10456,36852,6873,21861
7호선,숭실대입구(살피재),30287,7554,40565,16634,18024,24035,16583,38053,9533,29228,7855,18069
7호선,신대방삼거리,42156,11696,63129,25855,20081,30425,24289,50463,12954,40325,10366,23944
7호선,신중동,36685,13989,34877,37496,22894,22675,35428,37813,15312,34160,16199,16991
7호선,신풍,35371,10677,42629,17285,14256,24419,15517,34972,9148,26836,6112,16273
7호선,어린이대공원(세종대),15303,13042,25559,38966,30108,17171,34402,23242,17516,18728,12060,11800
7호선,온수(성공회대입구),40672,9826,48006,12837,11152,18371,10744,35558,5424,26946,3785,15526
7호선,용마산(용마폭포공원),20293,3682,25314,9356,6537,11993,6568,18760,4564,17318,2587,10119
7호선,이수,22473,12382,33314,34321,26919,28593,36191,41571,21151,27989,19071,15063
7호선,장승배기,22811,7214,33863,16041,11964,18178,13719,28074,7392,20547,5683,12655
7호선,장암,11861,1091,8551,1832,3470,1659,2858,2135,1752,2767,1040,1163
7호선,중계,51068,12886,51277,19850,15366,23789,13948,38380,7792,37726,5610,21802
7호선,중곡,26373,10520,38117,17913,14953,18255,12235,27910,8713,24005,5329,13723
7호선,중화,31926,7417,39944,19498,14014,21087,15805,33065,9365,28586,6014,16725
7호선,천왕,41815,7098,50028,12927,11771,22004,11485,39968,6320,32795,4298,17925
7호선,철산,65806,13968,71764,29029,29903,47051,29088,76189,18309,58602,16518,28950
7호선,청담,8603,48325,10435,112811,51888,14483,85713,15177,44621,10256,25077,6597
7호선,춘의,20568,25534,21258,46021,23827,11808,35174,16565,13654,16223,9490,10263
7호선,태릉입구,18592,7136,20901,14560,14976,14611,15140,20412,8978,17475,6556,11460
7호선,하계,55923,15437,59079,21485,23240,30381,19712,48761,12037,45274,8318,25828
7호선,학동,7242,47774,9313,147414,62184,13887,128824,14964,60417,9600,29801,6057
8호선,가락시장,8477,12195,10259,31634,15128,10639,23277,13911,9383,10532,7866,7004
8호선,강동구청,25092,12742,32716,28824,14968,19278,22548,28552,8873,21581,5993,12625
8호선,남한산성입구(성남법원.검찰청),41836,10074,53285,19252,17819,23015,18825,37429,9204,31660,5693,18439
8호선,단대오거리,30075,10022,34614,16260,15234,18581,18267,30103,8696,25046,5190,15851
8호선,모란,6971,3486,9536,6999,7953,6592,8438,7678,5070,4799,3481,2733
8호선,몽촌토성(평화의문),8848,7117,13616,19421,13210,9610,17842,13532,8529,9253,5714,5801
8호선,문정,18237,42940,24058,139105,60606,19227,102451,26599,35886,20327,22347,11096
8호선,복정,25644,10927,33751,17540,19357,18138,22913,28454,12523,21001,7637,12937
8호선,산성,19188,3414,22077,6936,7570,11610,6434,18661,3283,16491,2228,9841
8호선,석촌,13014,7113,18097,18462,13774,17429,16555,22751,9485,15862,7532,8827
8호선,송파,19776,9866,23303,14598,10419,14097,11973,22168,6604,16568,4844,9034
8호선,수진,12934,2936,18581,8326,7732,8752,6360,13131,3827,10519,2790,6781
8호선,신흥,10495,2826,12774,5957,7039,9980,6493,13976,4028,11099,3291,6611
8호선,암사,64872,8133,82508,17684,18412,36486,18985,60138,10829,46286,8213,26037
8호선,잠실(송파구청),7117,23580,10510,58078,33658,25423,49854,30104,28228,15990,27785,7671
8호선,장지,37377,23712,44278,39652,33716,26688,38862,43052,21136,29593,18277,16247
8호선,천호(풍납토성),33509,11975,45185,21789,22612,35738,24086,54520,15853,37996,14721,20490
9호선,가양,58075,20792,59621,36857,29436,34083,36948,56585,16567,48333,11534,28336
9호선,개화,11274,2996,6671,5373,4942,2847,5783,4648,2735,4162,1511,2274
9호선,고속터미널,13153,15800,16496,24261,27806,32482,28928,37990,23872,25249,22239,15229
9호선,공항시장,7757,1693,8600,3391,4074,6217,3603,9209,2417,8251,1738,5287
9호선,구반포,2608,3214,3361,5481,4863,3557,6311,4986,3153,3279,2544,1802
9호선,국회의사당,3074,31955,4763,114462,48667,7675,83419,7390,28889,4697,16503,2841
9호선,김포공항,6439,19016,8962,22751,15199,26054,19994,26980,14015,15785,14289,7746
9호선,노들,12857,2099,17008,3493,5448,8622,5471,14244,3744,10149,2782,6174
9호선,노량진,51573,42402,75359,60603,42038,47453,50413,68581,26922,46929,25553,31623
9호선,당산,39609,13302,45813,33885,27004,35231,37689,53356,20059,38293,15303,24856
9호선,동작(현충원),4249,1405,5076,2561,3200,2476,3421,3885,1824,2797,1294,1641
9호선,등촌,33535,5916,41706,15222,13788,24058,15437,36218,8590,30382,6040,16878
9호선,마곡나루(서울식물원),23399,10464,23474,33756,25478,18474,32257,27399,14627,24535,11817,13195
9호선,사평,7844,4476,8921,6396,5662,6571,6222,8532,3643,7263,2418,3752
9호선,샛강,4124,12863,4884,28696,14552,6584,23583,8610,9129,5005,6166,2987
9호선,선유도,15649,11395,18795,32221,17931,10147,30360,17700,11538,13375,6497,7218
9호선,신논현,25194,33869,34554,73989,66747,47743,89522,66714,63643,37847,47815,19964
9호선,신목동,14690,2614,14314,4970,5411,6830,4853,11580,2548,9787,1612,4931
9호선,신반포,4571,6373,5537,7864,9296,4696,7466,6901,4261,4417,3039,2745
