from,to,line,am7,am8,pm5,pm6,pm7,pm8
구로디지털단지,대림(구로구청),2,40921,30888,-17603,-15995,-22845,-16959
대림(구로구청),신도림,2,72305,9881,-5179,-19231,-40873,-1034
신도림,문래,2,3471,-65893,22145,46578,426,7162
문래,영등포구청,2,1958,-78239,20638,56048,4152,9695
영등포구청,당산,2,41694,-9850,-10126,-19584,-36035,-14655
당산,합정,2,3507,-47673,5151,26966,14013,39596
합정,홍대입구,2,21227,-28257,5731,7326,23444,85117
홍대입구,신촌(지하),2,-899,-21178,16528,-304,3583,36795
신촌(지하),이대,2,6518,-3125,9445,517,-3946,1705
이대,아현,2,14737,16214,-3921,-12653,-12862,-7412
아현,충정로(경기대입구),2,-5040,-50231,13762,38121,1533,1083
충정로(경기대입구),시청,2,-93996,-290429,98759,227664,80349,62165
성수,용답,2,3845,7838,-1796,-5504,-4270,-2615
용답,신답,2,3929,6447,-2046,-6102,-5269,-2226
신답,용두(동대문구청),2,1799,961,236,-1348,-2794,-1154
용두(동대문구청),신설동,2,-9387,-44914,26242,39612,6223,5963
신도림,도림천,2,175,-2255,657,985,-525,-552
도림천,양천구청,2,21643,15063,-7378,-17509,-19123,-9710
양천구청,신정네거리,2,32252,24495,-10791,-28175,-24996,-11043
신정네거리,까치산,2,88344,110154,-32414,-81350,-73319,-41102
대화,주엽,3,15526,6650,-1664,-7229,-15055,-5522
주엽,정발산,3,2979,-7895,3456,5771,482,7474
정발산,마두,3,6489,-5876,1407,1379,-7396,-3201
마두,백석,3,7598,-5256,2237,1531,-9254,-1177
백석,대곡,3,3895,2268,877,-213,-1351,-586
대곡,화정,3,33619,22070,-10825,-23960,-27825,-11083
화정,원당,3,28886,25986,-8324,-17918,-24683,-13364
원당,원흥,3,22219,19692,-5263,-11976,-21039,-8790
원흥,삼송,3,45584,38784,-7887,-29882,-35813,-17205
삼송,지축,3,10602,10356,-1795,-9844,-8959,-5538
지축,구파발,3,49020,42162,-3088,-32526,-36972,-14440
구파발,연신내,3,93226,105413,-30512,-77058,-77268,-31230
연신내,불광,3,36841,28521,-8974,-28377,-31497,-10955
불광,녹번,3,42619,45838,-12569,-33575,-36571,-18296
녹번,홍제,3,37832,38314,-11149,-31506,-33909,-16030
홍제,무악재,3,8944,9276,-2855,-8118,-9358,-4886
무악재,독립문,3,2174,-1219,281,-2099,-6629,-3062
독립문,경복궁(정부서울청사),3,-19687,-69318,26210,55256,16483,17682
경복궁(정부서울청사),안국,3,-58153,-72489,59468,71423,26187,21246
안국,종로3가,3,-34625,-109850,66317,127936,75439,66681
종로3가,을지로3가,3,-76747,-180457,68556,143350,59799,44088
을지로3가,충무로,3,-40235,-138089,47930,105277,48110,37051
충무로,동대입구,3,-6832,-32392,20293,18711,7294,5035
동대입구,약수,3,7375,-5184,-1037,-3494,-7460,-288
약수,금호,3,16923,21720,-8317,-16934,-13772,-8227
금호,옥수,3,10386,11848,-5143,-14004,-12795,-6837
옥수,압구정,3,-24303,-96443,40674,75072,63310,60873
압구정,신사,3,-28178,-81047,36775,71951,63795,57709
신사,잠원,3,2918,4537,361,-4387,-4014,-1701
잠원,고속터미널,3,-40218,-58856,58902,43620,46229,99638
고속터미널,교대(법원.검찰청),3,-34092,-138418,67023,120253,44109,47465
교대(법원.검찰청),남부터미널(예술의전당),3,-26654,-102294,38645,75331,26729,21331
남부터미널(예술의전당),양재(서초구청),3,-59407,-162774,58208,116148,41492,32891
양재(서초구청),매봉,3,-6385,-43228,17085,36737,9893,7890
매봉,도곡,3,-8368,-20154,15049,16030,2034,2856
도곡,대치,3,3121,-3542,4866,2073,-3957,1675
대치,학여울,3,-38,-2809,907,1658,-262,-136
학여울,대청,3,11612,2750,3025,-36,-9398,-5031
대청,일원,3,-5385,-2495,16641,-2141,-5963,-3788
일원,수서,3,4440,-20211,8884,4789,-20410,-2690
수서,가락시장,3,2174,-29993,7141,14259,-3338,2688
가락시장,경찰병원,3,9696,-6236,1707,595,-8474,-3581
경찰병원,오금,3,16273,2996,861,-1445,-11131,-5339
당고개,상계,4,64079,48175,-14770,-37594,-42879,-23043
상계,노원,4,55431,16520,-18992,-43030,-45548,8369
노원,창동,4,61141,34497,-16173,-43710,-50901,-21473
창동,쌍문,4,90116,86243,-25728,-63588,-72024,-39954
쌍문,수유(강북구청),4,73528,58821,-21673,-56463,-63193,-29341
수유(강북구청),미아(서울사이버대학),4,31196,21511,-8129,-20278,-22832,-13043
미아(서울사이버대학),미아사거리,4,63524,58827,-23430,-55344,-45459,-11574
미아사거리,길음,4,55873,50207,-14442,-44450,-41826,-20759
길음,성신여대입구(돈암),4,22698,17203,-6827,-20509,-17935,3149
성신여대입구(돈암),한성대입구(삼선교),4,13123,9092,-721,-8600,-13750,-5442
한성대입구(삼선교),혜화,4,-25496,-76954,39625,55527,17912,34560
혜화,동대문,4,-23134,-59784,67722,54673,12083,15816
동대문,동대문역사문화공원,4,0,0,0,0,0,0
동대문역사문화공원,충무로,4,-40235,-138089,47930,105277,48110,37051
충무로,명동,4,-27625,-76164,30614,67370,28383,27984
명동,회현(남대문시장),4,-36919,-94914,58858,83834,32068,35633
회현(남대문시장),서울역,4,-72378,-173755,76056,150772,56084,37852
서울역,숙대입구(갈월),4,-3050,-17914,7414,12890,1193,4485
숙대입구(갈월),삼각지,4,-11104,-27850,12704,19700,4744,5187
삼각지,신용산,4,-17183,-55400,21706,44957,20271,17530
신용산,이촌(국립중앙박물관),4,1301,-7919,7147,3083,-5798,-1743
이촌(국립중앙박물관),동작(현충원),4,2832,2619,1048,-749,-2577,-950
동작(현충원),총신대입구(이수),4,23190,13318,-11127,-23582,-19279,-120
총신대입구(이수),사당,4,60016,69974,-36107,-65249,-50533,-436
사당,남태령,4,-620,-2027,1454,1067,212,765
남태령,선바위,4,-2277,-3850,8766,10714,23,587
선바위,경마공원,4,-729,-3160,2174,2881,-564,-428
경마공원,대공원,4,-2400,-5890,5494,6622,1242,507
대공원,과천,4,12921,9429,479,-8515,-9903,-5729
과천,정부과천청사,4,-6945,-39941,13466,28494,429,4530
정부과천청사,인덕원,4,33552,-30140,4509,8914,-33002,-10662
인덕원,평촌,4,16736,-39514,14195,22758,-13408,-775
평촌,범계,4,48645,8968,-2095,-14501,-29715,6445
범계,금정,4,25896,-12884,2697,-2052,-27930,-11270
금정,산본,4,34216,20843,-9411,-24675,-27495,-8269
산본,수리산,4,12295,10456,-2155,-7010,-7069,-4477
수리산,대야미,4,9713,7248,-890,-4638,-6514,-4228
대야미,반월,4,10500,7653,-2334,-6882,-7051,-5067
반월,상록수,4,49769,39779,-14022,-36320,-39168,-21990
상록수,한대앞,4,19358,8493,-3565,-11077,-13437,-7967
한대앞,중앙,4,35614,8130,-6362,-19562,-22156,-3736
중앙,고잔,4,13232,-5876,4531,1551,-8116,-3955
고잔,초지,4,8274,1943,-184,-3186,-7151,-4871
초지,안산,4,-19204,-13280,18093,20204,2587,6273
안산,신길온천,4,2077,1745,254,-968,-2172,-1353
신길온천,정왕,4,-7662,-10708,5264,6427,-2123,-1372
정왕,오이도,4,14739,8894,125,-5715,-10787,-5987
방화,개화산,5,11731,5499,-690,-3920,-8807,-4665
개화산,김포공항,5,-24182,-23011,9896,21290,16109,31937
김포공항,송정,5,10443,7127,-416,-5168,-7598,-3901
송정,마곡,5,7133,-18408,10086,15944,-212,1298
마곡,발산,5,-3999,-58550,20258,32316,7155,13711
발산,우장산,5,36418,30247,-8609,-30778,-29201,-13462
우장산,화곡,5,79285,96709,-26395,-71381,-64033,-33493
화곡,까치산,5,88344,110154,-32414,-81350,-73319,-41102
까치산,신정(은행정),5,48493,56321,-10869,-28634,-27090,-15144
신정(은행정),목동,5,37470,33349,-13637,-42355,-37262,-14504
목동,오목교(목동운동장앞),5,16608,-18678,976,985,-8522,18706
오목교(목동운동장앞),양평,5,13152,-13914,3955,9770,-6657,-4253
양평,영등포구청,5,1958,-78239,20638,56048,4152,9695
영등포구청,영등포시장,5,3515,-8319,6043,6766,-1714,431
영등포시장,신길,5,15346,6835,-206,481,-10049,-7545
신길,여의도,5,-209842,-282994,162597,220330,85282,66425
여의도,여의나루,5,-26865,-40294,22359,29983,9750,7119
여의나루,마포,5,-1322,-33872,9432,20672,298,6579
마포,공덕,5,-21948,-120576,35846,79435,17132,27001
공덕,애오개,5,6952,-4370,594,1683,-5112,-2361
애오개,충정로(경기대입구),5,-5040,-50231,13762,38121,1533,1083
충정로(경기대입구),서대문,5,-40356,-113408,33266,74064,17660,16021
서대문,광화문(세종문화회관),5,-56013,-200250,56569,148007,54988,44468
광화문(세종문화회관),종로3가,5,-34625,-109850,66317,127936,75439,66681
종로3가,을지로4가,5,-35045,-94294,48632,80380,35633,19672
을지로4가,동대문역사문화공원,5,0,0,0,0,0,0
동대문역사문화공원,청구,5,2468,-16435,2978,7589,3412,1540
청구,신금호,5,11186,13631,-5022,-13673,-9994,-5263
신금호,행당,5,20408,27878,-7351,-20124,-15165,-7541
행당,왕십리(성동구청),5,22447,20869,-9157,-35906,-23836,12292
왕십리(성동구청),마장,5,7093,4850,-768,-3265,-4447,-2406
마장,답십리,5,32781,34049,-6112,-21697,-22815,-10780
답십리,장한평,5,22600,-293,2531,-4427,-16554,-7505
장한평,군자(능동),5,41512,46063,-10512,-32394,-30544,-9168
군자(능동),아차산(어린이대공원후문),5,26322,33957,-8230,-26146,-23622,-11450
아차산(어린이대공원후문),광나루(장신대),5,19860,14653,-960,-8030,-12244,-8126
광나루(장신대),천호(풍납토성),5,28014,24241,-11539,-34592,-23869,13242
천호(풍납토성),강동,5,22554,16217,4443,-5412,-21415,-10372
강동,길동,5,11924,7661,-3146,-8318,-11051,-4620
길동,굽은다리(강동구민회관앞),5,23968,20607,-5764,-17851,-18180,-7160
굽은다리(강동구민회관앞),명일,5,25026,19367,-7236,-21321,-21386,-7878
명일,고덕,5,17594,7151,660,-8535,-17416,-4897
고덕,상일동,5,63675,38373,-10160,-31202,-45343,-22495
강동,둔촌동,5,10697,5172,-677,-5607,-8197,-2725
둔촌동,올림픽공원(한국체대),5,12622,5188,5643,-1633,-9451,-6378
올림픽공원(한국체대),방이,5,8447,-6795,-325,512,-4544,141
방이,오금,5,16273,2996,861,-1445,-11131,-5339
오금,개롱,5,13373,4989,-2700,-6480,-12131,-4877
개롱,거여,5,19694,11554,-657,-8644,-15839,-5998
거여,마천,5,16654,10837,-3956,-9933,-12590,-6638
응암,역촌,6,10029,6315,-4048,-9499,-10296,-4643
역촌,불광,6,36841,28521,-8974,-28377,-31497,-10955
불광,독바위,6,9641,8970,-2865,-8157,-8557,-4543
독바위,연신내,6,93226,105413,-30512,-77058,-77268,-31230
연신내,구산,6,18693,22095,-3046,-10216,-12681,-5349
구산,응암,6,50311,57496,-18403,-47503,-44014,-23781
응암,새절(신사),6,38404,40907,-10967,-30010,-28569,-16583
새절(신사),증산(명지대앞),6,26788,31242,-9531,-26121,-23856,-12294
증산(명지대앞),디지털미디어시티,6,9893,-73714,26204,58833,2329,2265
디지털미디어시티,월드컵경기장(성산),6,2866,1090,2545,-789,-2197,1223
월드컵경기장(성산),마포구청,6,17339,12785,-452,-5053,-13486,-7695
마포구청,망원,6,13079,4596,-4741,-6872,-8220,2902
망원,합정,6,3507,-47673,5151,26966,14013,39596
합정,상수,6,808,-7949,-530,2678,2475,8876
상수,광흥창(서강),6,2389,-12016,4327,8898,-1992,-244
광흥창(서강),대흥(서강대앞),6,3316,-9379,3674,2758,-2370,508
대흥(서강대앞),공덕,6,-21948,-120576,35846,79435,17132,27001
공덕,효창공원앞,6,6891,-5749,3486,6926,-3271,-1908
효창공원앞,삼각지,6,-11104,-27850,12704,19700,4744,5187
삼각지,녹사평(용산구청),6,-2972,-8486,3439,5250,2108,3238
녹사평(용산구청),이태원,6,-1969,-7048,3692,4431,2887,8358
이태원,한강진,6,-13875,-24010,11123,17151,12116,12719
한강진,버티고개,6,1744,1733,276,-547,-1700,-1251
버티고개,약수,6,7375,-5184,-1037,-3494,-7460,-288
약수,청구,6,2468,-16435,2978,7589,3412,1540
청구,신당,6,3099,-15714,6520,3499,-9167,2813
신당,동묘앞,6,-531,-18999,22670,15490,1050,954
동묘앞,창신,6,7922,8944,-1180,-5021,-5309,-2535
창신,보문,6,9683,6521,379,-2715,-8159,-4638
보문,안암(고대병원앞),6,-6249,-18292,16792,10952,2232,5680
안암(고대병원앞),고려대(종암),6,8351,527,4493,-3706,-9279,-3368
고려대(종암),월곡(동덕여대),6,24621,17553,-6336,-14799,-19350,-7471
월곡(동덕여대),상월곡(한국과학기술연구원),6,15815,14520,-4626,-8677,-10235,-6481
상월곡(한국과학기술연구원),돌곶이,6,20966,18812,-5577,-14346,-14368,-8422
돌곶이,석계,6,49559,51745,-25122,-54056,-47230,-22065
석계,태릉입구,6,22420,18457,-3799,-16508,-20448,-8334
태릉입구,화랑대(서울여대입구),6,43070,35667,-6656,-21667,-24142,-12668
화랑대(서울여대입구),봉화산(서울의료원),6,33864,23602,-6132,-18435,-22354,-11781
봉화산(서울의료원),신내,6,1779,-412,861,-327,-1543,-499
장암,도봉산,7,52865,39316,-1822,-20512,-34210,-18924
도봉산,수락산,7,35723,25687,-6632,-21076,-29320,-15601
수락산,마들,7,44908,37507,-11470,-29062,-35038,-17579
마들,노원,7,55431,16520,-18992,-43030,-45548,8369
노원,중계,7,43186,37180,-7883,-25800,-32903,-18055
중계,하계,7,45714,39945,-7418,-31218,-38816,-17612
하계,공릉(서울과학기술대),7,22833,18175,-5467,-14740,-21256,-8175
공릉(서울과학기술대),태릉입구,7,22420,18457,-3799,-16508,-20448,-8334
태릉입구,먹골,7,25335,25038,-8941,-18679,-22285,-11343
먹골,중화,7,24316,21906,-5840,-17855,-22153,-11864
중화,상봉(시외버스터미널),7,43071,44212,-7789,-33383,-38215,-13175
상봉(시외버스터미널),면목,7,41013,44735,-13252,-33582,-33850,-19136
면목,사가정,7,37121,37341,-13010,-33559,-34179,-15152
사가정,용마산,7,0,0,0,0,0,0
용마산,중곡,7,18754,24361,-5229,-16680,-18063,-9450
중곡,군자(능동),7,41512,46063,-10512,-32394,-30544,-9168
군자(능동),어린이대공원(세종대),7,1741,-9430,9776,8498,-2191,-76
어린이대공원(세종대),건대입구,7,14730,11200,-14572,-37700,-17637,45499
건대입구,뚝섬유원지,7,10892,14101,-4410,-9791,-10226,-5159
뚝섬유원지,청담,7,-40951,-108112,41027,77320,38863,23881
청담,강남구청,7,-28963,-116948,34905,84745,47755,32994
강남구청,학동,7,-38432,-148431,48776,124949,60970,31561
학동,논현,7,-31448,-91666,29293,67020,39164,27502
논현,반포,7,-4148,-7996,6625,5833,4047,4601
반포,고속터미널,7,-40218,-58856,58902,43620,46229,99638
고속터미널,내방,7,-6986,-47457,15229,37102,5979,6591
내방,총신대입구(이수),7,23190,13318,-11127,-23582,-19279,-120
총신대입구(이수),남성,7,25785,34276,-8718,-24055,-22459,-10899
남성,숭실대입구(살피재),7,22342,28148,-5517,-23624,-22333,-11139
숭실대입구(살피재),상도,7,16764,20656,-4564,-16839,-16471,-8212
상도,장승배기,7,17312,20853,-6246,-15504,-16646,-7968
장승배기,신대방삼거리,7,31204,40919,-10119,-29128,-30586,-14236
신대방삼거리,보라매,7,5922,-4898,1139,3634,-9859,-3455
보라매,신풍,7,24863,26391,-7791,-20372,-19982,-10333
신풍,대림(구로구청),7,40921,30888,-17603,-15995,-22845,-16959
대림(구로구청),남구로,7,-421,-58137,5978,38615,12003,4521
남구로,가산디지털단지,7,-121384,-443379,176235,331059,137174,79197
가산디지털단지,철산,7,53933,47092,-15790,-46877,-45088,-12577
철산,광명사거리,7,52736,58244,-16429,-47436,-41989,-16824
광명사거리,천왕,7,33529,39930,-9798,-29774,-28943,-14310
천왕,온수(성공회대입구),7,49076,48402,-11135,-39332,-37437,-19499
온수(성공회대입구),까치울,7,20747,25431,-6475,-18149,-18050,-10038
까치울,부천종합운동장,7,8674,6753,408,-3363,-6620,-3404
부천종합운동장,춘의,7,-5659,-29624,14028,21898,-1197,-267
춘의,신중동,7,24553,-2560,338,1672,-17849,1026
신중동,부천시청,7,23399,15180,-1201,-12472,-18955,-76
부천시청,상동,7,22267,7287,-2112,-8864,-16497,-1444
상동,삼산체육관,7,18287,15126,-4229,-10806,-12487,-7392
삼산체육관,굴포천,7,25292,21487,-7848,-19567,-25269,-11883
굴포천,부평구청,7,43396,33095,-1899,-18975,-26922,-15437
부평구청,산곡,7,0,0,0,0,0,0
산곡,석남,7,0,0,0,0,0,0
암사,천호(풍납토성),8,28014,24241,-11539,-34592,-23869,13242
천호(풍납토성),강동구청,8,13258,2639,-3853,-6557,-14427,-7254
강동구청,몽촌토성(평화의문),8,107,-8245,5059,5628,-866,685
몽촌토성(평화의문),잠실(송파구청),8,15211,-53168,26727,21947,3557,59932
잠실(송파구청),석촌,8,19807,16507,-5666,-14717,-18250,-4901
석촌,송파,8,13799,12185,-3785,-10743,-13559,-6069
송파,가락시장,8,2174,-29993,7141,14259,-3338,2688
가락시장,문정,8,-24426,-122828,48382,87592,23479,16414
문정,장지,8,18088,-4556,6170,-1278,-5759,5642
장지,복정,8,13935,14500,1414,-6041,-7936,-4935
복정,산성,8,19725,20254,-5781,-16553,-17156,-9886
산성,남한산성입구(성남법원.검찰청),8,30914,35380,-6174,-21501,-25536,-14503
남한산성입구(성남법원.검찰청),단대오거리,8,19429,18658,-2866,-10796,-16477,-10027
단대오거리,신흥,8,8146,7955,-2554,-7232,-7372,-3364
신흥,수진,8,11297,13350,-1504,-6638,-7898,-4015
수진,모란,8,28122,31432,-7052,-16738,-20464,-11277
개화,김포공항,9,-24182,-23011,9896,21290,16109,31937
김포공항,공항시장,9,5672,4710,-2408,-5332,-6241,-3334
공항시장,신방화,9,17894,12767,-3788,-12523,-14262,-6409
신방화,마곡나루,9,0,0,0,0,0,0
마곡나루,양천향교,9,15238,-6206,1649,2002,-13457,-7904
양천향교,가양,9,38508,24376,-4926,-21566,-33224,-15916
가양,중미,9,0,0,0,0,0,0
중미,등촌,9,26790,24313,-8777,-18347,-24177,-10584
등촌,염창,9,51884,45788,-17586,-39143,-43905,-23890
염창,신목동,9,11866,9708,-1823,-6943,-8328,-4138
신목동,선유도,9,6430,-12251,5597,12730,-2298,-661
선유도,당산,9,41694,-9850,-10126,-19584,-36035,-14655
당산,국회의사당,9,-29703,-111241,45226,84342,27560,18022
국회의사당,여의도,9,-209842,-282994,162597,220330,85282,66425
여의도,샛강,9,-8877,-26312,9072,16900,4836,4304
샛강,노량진,9,22521,26629,-15443,-36107,-30127,2822
노량진,노들,9,10490,13608,-3271,-9257,-8434,-4141
노들,흑석(중앙대입구),9,3932,5131,1619,-9664,-7907,-3525
흑석(중앙대입구),동작(현충원),9,2832,2619,1048,-749,-2577,-950
동작(현충원),구반포,9,685,-1533,900,1249,-862,443
구반포,신반포,9,-211,-1410,4021,905,-377,-84
신반포,고속터미널,9,-40218,-58856,58902,43620,46229,99638
고속터미널,사평,9,3477,2415,276,-2902,-3740,-1708
사평,신논현,9,-11431,-42238,21571,32837,33660,40335
신논현,언주,9,-10049,-41396,20348,33850,13754,8378
언주,선정릉,9,-13715,-75330,25236,60763,31358,15582
선정릉,삼성중앙,9,-7715,-26981,12159,23043,8402,5754
삼성중앙,봉은사,9,-19311,-63961,29023,52622,26632,22164
봉은사,종합운동장,9,8434,2573,-770,-7604,-9533,-4371
종합운동장,삼전,9,11525,15936,-4729,-10763,-13635,-6562
삼전,석촌고분,9,8722,10515,-2298,-8172,-9582,-5860
석촌고분,석촌,9,19807,16507,-5666,-14717,-18250,-4901
석촌,송파나루,9,6463,4348,-2349,-4672,-7013,270
송파나루,한성백제,9,3438,1665,901,-387,-2841,-1026
