호선명,지하철역,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원
5호선,상일동,81132,10885,52669,16667,16951,28141,17678,51982,9475,49418,6840,26315
5호선,서대문,15482,61712,20256,143811,54281,14423,106029,20198,28253,12093,18770,7686
5호선,송정,19506,7115,19857,11792,11474,11138,12379,17474,6610,14533,4346,8886
5호선,신금호,18511,6504,24025,13683,8147,13221,9135,23219,6247,15190,4196,8960
5호선,신길,11819,4526,17708,13490,5976,8204,12252,15989,4069,9782,2556,5973
5호선,신정(은행정),60067,6361,71882,12668,13102,25366,13697,44502,7069,35255,5168,19932
5호선,아차산(어린이대공원후문),40260,10183,53040,20153,19525,28970,21752,50066,13252,35805,9947,19726
5호선,애오개,15257,9757,21466,27439,12146,10385,21481,18494,7368,11615,4957,6523
5호선,양평,20882,8701,23917,35454,14217,10403,30030,20597,8517,14856,4969,7852
5호선,여의나루,4420,32760,7175,52924,29424,11478,44147,14648,19395,10743,24122,7005
5호선,여의도,8892,122011,12061,190142,111336,19074,151265,24650,55521,12462,38475,6794
5호선,영등포구청,6527,5804,8836,20938,8543,4953,17699,9178,5944,5111,3324,3066
5호선,영등포시장,18391,13309,26249,35898,21040,13918,32097,25012,13644,15744,8850,8745
5호선,오금,8227,7251,7139,18888,9040,4773,13987,6911,4312,5742,2916,3477
5호선,오목교(목동운동장앞),42407,28997,48791,67811,43550,42085,65095,68650,33656,43469,34769,21315
5호선,올림픽공원(한국체대),10574,5864,10230,8392,10270,6422,8738,9383,4663,7323,2878,3937
5호선,왕십리(성동구청),5511,5465,8616,17371,9555,8662,14117,13732,7873,7829,6408,4329
5호선,우장산,49240,11152,48725,18602,18164,27448,16534,48089,9797,38226,7115,20920
5호선,을지로4가,956,16140,1837,42224,20455,3671,34904,3899,14748,1921,7692,1131
5호선,장한평,48218,21944,64185,64612,33237,31627,52690,56665,23030,41104,13213,22379
5호선,종로3가,2755,13361,3816,37079,33490,16096,47860,19010,25434,9643,20648,3869
5호선,천호(풍납토성),25108,17319,31041,34466,41286,35173,45101,49897,32824,35464,30476,17360
5호선,청구,6305,3500,9032,14289,7311,6062,13287,9093,7645,6394,4203,4000
5호선,충정로(경기대입구),5860,9594,8477,29866,12274,5106,26461,8761,7446,5512,4525,3507
5호선,하남검단산,15851,4743,13108,7184,8288,8359,8899,12002,5538,13596,4238,6978
5호선,하남시청(덕풍?신장),17565,3980,14843,8896,8496,11372,9305,14581,5023,15326,3753,8504
5호선,하남풍산,9632,5409,9211,14357,8671,6238,12311,9404,4896,9030,3596,4738
5호선,행당,28154,4579,38315,8455,8760,15808,8798,30125,5494,19535,4257,11288
5호선,화곡,104983,13916,129599,25718,31347,58069,31700,108623,18799,84585,13891,47045
6호선,고려대(종암),19150,8849,23276,20431,16999,11516,15664,19972,7728,16376,5711,9644
6호선,공덕,17859,34510,24590,87292,45552,21198,80229,32023,30736,21106,20886,11449
6호선,광흥창(서강),16125,13796,22310,32375,18550,12444,28712,20602,12126,15424,7475,8820
6호선,구산,27046,4692,32901,7284,8239,12219,8025,18870,4764,18861,3480,9040
6호선,녹사평(용산구청),4080,8178,7163,17304,11114,7564,15606,10308,8805,7269,7061,3994
6호선,대흥(서강대앞),13777,11264,18245,28077,16928,12533,22856,20432,11483,13259,7793,7775
6호선,독바위,12120,1731,12062,3032,2662,5962,2314,10779,1552,10193,970,5539
6호선,돌곶이,32933,5631,36259,14539,10722,17649,11573,29458,8197,24997,4570,14180
6호선,동묘앞,7777,8848,11798,26485,19087,11837,21128,15030,11212,10957,7264,6964
6호선,디지털미디어시티,38540,24493,42345,65434,29130,21402,45609,37830,17054,28733,8832,15960
6호선,마포구청,34606,14086,47201,34557,22428,22997,35544,39242,16240,28014,10844,17047
6호선,망원,23512,8504,34759,31663,25452,31018,34965,43042,22215,30475,17583,15007
6호선,버티고개,3821,2328,5869,4417,3604,3546,4535,5693,2532,4282,1621,2525
6호선,보문,17372,7316,25927,17365,11586,11982,14984,20234,7352,15326,5367,9369
6호선,봉화산(서울의료원),44498,5500,35306,11770,10422,16996,9314,29508,4499,27331,3478,14947
6호선,불광,9605,3009,10973,6695,8543,8394,8160,13597,5123,10157,4227,5302
6호선,삼각지,7206,12005,10742,20618,16503,7256,21479,10888,8972,7063,6296,4818
6호선,상수,7633,5869,11725,21422,15760,16341,23962,21282,15415,14547,12244,7389
6호선,상월곡(한국과학기술연구원),22329,3250,26620,12097,6943,11695,8716,17736,5803,15586,2792,9268
6호선,새절(신사),50051,6346,56419,12673,13273,25930,12988,46351,8487,38799,5475,21002
6호선,석계,44675,6617,49519,11550,12793,26882,12190,47367,8910,40882,6352,21271
6호선,신내,0,0,1,0,0,0,0,0,1,0,0,0
6호선,신당,6099,14483,8834,36668,16919,9209,24199,12457,13702,15592,10880,7941
6호선,안암(고대병원앞),7567,14753,10324,28514,32539,11370,26663,14927,13018,11741,10789,7303
6호선,약수,4711,5604,6619,15750,8138,5409,11767,7093,5674,4788,4117,2602
