from,to,line,7_in,7_out,8_in,8_out,17_in,17_out,18_in,18_out,19_in,19_out,20_in,20_out
구산,응암,6,76375,11063,100331,19346,27160,46695,25324,75394,15493,70967,12073,40404
응암,새절(신사),6,58946,10207,74630,19168,24274,36005,20654,53488,12527,46666,9315,30107
새절(신사),증산(명지대앞),6,43243,5872,55640,12808,16087,26928,16395,40678,9533,37879,7446,22883
증산(명지대앞),디지털미디어시티,6,73806,56107,86085,178346,81264,51060,161875,76486,67503,60831,37590,36102
디지털미디어시티,월드컵경기장(성산),6,9369,6332,12443,13319,30141,13540,23429,15344,10784,12102,7150,6900
월드컵경기장(성산),마포구청,6,43062,15177,61090,39779,29555,28651,42074,42139,21605,35202,14123,23463
마포구청,망원,6,29680,8784,44924,33598,30421,39921,40784,53125,26548,42892,20963,22973
망원,합정,6,63569,53412,90284,153679,118211,122128,176961,172705,117102,135550,94254,70881
합정,상수,6,10670,7000,16537,29164,28385,30718,36135,41269,24313,31689,22398,17438
상수,광흥창(서강),6,19752,17951,28932,42949,23047,17999,34633,25351,16844,19261,11372,12208
광흥창(서강),대흥(서강대앞),6,15373,14897,23511,44126,26697,18485,33339,26727,16140,18779,12700,11081
대흥(서강대앞),공덕,6,55401,72640,81569,238820,110961,76484,200823,120408,82930,75967,62713,43310
공덕,효창공원앞,6,21388,11914,36720,42939,25240,19940,39682,27830,19235,21089,11505,13899
효창공원앞,삼각지,6,13269,22853,21672,58227,36712,24396,56441,29221,24434,20648,19325,13290
삼각지,녹사평(용산구청),6,5604,8643,10109,16636,17159,15951,19960,20473,13320,15321,11620,8657
녹사평(용산구청),이태원,6,15601,11508,19942,32659,37026,46019,42923,61010,34055,53714,30777,36242
이태원,한강진,6,3866,19053,5433,38941,28740,22184,35374,30589,25987,20001,21601,6066
한강진,버티고개,6,5641,2868,9425,5870,5416,5495,6946,7389,3835,6277,2717,4072
버티고개,약수,6,34384,22201,54580,58154,40607,41404,52404,57385,31227,41629,24409,26580
약수,청구,6,15257,10562,25113,41666,17135,15787,28300,21252,18113,15763,11262,10265
청구,신당,6,38795,33613,64368,86041,58345,51846,69726,68424,42467,62269,33265,37586
신당,동묘앞,6,17345,21717,24630,59079,69087,34940,58040,30906,29025,22888,18540,16319
동묘앞,창신,6,15991,5775,21040,8355,5819,6861,5714,9718,3867,8566,3818,5546
창신,보문,6,23666,11970,40653,26056,19069,18801,23960,27965,12902,22724,9429,15083
보문,안암(고대병원앞),6,9144,17928,14486,59735,51859,23967,50405,32479,29850,23752,25675,15606
안암(고대병원앞),고려대(종암),6,22258,11828,32401,36209,28911,19336,28764,27817,14972,23699,11639,13649
고려대(종암),월곡(동덕여대),6,44040,7896,54133,30547,26785,29529,31073,44209,17114,38208,13088,22490
월곡(동덕여대),상월곡(한국과학기술연구원),6,26041,3867,30809,18315,12805,13554,13240,20235,7874,19014,4682,11205
상월곡(한국과학기술연구원),돌곶이,6,33661,6428,42389,18176,16443,20984,16724,30744,11638,27423,6928,16171
돌곶이,석계,6,84082,16231,102639,32044,39065,69766,36616,97621,25082,91997,19170,55501
석계,태릉입구,6,42162,15411,53580,38779,34460,34181,37681,48206,22193,45114,16152,27980
태릉입구,화랑대(서울여대입구),6,68650,8507,69106,20065,25520,22765,23089,39632,10650,38404,7309,22324
화랑대(서울여대입구),봉화산(서울의료원),6,57093,7103,53927,13584,15693,23449,14358,34563,7406,36276,5790,21743
봉화산(서울의료원),신내,6,2903,3473,2724,3288,1930,2098,1892,2431,1000,1872,769,1022
장암,도봉산,7,85076,11291,70874,26803,37599,33946,28032,47199,15546,53685,9214,34108
도봉산,수락산,7,56579,9035,55450,18442,22397,31389,22386,44387,14050,49827,9208,30325
수락산,마들,7,65447,8830,63521,11722,16210,28874,13514,41307,8457,46479,5961,27958
마들,노원,7,102640,33116,114338,79046,89343,118407,92925,165643,66424,148396,67452,81495
노원,중계,7,70190,19020,74692,33315,27224,34236,23444,50706,13475,51888,9935,30585
중계,하계,7,77859,19112,85292,31702,40637,44246,34485,64823,20893,65439,15871,38023
하계,공릉(서울과학기술대),7,41295,13881,49014,33822,32066,29462,30993,44365,17700,43095,14260,25632
공릉(서울과학기술대),태릉입구,7,42162,15411,53580,38779,34460,34181,37681,48206,22193,45114,16152,27980
태릉입구,먹골,7,40827,5641,50947,16046,17844,26709,18891,39297,11537,38957,7976,21652
먹골,중화,7,40886,9020,56127,25397,20039,27742,22158,39617,14101,39754,9326,23291
중화,상봉(시외버스터미널),7,79441,20143,104035,46326,47060,56959,51645,83698,34992,82001,26502,45049
상봉(시외버스터미널),면목,7,62609,9653,84020,35049,27401,41865,25812,58232,19418,56314,13382,32666
면목,사가정,7,54110,12287,72416,29132,28315,40661,28076,60114,20548,55938,14301,32762
사가정,용마산,7,26716,4329,34092,10186,9859,14459,8568,21573,5706,21069,3437,12791
용마산,중곡,7,34914,12016,52945,21479,20836,23564,16922,34089,11854,31853,7461,19034
중곡,군자(능동),7,73275,17182,118997,51883,48664,60091,62645,94791,39578,78164,30601,44874
군자(능동),어린이대공원(세종대),7,19161,15245,35054,66962,62642,26170,50021,35036,27387,26460,23604,16771
어린이대공원(세종대),건대입구,7,75581,47936,136063,123903,148122,171282,154629,261221,117497,197126,121653,110317
건대입구,뚝섬유원지,7,22323,6984,34384,15725,15597,21091,15233,27934,10391,22435,8578,13964
뚝섬유원지,청담,7,13189,62362,20378,168973,65239,27130,118867,29159,69494,20893,39701,13104
청담,강남구청,7,15450,44880,23646,171736,70221,41730,145774,47875,84686,34234,52443,19363
강남구청,학동,7,10095,49306,14375,191770,65356,25412,169171,25606,83119,16802,42566,10393
학동,논현,7,10043,44248,18049,126540,52536,32917,110269,44139,65189,29553,41517,15673
논현,반포,7,10440,13069,15813,25659,18518,12560,21627,14378,14369,10407,10914,6256
반포,고속터미널,7,55003,123672,102204,195125,282261,241680,279365,267298,239973,178084,254159,109275
고속터미널,내방,7,18889,22913,32548,86893,37827,24703,74404,34059,28925,24797,20127,14930
내방,총신대입구(이수),7,51611,19680,75043,47290,41606,64376,50827,93232,30897,67884,28226,37219
총신대입구(이수),남성,7,42186,7000,65893,17972,18163,28283,19244,42811,11283,36609,9696,22126
남성,숭실대입구(살피재),7,43294,12441,63742,41790,40161,34218,34046,53923,22153,44963,18598,27151
숭실대입구(살피재),상도,7,35940,8643,50683,32638,27873,26555,27759,42865,14939,33281,12356,20769
상도,장승배기,7,33603,8988,52515,20745,18131,25905,20048,39454,11305,32673,8852,19419
장승배기,신대방삼거리,7,54902,14338,91772,37846,28869,38115,35152,63307,19102,54031,14952,33312
신대방삼거리,보라매,7,21753,20066,34522,47340,23050,19112,36509,29484,14427,23825,10621,13668
보라매,신풍,7,38945,12310,53732,23385,23386,29649,23326,41699,13513,32612,9467,19922
신풍,대림(구로구청),7,94519,31547,137642,84957,77371,111251,91973,120620,53254,92672,40730,63749
대림(구로구청),남구로,7,33947,25953,41388,108652,35857,44870,84172,41232,39409,28149,22469,18807
남구로,가산디지털단지,7,37404,145588,42185,579522,223977,66915,463115,75073,203851,58090,115389,31001
가산디지털단지,철산,7,96933,16382,111288,34188,40392,65300,43577,104684,26673,96003,22886,51317
철산,광명사거리,7,97362,18178,124714,30372,44246,65909,41052,102964,27948,88074,21137,49764
광명사거리,천왕,7,47648,7056,59182,14212,15076,22113,13812,38174,8326,37350,5506,21111
천왕,온수(성공회대입구),7,76327,26630,90919,43476,40538,40727,32256,68017,16640,63308,12936,37009
온수(성공회대입구),까치울,7,32769,5357,43658,10972,12137,19442,12081,31005,7592,27644,5566,16298
까치울,부천종합운동장,7,21208,5686,25918,12134,9219,9112,12050,14535,5402,13589,3344,8038
부천종합운동장,춘의,7,25827,26765,27931,53836,26186,14701,44061,21232,16909,20688,11772,12932
춘의,신중동,7,50752,14311,50060,46078,30828,32398,45615,50793,21185,51050,22232,25380
신중동,부천시청,7,46350,14603,44615,29050,28035,29009,30194,48721,20384,44573,20390,23977
부천시청,상동,7,46291,12508,43256,31334,31234,35813,36004,53450,23217,47418,20152,26168
상동,삼산체육관,7,27274,3129,26748,7759,8666,12644,7387,20053,4101,18407,3250,11054
삼산체육관,굴포천,7,40564,5599,42549,12223,15231,25634,16560,41093,9235,42275,7333,24261
굴포천,부평구청,7,70984,12387,58979,13814,21423,21884,18501,37279,10754,42204,7835,26129
부평구청,산곡,7,0,0,0,0,0,0,0,0,0,0,0,0
산곡,석남,7,0,0,0,0,0,0,0,0,0,0,0,0
암사,천호(풍납토성),8,81574,40079,113027,72621,88155,108245,103433,153487,70073,122215,62458,66818
천호(풍납토성),강동구청,8,33384,14288,46977,35104,21399,25276,29946,37782,12238,30699,8748,18505
강동구청,몽촌토성(평화의문),8,9280,8874,15098,28492,16916,11445,24147,14721,10677,11107,8290,7023
몽촌토성(평화의문),잠실(송파구청),8,135404,121997,209726,286730,270603,230713,359680,310428,247670,218659,227566,128065
잠실(송파구청),석촌,8,40266,12368,56086,32773,31640,36208,36508,55700,21556,44434,17686,26629
석촌,송파,8,35372,14219,45157,21452,17676,22710,19756,32882,10004,28474,7172,17214
송파,가락시장,8,34196,23408,44302,72953,42090,44710,62834,60083,30110,44795,25164,27121
가락시장,문정,8,25577,34152,36249,166687,57389,26890,129937,35625,46896,29343,29860,17434
문정,장지,8,55035,19977,68064,54076,42799,40061,60494,59181,33209,46513,25129,26966
장지,복정,8,36211,12713,48448,24350,29706,23310,31979,35058,17779,30837,12072,19602
복정,산성,8,20886,4601,27939,11718,14638,13248,9587,19749,4764,17234,3282,12217
산성,남한산성입구(성남법원.검찰청),8,54727,12065,74686,35295,30888,28875,29283,46643,13958,41047,9404,25369
남한산성입구(성남법원.검찰청),단대오거리,8,39100,11583,49967,23122,22255,25142,25261,39070,12763,33464,8361,22166
단대오거리,신흥,8,13524,3367,17997,6123,9939,14007,9144,18927,5802,16221,5037,10360
신흥,수진,8,16089,4547,23361,14118,12496,11668,9988,17254,5936,14650,4820,8849
수진,모란,8,71210,27908,96335,48442,57258,63115,59347,86071,35512,71453,24819,47553
개화,김포공항,9,24612,60086,38688,68778,75139,68535,100514,71048,68584,47265,59923,20658
김포공항,공항시장,9,9119,1887,10588,4061,5048,7950,4879,10865,3070,11000,2768,6765
공항시장,신방화,9,29255,5589,30918,11856,10647,16297,10857,25086,6289,24301,5049,14846
신방화,마곡나루,9,37794,26323,44419,75980,63939,28152,68278,44382,30654,40075,22915,23612
마곡나루,양천향교,9,28267,10656,30964,34904,20702,17808,29295,25825,12039,26893,7944,16514
양천향교,가양,9,78397,26068,89415,44265,43272,46047,47357,71122,24221,68574,16987,42682
가양,중미,9,0,0,0,0,0,0,0,0,0,0,0,0
중미,등촌,9,37632,7534,45933,18667,19346,26375,19603,38983,9630,37501,7463,19839
등촌,염창,9,79941,8611,95150,23551,24703,42390,28543,69910,15048,67020,11325,42289
염창,신목동,9,19049,3152,20094,5634,7711,8482,6338,14325,3249,12095,2501,8090
신목동,선유도,9,18449,10271,21390,36485,19039,11986,34446,18758,12741,15695,7596,9382
선유도,당산,9,102779,46790,136243,139854,88257,95059,125802,147431,66759,117822,46756,76178
당산,국회의사당,9,4110,43062,7300,146865,73144,20220,124040,19683,46887,10206,30516,5900
국회의사당,여의도,9,19502,245210,29285,403193,232799,61037,336414,71629,132695,43176,95048,22928
여의도,샛강,9,4495,12759,6159,26118,18342,10179,28330,14024,10966,9764,9694,4858
샛강,노량진,9,84786,66921,133498,109178,86488,105084,107404,165007,63844,114145,63827,67267
노량진,노들,9,17905,3029,21431,4614,7562,10399,7576,15766,4172,13423,3218,8666
노들,흑석(중앙대입구),9,17741,12314,25105,33233,32585,23256,28068,34075,16384,26056,14140,16463
흑석(중앙대입구),동작(현충원),9,10575,5542,15597,10569,11934,9036,11386,12087,5632,8823,4327,6542
동작(현충원),구반포,9,4618,3409,6756,6791,8085,7939,9873,9866,5977,7729,4471,4493
구반포,신반포,9,5787,7039,9195,9187,8926,6883,9414,8447,5517,7049,3887,4123
신반포,고속터미널,9,55003,123672,102204,195125,282261,241680,279365,267298,239973,178084,254159,109275
고속터미널,사평,9,10329,4575,12523,7020,7897,8354,8313,11619,4636,8713,2928,5660
사평,신논현,9,33711,45619,49287,107410,90322,78486,124925,119775,87927,89439,69897,42327
신논현,언주,9,6369,15052,9785,47226,32331,14079,50914,17045,25944,13326,15773,8506
언주,선정릉,9,14833,26560,20304,105943,47433,26144,97808,31127,55625,22505,29694,13600
선정릉,삼성중앙,9,5523,9555,6942,37411,19128,9923,37178,13080,18436,9659,10393,5884
삼성중앙,봉은사,9,10106,35428,11116,100592,71221,29311,105216,31868,56880,21059,40533,10742
봉은사,종합운동장,9,29787,33311,44980,45635,36259,31829,35611,47458,23576,35257,20551,21398
종합운동장,삼전,9,16261,3087,26295,8056,10419,14489,12317,21949,6827,20170,5307,12464
삼전,석촌고분,9,13957,3850,22520,8964,10115,11930,11525,17650,6106,16955,4444,11069
석촌고분,석촌,9,40266,12368,56086,32773,31640,36208,36508,55700,21556,44434,17686,26629
석촌,송파나루,9,9960,2654,13737,7989,8096,11174,11254,17281,6497,13934,5845,6995
송파나루,한성백제,9,5953,1472,8264,5108,7051,4650,7490,6074,3368,5953,2451,3527
한성백제,올림픽공원(한국체대),9,27184,12857,32034,28905,37155,34286,32152,36284,18588,32698,18588,16468
올림픽공원(한국체대),둔촌오륜,9,2684,4663,3638,2316,2646,1923,2286,2981,1075,2377,608,1582
둔촌오륜,중앙보훈병원,9,32409,10436,33457,15824,19461,14435,14978,25507,7628,22656,5716,13073
서울역,공덕,인천국제공항철도,55401,72640,81569,238820,110961,76484,200823,120408,82930,75967,62713,43310
공덕,홍대입구,인천국제공항철도,85636,51369,116477,148346,228228,265376,265552,339747,209807,277794,203200,158665
홍대입구,디지털미디어시티,인천국제공항철도,73806,56107,86085,178346,81264,51060,161875,76486,67503,60831,37590,36102
디지털미디어시티,마곡나루,인천국제공항철도,37794,26323,44419,75980,63939,28152,68278,44382,30654,40075,22915,23612
마곡나루,김포공항,인천국제공항철도,24612,60086,38688,68778,75139,68535,100514,71048,68584,47265,59923,20658
김포공항,계양,인천국제공항철도,62012,4260,51829,6815,12788,22870,10778,40517,6221,43791,4614,27440
계양,검암,인천국제공항철도,44394,8391,33546,15481,11568,16294,16232,28978,6474,32090,5050,20601
검암,청라국제도시,인천국제공항철도,35645,7795,23070,18886,14009,13534,20384,21998,6262,26514,4426,14994
청라국제도시,영종,인천국제공항철도,11290,2338,9150,3545,5411,7497,4160,9108,2479,10096,1955,6947
영종,운서,인천국제공항철도,20196,10277,20451,15643,17037,16219,15279,23716,8307,19449,7809,16362
운서,공항화물청사,인천국제공항철도,1972,14756,2673,27019,9694,1514,20649,1123,5082,2839,3548,3244
공항화물청사,인천공항1터미널,인천국제공항철도,19014,36362,21537,42183,38741,28477,39521,25524,23427,24093,23938,20232
인천공항1터미널,인천공항2터미널,인천국제공항철도,6481,15138,7549,13940,19693,11266,21314,6681,9989,3882,9651,2423
임진강,문산,경의·중앙선,19833,7722,21170,16036,15498,13160,13271,17568,6050,16111,4833,12575
문산,파주,경의·중앙선,3230,2392,4096,9184,8592,1683,5590,1960,1816,1987,1408,1742
파주,월롱,경의·중앙선,2291,10018,2902,15842,10680,2793,15229,3067,5153,3102,4036,2653
월롱,금촌,경의·중앙선,22819,11419,24514,18165,15427,17246,18196,20682,9382,20850,7120,12219
금촌,금릉,경의·중앙선,19152,5420,15621,10054,10150,13416,10275,15850,5264,16159,4493,8740
금릉,운정,경의·중앙선,32282,5758,28919,9016,10809,16903,9945,22363,4578,22199,3843,12767
운정,야당,경의·중앙선,24703,4485,23015,8395,10176,16374,8622,19647,5738,21456,4942,11741
야당,탄현,경의·중앙선,45235,6995,31412,10945,11709,20702,13302,28446,6747,33921,5405,17668
탄현,일산,경의·중앙선,54187,7450,39240,18896,14780,22829,13425,34445,6964,36784,5467,21184
일산,풍산,경의·중앙선,25733,4121,22025,8052,9417,12861,8928,19190,5154,17734,3925,12221
풍산,백마,경의·중앙선,39049,7041,31096,13333,11899,14325,13082,26283,5856,25511,4117,15250
백마,곡산,경의·중앙선,1961,1534,1726,3106,1723,929,1866,1763,703,1295,530,775
곡산,대곡,경의·중앙선,7535,1764,7421,3645,4252,3005,5346,4373,2455,4104,1505,2213
대곡,능곡,경의·중앙선,18038,2773,18089,6512,6462,9302,6258,12923,3592,11147,2767,7181
능곡,행신,경의·중앙선,43129,5306,39409,10849,13995,20562,12140,34806,7255,34554,6800,15948
행신,강매,경의·중앙선,19845,1280,18093,3464,3503,7096,3956,10137,1606,11577,1076,6642
강매,화전,경의·중앙선,3866,2330,6666,10105,10628,3436,9978,4324,5258,4359,3607,3188
화전,수색,경의·중앙선,2449,4755,3341,17114,8123,3524,15226,3156,6237,2259,3389,1548
수색,디지털미디어시티,경의·중앙선,73806,56107,86085,178346,81264,51060,161875,76486,67503,60831,37590,36102
디지털미디어시티,가좌,경의·중앙선,20946,3896,26690,9243,10360,13535,10465,16492,5798,16620,4615,8853
가좌,홍대입구,경의·중앙선,85636,51369,116477,148346,228228,265376,265552,339747,209807,277794,203200,158665
홍대입구,서강대,경의·중앙선,3210,3657,4149,9613,6684,4578,7599,5228,4615,4378,4087,2477
서강대,공덕,경의·중앙선,55401,72640,81569,238820,110961,76484,200823,120408,82930,75967,62713,43310
공덕,효창공원앞,경의·중앙선,21388,11914,36720,42939,25240,19940,39682,27830,19235,21089,11505,13899
효창공원앞,용산,경의·중앙선,24471,86064,36305,168418,129870,83390,174501,103145,108857,65361,110046,44726
용산,이촌(국립중앙박물관),경의·중앙선,24138,19546,34371,39016,40481,28629,39664,36601,19232,27967,14088,16893
이촌(국립중앙박물관),서빙고,경의·중앙선,3312,4443,4374,8476,6539,4151,7594,4905,3032,4005,2566,2212
서빙고,한남,경의·중앙선,5595,9848,7276,16202,14971,8843,17314,10263,9188,7276,6903,4346
한남,옥수,경의·중앙선,26694,8158,40337,18497,20528,27327,20707,38252,13586,30161,10104,21060
옥수,응봉,경의·중앙선,7718,1840,9189,2743,3195,4644,3076,5817,1843,5342,1268,3245
응봉,왕십리(성동구청),경의·중앙선,65105,32288,117976,79724,100191,106771,107383,168906,74912,124515,70866,72697
왕십리(성동구청),청량리(서울시립대입구),경의·중앙선,77193,35350,99329,68548,105255,99547,88478,121108,61512,89333,60934,52920
청량리(서울시립대입구),회기,경의·중앙선,61696,34825,82202,77941,86882,64250,74041,90486,44173,72513,39449,47422
회기,중랑,경의·중앙선,25537,3758,24122,7015,8075,14655,8757,22074,5509,19321,3895,11392
중랑,삼봉,경의·중앙선,0,0,0,0,0,0,0,0,0,0,0,0
삼봉,망우,경의·중앙선,33359,5775,28564,16542,15692,21490,15915,28517,10498,25948,6828,13734
망우,양원,경의·중앙선,6517,10124,4432,6644,4480,3372,3233,3948,1697,3940,1080,2610
양원,구리,경의·중앙선,64543,12153,55116,22179,27040,37224,26090,54688,15176,50400,14283,30373
구리,도농,경의·중앙선,56240,9174,50415,16148,17240,22615,14081,37762,7085,34625,5264,21800
도농,양정,경의·중앙선,2625,2108,2239,3700,3294,1279,3652,1852,1344,1432,606,856
양정,덕소,경의·중앙선,28248,4249,29152,8206,9804,17456,8459,20951,4931,24554,4029,14720
덕소,도심,경의·중앙선,16474,1799,12710,5915,4328,5951,4096,7194,1691,7840,1353,4086
도심,팔당,경의·중앙선,1524,951,1668,2187,3161,1947,2274,1770,1818,1365,1516,695
팔당,운길산,경의·중앙선,1511,753,2295,1381,2978,1099,1427,1140,605,1275,743,760
운길산,양수,경의·중앙선,7334,2297,4914,3240,4968,5099,3442,4699,1706,4302,1562,4193
양수,신원,경의·중앙선,546,216,467,554,571,358,428,384,133,285,161,259
신원,국수,경의·중앙선,2272,535,2215,2221,1489,1566,930,2038,488,1624,379,1620
국수,아신,경의·중앙선,2408,692,1651,2033,1960,1668,1261,2110,844,1512,533,1323
아신,오빈,경의·중앙선,1103,241,1087,576,874,1038,478,997,222,715,120,548
오빈,양평,경의·중앙선,33676,12151,36490,46713,22998,20783,39036,29401,14199,23806,9913,15849
양평,원덕,경의·중앙선,1290,362,1217,632,634,1286,607,994,258,748,159,667
원덕,용문,경의·중앙선,4173,1927,5342,4466,6824,5029,3845,4397,2008,3175,1217,3890
용문,지평,경의·중앙선,326,223,281,128,0,1,36,84,92,133,18,0
서울역,신촌,경의·중앙선,444,2802,708,9557,4563,2466,4617,2869,2181,1523,2258,1077
신촌,서울역,경의·중앙선,83005,189067,155066,419939,286158,198388,430399,208638,230079,153919,164951,112188
청량리(서울시립대입구),회기,경춘선,61696,34825,82202,77941,86882,64250,74041,90486,44173,72513,39449,47422
회기,중랑,경춘선,25537,3758,24122,7015,8075,14655,8757,22074,5509,19321,3895,11392
중랑,상봉(시외버스터미널),경춘선,79441,20143,104035,46326,47060,56959,51645,83698,34992,82001,26502,45049
상봉(시외버스터미널),망우,경춘선,33359,5775,28564,16542,15692,21490,15915,28517,10498,25948,6828,13734
망우,신내,경춘선,2903,3473,2724,3288,1930,2098,1892,2431,1000,1872,769,1022
신내,갈매,경춘선,16651,2306,11131,5584,4838,5618,5251,7186,2640,10915,1957,5396
갈매,별내,경춘선,10158,3960,9728,7376,7653,7063,6311,7033,3548,8252,2814,4387
별내,퇴계원,경춘선,22063,3560,16100,5332,5255,9673,5958,13271,3460,13497,2192,8010
퇴계원,사릉,경춘선,19563,6182,16768,7440,6168,7856,8011,11580,3099,15689,1968,5958
사릉,금곡,경춘선,5784,2321,6268,4842,3428,3869,4219,4456,1515,4181,917,1982
금곡,평내호평,경춘선,30640,4589,22886,9219,10205,19205,9887,19300,5798,23990,4671,11557
평내호평,천마산,경춘선,8823,1738,6907,1582,2059,4510,2068,5390,831,5374,743,3750
천마산,마석,경춘선,18328,6044,12879,8620,7033,10459,8389,10854,3285,14407,3045,7896
마석,대성리,경춘선,1477,639,1448,1414,1758,1547,1245,1363,576,1471,412,914
대성리,청평,경춘선,4171,2017,6601,4909,5816,5620,5216,4683,1653,4388,1206,2077
청평,상천,경춘선,525,150,877,746,1009,563,468,562,223,508,84,365
상천,가평,경춘선,2788,3128,4359,7349,10845,3891,8228,4388,2941,3488,1976,2190
가평,굴봉산,경춘선,167,133,256,375,413,253,242,195,137,205,83,144
굴봉산,백양리,경춘선,68,234,126,516,547,125,304,120,95,98,79,88
백양리,강촌,경춘선,483,423,542,2516,2602,785,1155,820,595,586,370,437
강촌,김유정,경춘선,505,508,488,821,1563,573,991,487,255,355,147,271
김유정,남춘천,경춘선,4613,2893,5799,5755,8366,8377,6594,5284,4524,9457,3517,4797
남춘천,춘천,경춘선,2159,2006,2880,5929,8739,3382,5650,3097,3457,3935,2618,2003
판교,이매,경강선,21245,10363,24517,22652,20567,17248,18087,21037,10197,18097,7592,11580
이매,삼동,경강선,12026,2068,13879,2440,3382,5368,3146,8426,1300,8443,860,5281
삼동,경기광주,경강선,35833,5153,41454,10714,11345,17905,10457,32822,5045,28943,3387,18766
경기광주,초월,경강선,12277,3720,14374,5569,5806,5885,5656,10694,2466,8750,1535,7450
초월,곤지암,경강선,6680,4713,6867,7654,9682,4985,7654,5911,2912,6245,1692,3619
곤지암,신둔도예촌,경강선,4445,1805,4567,4269,5741,2868,3362,3573,1202,3814,901,2530
신둔도예촌,이천,경강선,7540,5179,8279,8657,6353,7481,7885,8606,4199,8158,3004,6365
이천,부발,경강선,5272,4356,5362,7014,6717,4442,6854,4067,2488,5098,2080,3620
부발,세종대왕릉,경강선,965,478,1157,544,722,681,751,703,219,1058,148,512
세종대왕릉,여주,경강선,6129,2520,5779,4910,7403,4967,4710,5027,3028,7060,2200,4995
청량리(서울시립대입구),왕십리(성동구청),분당선,65105,32288,117976,79724,100191,106771,107383,168906,74912,124515,70866,72697
왕십리(성동구청),서울숲,분당선,15096,11978,25729,37083,32000,17742,40807,24017,20481,19306,12645,10650
서울숲,압구정로데오,분당선,5773,21407,9933,75249,53898,37465,85109,45338,63044,31077,52160,11952
압구정로데오,강남구청,분당선,15450,44880,23646,171736,70221,41730,145774,47875,84686,34234,52443,19363
강남구청,선정릉,분당선,14833,26560,20304,105943,47433,26144,97808,31127,55625,22505,29694,13600
선정릉,선릉,분당선,28452,150398,47639,466185,228896,90255,393772,103491,192989,69195,122039,38153
선릉,한티,분당선,22637,21054,31100,47765,43172,43433,50301,43346,33524,30629,34374,17604
한티,도곡,분당선,19975,27868,30631,54352,40422,24976,50425,28852,25663,24751,16613,14897
도곡,구룡,분당선,2894,8823,5337,6929,4662,3262,5334,3856,2012,3177,1162,1951
구룡,개포동,분당선,9219,6138,11292,9633,9231,8359,8389,11083,5358,9342,3724,6016
개포동,대모산입구,분당선,10371,4055,13422,9701,9507,6742,8695,8208,3801,7044,2620,4968
대모산입구,수서,분당선,67612,62026,97862,108202,84025,78161,110308,103751,52169,81895,48849,55234
수서,복정,분당선,36211,12713,48448,24350,29706,23310,31979,35058,17779,30837,12072,19602
복정,가천대,분당선,18934,8548,28836,41386,36850,20356,22795,27463,20117,24601,13127,17249
가천대,태평,분당선,45440,8851,71307,18433,21734,38072,22665,53494,13071,43523,9969,29244
태평,모란,분당선,71210,27908,96335,48442,57258,63115,59347,86071,35512,71453,24819,47553
모란,야탑,분당선,60147,41037,80691,107154,71727,68740,98756,92670,56219,76220,42221,46102
야탑,이매,분당선,21245,10363,24517,22652,20567,17248,18087,21037,10197,18097,7592,11580
이매,서현,분당선,38107,39568,50251,90046,75027,61406,101045,78179,63141,65320,59527,34461
서현,수내,분당선,19533,15794,27922,57846,37181,27714,53465,35378,29854,27040,29377,16949
수내,정자,분당선,31267,23907,41616,68618,43202,36885,62844,57660,36657,47256,27124,29510
정자,미금,분당선,28614,19419,40606,51746,43568,38682,46789,53706,27202,43555,21853,28787
미금,오리,분당선,34183,14631,39690,37198,30959,20443,39549,31408,17840,27673,13639,18720
오리,죽전,분당선,49568,18605,49033,36040,40078,41972,44727,55236,30231,50345,31927,32685
죽전,보정,분당선,10396,2613,12946,7582,5837,5707,4173,7249,1919,6267,1461,4801
보정,구성,분당선,23771,4773,26060,9493,8640,13608,9330,20499,4218,18367,3168,11401
구성,신갈,분당선,20876,2596,24527,6986,7825,12530,6249,18032,2924,15948,2122,11311
신갈,기흥,분당선,40911,8939,46468,25979,22971,25634,22746,39032,14116,38590,11317,24751
기흥,상갈,분당선,22526,7030,27292,11376,12784,15022,13158,18279,7176,17281,4702,13257
상갈,청명,분당선,20166,5685,20926,10383,9001,10494,10363,14140,4990,14628,3283,9727
청명,영통,분당선,20488,9267,23356,29906,29364,24742,31904,31812,16820,25636,14788,17051
영통,망포,분당선,54259,21184,56531,41757,33011,32092,47079,45330,23650,47283,17170,30491
망포,매탄권선,분당선,19850,4867,21744,10959,11209,12600,9750,17443,5246,15591,3468,10351
매탄권선,수원시청,분당선,26017,14173,27727,44864,31320,33243,38194,44968,22519,42181,22216,25709
수원시청,매교,분당선,7911,5626,10109,11725,7636,6645,5930,8742,2619,5784,1862,3753
매교,수원,분당선,111185,71600,126092,116180,144783,137691,142058,171995,118094,152808,113032,82793
수원,고색,분당선,0,0,0,0,0,0,0,0,0,0,0,0
고색,오목천,분당선,0,0,0,0,0,0,0,0,0,0,0,0
오목천,어천,분당선,0,0,0,0,0,0,0,0,0,0,0,0
어천,야목,분당선,0,0,0,0,0,0,0,0,0,0,0,0
야목,사리,분당선,0,0,0,0,0,0,0,0,0,0,0,0
사리,한대앞,분당선,32062,8303,28950,21272,21454,21578,19862,31867,11082,26936,9065,18528
한대앞,중앙,분당선,53686,16344,47166,38241,39363,46272,39530,68510,26847,60451,25932,38437
중앙,고잔,분당선,32388,12214,23983,28395,23166,17680,23861,24372,10925,21505,8333,14098
