from,to,line,am7,am8,pm5,pm6,pm7,pm8
청구,신금호,5,13346,20357,-6224,-16728,-12756,-7092
신금호,행당,5,31469,43278,-9202,-22581,-19140,-10611
행당,왕십리(성동구청),5,34194,34055,-5649,-56051,-48372,-2944
왕십리(성동구청),마장,5,9070,4406,174,-5251,-5996,-1775
마장,답십리,5,47545,45580,-7672,-20930,-26380,-14633
답십리,장한평,5,30322,1535,4299,7195,-15369,-12568
장한평,군자(능동),5,57273,64362,-10257,-31479,-37356,-14067
군자(능동),아차산(어린이대공원후문),5,34676,40902,-6770,-23231,-26553,-14210
아차산(어린이대공원후문),광나루(장신대),5,28098,15638,2815,-5765,-16045,-7477
광나루(장신대),천호(풍납토성),5,42376,39542,-19668,-49980,-52731,-5269
천호(풍납토성),강동,5,43661,46440,4573,-10124,-23430,-13962
강동,길동,5,19679,14571,-3878,-12710,-18835,-6926
길동,굽은다리(강동구민회관앞),5,35387,30325,-7310,-18847,-25714,-10692
굽은다리(강동구민회관앞),명일,5,36769,25190,-9549,-24357,-30617,-12946
명일,고덕,5,21876,14514,-2028,-14664,-24923,-10352
고덕,상일동,5,71762,46438,6969,-15026,-38923,-20353
강동,둔촌동,5,17019,9111,-4637,-10204,-13110,-6165
둔촌동,올림픽공원(한국체대),5,13983,-353,7460,4545,-6653,2620
올림픽공원(한국체대),방이,5,12229,-4545,-4138,-1922,-10015,-1707
방이,오금,5,26305,9621,-147,-2466,-16033,-9865
오금,개롱,5,23721,8790,-3374,-9724,-16008,-8693
개롱,거여,5,31184,16875,-2356,-9215,-18855,-9482
거여,마천,5,22031,13764,-4924,-7650,-14199,-7863
응암,역촌,6,14842,10076,-5581,-11272,-12658,-6923
역촌,불광,6,57736,40333,-11422,-36438,-44928,-20685
불광,독바위,6,13066,12168,-3643,-8184,-9246,-5797
독바위,연신내,6,128725,148118,-30345,-93034,-104022,-56647
연신내,구산,6,23431,32141,-3151,-10928,-14436,-6420
구산,응암,6,68058,80762,-20376,-50400,-56966,-29967
응암,새절(신사),6,50386,54412,-13112,-34638,-34126,-21683
새절(신사),증산(명지대앞),6,38863,42270,-12053,-25286,-28004,-16793
증산(명지대앞),디지털미디어시티,6,17726,-93467,28626,82555,8896,5900
디지털미디어시티,월드컵경기장(성산),6,2196,-6293,30856,34873,18689,8648
월드컵경기장(성산),마포구청,6,28898,20629,553,2865,-10240,-8395
마포구청,망원,6,22077,11299,-9426,-11332,-14446,-1347
망원,합정,6,9278,-66722,945,5166,-12542,26739
합정,상수,6,3139,-15389,-1147,-3208,-6429,5235
상수,광흥창(서강),6,1893,-14016,4482,9666,-2597,-419
광흥창(서강),대흥(서강대앞),6,508,-20215,6678,5756,-2992,2052
대흥(서강대앞),공덕,6,-18420,-156446,32707,80690,5748,18585
공덕,효창공원앞,6,9623,-7453,4791,10789,-2081,-2436
효창공원앞,삼각지,6,-10456,-34889,16076,28533,4868,5191
삼각지,녹사평(용산구청),6,-3670,-7036,1215,382,-1933,4100
녹사평(용산구청),이태원,6,4833,-13086,-11755,-24154,-29879,-9250
이태원,한강진,6,-15375,-33626,12750,11438,10545,14504
한강진,버티고개,6,3008,3321,-270,-254,-2393,-1597
버티고개,약수,6,12977,-2248,-2332,-6109,-11514,-3555
약수,청구,6,4298,-19001,763,7010,2769,1173
청구,신당,6,4891,-26899,7222,4812,-19204,-4439
신당,동묘앞,6,-5353,-36361,35824,35991,9020,2760
동묘앞,창신,6,10213,11986,-1008,-3564,-4894,-2264
창신,보문,6,12305,13416,471,-3059,-9419,-5003
보문,안암(고대병원앞),6,-8220,-47018,28769,18172,6290,9777
안암(고대병원앞),고려대(종암),6,11136,-4545,9442,1231,-8766,-1538
고려대(종암),월곡(동덕여대),6,38091,20174,-3737,-13324,-21159,-9402
월곡(동덕여대),상월곡(한국과학기술연구원),6,22757,11968,-740,-7950,-11388,-7057
상월곡(한국과학기술연구원),돌곶이,6,27524,21946,-4507,-12615,-15035,-9149
돌곶이,석계,6,70236,68772,-33207,-62017,-67331,-37910
석계,태릉입구,6,27091,15142,388,-12237,-24311,-11944
태릉입구,화랑대(서울여대입구),6,61800,48584,1654,-21069,-27180,-14149
화랑대(서울여대입구),봉화산(서울의료원),6,51525,39920,-6821,-21186,-28923,-16797
봉화산(서울의료원),신내,6,-1015,-484,-469,-597,-923,-344
장암,도봉산,7,75403,41501,5797,-15905,-37335,-24219
도봉산,수락산,7,49043,35708,-8218,-22072,-36391,-23559
수락산,마들,7,58622,51778,-13621,-28555,-37885,-23158
마들,노원,7,67532,31434,-27785,-70948,-81583,-16761
노원,중계,7,53108,39366,-6724,-27697,-39707,-22629
중계,하계,7,59713,52066,-4059,-29639,-44680,-23583
하계,공릉(서울과학기술대),7,28939,15116,-1092,-13255,-25514,-11274
공릉(서울과학기술대),태릉입구,7,27091,15142,388,-12237,-24311,-11944
태릉입구,먹골,7,36925,34922,-9740,-21297,-27556,-15206
먹골,중화,7,33131,31126,-9268,-18380,-25927,-15031
중화,상봉(시외버스터미널),7,62017,55709,-10372,-32449,-45811,-19692
상봉(시외버스터미널),면목,7,54242,48054,-15199,-32625,-36124,-19843
면목,사가정,7,42449,42867,-12011,-32950,-34536,-18727
사가정,용마산,7,23183,23490,-4582,-13568,-15012,-9738
용마산,중곡,7,24441,29706,-2257,-15853,-20265,-11575
중곡,군자(능동),7,57273,64362,-10257,-31479,-37356,-14067
군자(능동),어린이대공원(세종대),7,2894,-34326,33431,20104,2988,8146
어린이대공원(세종대),건대입구,7,28332,12035,-26797,-97052,-74927,11058
건대입구,뚝섬유원지,7,16271,19151,-7750,-10494,-7652,2547
뚝섬유원지,청담,7,-49984,-150033,37534,87061,48560,25847
청담,강남구청,7,-30170,-149604,25864,96819,49752,33139
강남구청,학동,7,-40831,-179270,38769,143283,66573,32345
학동,논현,7,-35346,-110092,19434,68032,36392,26663
논현,반포,7,-2797,-9769,6036,7507,4071,4744
반포,고속터미널,7,-69479,-92745,37606,20190,65503,161601
고속터미널,내방,7,-3890,-55104,10251,40290,4364,6474
내방,총신대입구(이수),7,33649,27808,-23443,-43238,-37282,-10996
총신대입구(이수),남성,7,35771,47609,-10285,-24071,-24479,-12891
남성,숭실대입구(살피재),7,33612,21777,6393,-20999,-23697,-8199
숭실대입구(살피재),상도,7,27262,20524,706,-15587,-19035,-9222
상도,장승배기,7,25593,30905,-8765,-19749,-21499,-11327
장승배기,신대방삼거리,7,41575,52955,-10088,-27697,-36186,-19178
신대방삼거리,보라매,7,1484,-13633,4708,6640,-9358,-2734
보라매,신풍,7,27395,30073,-5058,-18364,-19417,-10586
신풍,대림(구로구청),7,65688,51105,-35600,-29073,-38287,-22901
대림(구로구청),남구로,7,7344,-68164,-8635,42851,10878,2725
남구로,가산디지털단지,7,-111176,-541908,151246,392301,147683,83920
가산디지털단지,철산,7,83601,75942,-23557,-61033,-71280,-28787
철산,광명사거리,7,82895,94997,-22956,-63990,-60933,-29866
광명사거리,천왕,7,40896,43232,-6842,-23622,-28833,-16395
천왕,온수(성공회대입구),7,50719,46534,-907,-36461,-46661,-24469
온수(성공회대입구),까치울,7,29189,32725,-6651,-17973,-19691,-12005
까치울,부천종합운동장,7,16047,13958,78,-2743,-8544,-5061
부천종합운동장,춘의,7,-1469,-26927,12194,23664,-3469,-1452
춘의,신중동,7,37238,3586,-2012,-4470,-29437,-3934
신중동,부천시청,7,30981,15758,-1260,-16676,-25252,-3599
부천시청,상동,7,33848,11858,-5070,-15729,-25559,-6318
상동,삼산체육관,7,25394,18966,-3417,-12275,-13030,-8339
삼산체육관,굴포천,7,36448,30098,-10240,-25287,-31774,-17931
굴포천,부평구청,7,60159,45203,-66,-20400,-30739,-18341
부평구청,산곡,7,0,0,0,0,0,0
산곡,석남,7,0,0,0,0,0,0
암사,천호(풍납토성),8,42376,39542,-19668,-49980,-52731,-5269
천호(풍납토성),강동구청,8,20689,11608,-5018,-7573,-18572,-10477
강동구청,몽촌토성(평화의문),8,-7,-16118,7213,10904,696,1134
몽촌토성(평화의문),잠실(송파구청),8,4448,-93473,37443,55903,40954,112480
잠실(송파구청),석촌,8,27726,22036,-5446,-18561,-23873,-8895
석촌,송파,8,22428,22743,-4957,-12486,-18636,-10436
송파,가락시장,8,11557,-29400,-1187,7833,-15273,-3583
가락시장,문정,8,-11601,-129456,28652,93372,16927,11966
문정,장지,8,36165,11013,2100,1337,-13874,-1883
장지,복정,8,24491,24641,6299,-4199,-12209,-7709
복정,산성,8,17173,15701,1284,-9460,-12651,-9191
산성,남한산성입구(성남법원.검찰청),8,44946,40382,217,-16901,-27768,-16839
남한산성입구(성남법원.검찰청),단대오거리,8,29473,27369,-3423,-14123,-21319,-13921
단대오거리,신흥,8,10575,12391,-4472,-10275,-10831,-5890
신흥,수진,8,11826,9809,1137,-7504,-8992,-3988
수진,모란,8,43104,43791,2293,-23437,-34932,-22625
개화,김포공항,9,-35956,-30477,9115,29967,24442,38669
김포공항,공항시장,9,7171,6360,-2916,-5729,-8060,-4284
공항시장,신방화,9,24896,19583,-6027,-14008,-17692,-10411
신방화,마곡나루,9,12791,-30313,32977,23878,-10430,-2356
마곡나루,양천향교,9,18998,-2317,3596,3158,-14738,-9861
양천향교,가양,9,53776,43711,-2261,-23874,-44138,-26469
가양,중미,9,0,0,0,0,0,0
중미,등촌,9,31079,25435,-5899,-19972,-27576,-12940
등촌,염창,9,73254,68165,-15968,-41593,-53183,-31823
염창,신목동,9,17105,13917,-1109,-6968,-8799,-5647
신목동,선유도,9,8876,-15460,6614,14977,-2682,-1427
선유도,당산,9,58645,-3587,-5201,-21827,-50348,-29907
당산,국회의사당,9,-40532,-139215,39468,99507,37229,30479
국회의사당,여의도,9,-225062,-371923,158115,249809,88570,80569
여의도,샛강,9,-7428,-20505,6464,12866,1227,6321
샛강,노량진,9,5044,12106,-19043,-46050,-47534,-1437
노량진,노들,9,15308,16223,-3295,-9764,-10017,-1886
노들,흑석(중앙대입구),9,6863,-4048,7605,-5784,-9777,-2669
흑석(중앙대입구),동작(현충원),9,5173,2905,1738,-1115,-4038,-161
동작(현충원),구반포,9,1596,-71,120,145,-1885,-318
구반포,신반포,9,-1369,-170,1027,112,-2246,410
신반포,고속터미널,9,-69479,-92745,37606,20190,65503,161601
고속터미널,사평,9,5522,5180,-15,-3027,-4202,-2755
사평,신논현,9,-13165,-58682,12858,10836,606,26253
신논현,언주,9,-7836,-36259,17932,33621,11529,6904
언주,선정릉,9,-12856,-85759,19576,64743,32551,16126
선정릉,삼성중앙,9,-3293,-30586,7695,23762,8375,4228
삼성중앙,봉은사,9,-25055,-91845,39192,68082,33268,27496
봉은사,종합운동장,9,-9897,-15925,-15852,-30548,-11905,13303
종합운동장,삼전,9,13793,18197,-3851,-9569,-13195,-7376
삼전,석촌고분,9,10351,13115,-2459,-6391,-10482,-6744
