from,to,line,am7,am8,pm5,pm6,pm7,pm8
종합운동장,삼성(무역센터),2,-111755,-333988,141905,254774,157838,128128
삼성(무역센터),선릉,2,-121946,-418546,138641,290281,123794,83886
선릉,역삼,2,-108355,-331398,127377,228184,100721,63628
역삼,강남,2,-105620,-280362,77139,103791,42753,115986
강남,교대(법원.검찰청),2,-36653,-157976,52362,108453,35789,59226
교대(법원.검찰청),서초,2,-33973,-102378,46670,81598,31503,25835
서초,방배,2,-3159,-46556,20312,36528,-246,5146
방배,사당,2,72188,90392,-61828,-132454,-103590,-15073
사당,낙성대,2,67647,96817,-9208,-37220,-62830,-35594
낙성대,서울대입구(관악구청),2,106245,132448,-14245,-68676,-101955,-46464
서울대입구(관악구청),봉천,2,76972,108126,-20637,-49580,-59740,-32666
봉천,신림,2,195146,288893,-59544,-155873,-193938,-101893
신림,신대방,2,80475,108612,-28546,-48307,-66612,-41162
신대방,구로디지털단지,2,82871,-58280,3614,65622,-33900,-20721
구로디지털단지,대림(구로구청),2,62972,52685,-33880,-28647,-39418,-23019
대림(구로구청),신도림,2,113507,28639,-9528,-37412,-70631,-10104
신도림,문래,2,13850,-71847,20421,49518,-3206,2649
문래,영등포구청,2,16190,-83234,17948,54404,-5400,4503
영등포구청,당산,2,55989,-3611,-6802,-21629,-51063,-29422
당산,합정,2,10157,-63395,-3917,4256,-18448,23373
합정,홍대입구,2,34267,-31869,-37148,-74195,-67987,44535
홍대입구,신촌(지하),2,870,-40446,16450,-25057,-24675,33912
신촌(지하),이대,2,-1674,-19526,33978,12143,4142,14389
이대,아현,2,14903,15914,1252,-9155,-14079,-8595
아현,충정로(경기대입구),2,-1172,-75870,16184,55980,4415,3348
충정로(경기대입구),시청,2,-113893,-419115,125966,305567,110548,92853
성수,용답,2,6801,9775,-1296,-6410,-5366,-3306
용답,신답,2,6093,9552,-2183,-7393,-6283,-3023
신답,용두(동대문구청),2,3026,2016,640,-1829,-3206,-1167
용두(동대문구청),신설동,2,-13182,-65484,30527,57912,8954,4849
신도림,도림천,2,-2495,-2752,1014,692,-573,-665
도림천,양천구청,2,29504,25602,-9064,-21382,-24346,-13546
양천구청,신정네거리,2,41834,32708,-10854,-29925,-29201,-16324
신정네거리,까치산,2,129490,153639,-38333,-89625,-93010,-54081
대화,주엽,3,20163,12528,-4849,-11345,-20884,-10463
주엽,정발산,3,3336,-9700,6114,5882,-5644,4444
정발산,마두,3,10751,-4821,2789,1039,-8709,-4980
마두,백석,3,12463,-2124,818,-120,-12994,-3820
백석,대곡,3,5771,3776,1247,973,-1649,-708
대곡,화정,3,51704,31070,-17217,-36389,-42863,-22233
화정,원당,3,41990,40450,-11353,-22596,-29859,-19630
원당,원흥,3,34422,34266,-4987,-14643,-25967,-13894
원흥,삼송,3,63542,49690,-5315,-28472,-39743,-22138
삼송,지축,3,3156,4296,362,-2985,-3423,-2687
지축,구파발,3,71966,67803,-3684,-35977,-45695,-22311
구파발,연신내,3,123215,148971,-32395,-91990,-102588,-54031
연신내,불광,3,54872,42338,-11778,-35372,-42930,-17982
불광,녹번,3,56631,57630,-8235,-27876,-37562,-21907
녹번,홍제,3,54712,53432,-9139,-30428,-39360,-21694
홍제,무악재,3,13593,13300,-4347,-8344,-11086,-6880
무악재,독립문,3,1172,1098,1787,-2745,-8166,-4206
독립문,경복궁(정부서울청사),3,-28961,-114461,67396,85921,24627,26122
경복궁(정부서울청사),안국,3,-99460,-117909,96224,104526,42590,38910
안국,종로3가,3,-43743,-158526,77266,127944,94609,89041
종로3가,을지로3가,3,-83519,-229153,65655,152978,63023,50103
을지로3가,충무로,3,-41717,-191760,58326,120594,59478,49576
충무로,동대입구,3,-16485,-67988,27539,28904,18491,31325
동대입구,약수,3,12183,-3574,-797,-4981,-10402,-2171
약수,금호,3,24730,33944,-9564,-19217,-16987,-11436
금호,옥수,3,18536,21840,-6799,-17545,-16575,-10956
옥수,압구정,3,-32573,-126118,29392,75622,62964,62007
압구정,신사,3,-31051,-96472,27055,56632,49860,48525
신사,잠원,3,9837,17329,-1734,-7672,-8830,-5711
잠원,고속터미널,3,-68669,-92921,40581,12067,61889,144884
고속터미널,교대(법원.검찰청),3,-36653,-157976,52362,108453,35789,59226
교대(법원.검찰청),남부터미널(예술의전당),3,-29791,-126008,31617,73992,16523,27507
남부터미널(예술의전당),양재(서초구청),3,-68707,-219084,58577,132417,45546,41200
양재(서초구청),매봉,3,-3348,-50586,15043,42096,7273,5766
매봉,도곡,3,-7893,-23721,15446,21573,912,1716
도곡,대치,3,15866,5413,-4101,-2071,-4383,3
대치,학여울,3,423,-4585,7548,6357,-443,-178
학여울,대청,3,12689,10113,5045,1965,-13196,-7931
대청,일원,3,-3524,-1592,16731,-3488,-9073,-3488
일원,수서,3,5586,-10340,5864,6557,-29726,-6385
수서,가락시장,3,10788,-28651,-2620,2751,-14685,-1957
가락시장,경찰병원,3,17236,-2320,408,-221,-11131,-6124
경찰병원,오금,3,24515,9669,-697,-563,-15230,-9052
당고개,상계,4,84541,74331,-19203,-41826,-49838,-29481
상계,노원,4,69524,35292,-29064,-72718,-81972,-14043
노원,창동,4,89978,54929,-20829,-50120,-70185,-40599
창동,쌍문,4,127898,125713,-29202,-69849,-87073,-53303
쌍문,수유(강북구청),4,108881,92109,-25495,-62883,-88185,-48964
수유(강북구청),미아(서울사이버대학),4,38923,22901,-4573,-17461,-27382,-14480
미아(서울사이버대학),미아사거리,4,84300,86811,-23111,-61859,-61721,-21195
미아사거리,길음,4,77059,63539,-5677,-32894,-43476,-24133
길음,성신여대입구(돈암),4,33508,16873,-792,-21881,-30705,-6561
성신여대입구(돈암),한성대입구(삼선교),4,14757,5248,3389,-4064,-13181,-2394
한성대입구(삼선교),혜화,4,-34914,-116486,36950,38339,7624,60478
혜화,동대문,4,-28591,-81023,76365,68093,6163,6970
동대문,동대문역사문화공원,4,-45292,-156011,63584,103459,10242,18567
동대문역사문화공원,충무로,4,-41717,-191760,58326,120594,59478,49576
충무로,명동,4,-46517,-129061,14252,68382,42139,55505
명동,회현(남대문시장),4,-47161,-163569,102944,115694,49642,57417
회현(남대문시장),서울역,4,-106062,-264873,87770,221761,76160,52763
서울역,숙대입구(갈월),4,-7253,-37650,12956,23418,3848,8616
숙대입구(갈월),삼각지,4,-9584,-36555,12316,27220,3786,6035
삼각지,신용산,4,-20389,-87797,25754,63485,22373,19221
신용산,이촌(국립중앙박물관),4,4592,-4645,11852,3063,-8735,-2805
이촌(국립중앙박물관),동작(현충원),4,5033,5028,2898,-701,-3191,-2215
동작(현충원),총신대입구(이수),4,31931,27753,-22770,-42405,-36987,-8993
총신대입구(이수),사당,4,72188,90392,-61828,-132454,-103590,-15073
사당,남태령,4,-1268,-1980,2871,2627,-419,-317
남태령,선바위,4,-218,2161,12934,17290,1277,-1274
선바위,경마공원,4,-4116,-14604,41609,74559,8332,1237
경마공원,대공원,4,-3298,-14151,18678,12939,4710,3898
대공원,과천,4,16001,12096,4397,-6118,-10333,-6211
과천,정부과천청사,4,-5181,-55374,18396,32714,-4205,2904
정부과천청사,인덕원,4,57475,-24047,-780,1647,-43504,-16523
인덕원,평촌,4,36884,-25768,6638,11010,-22784,-6722
평촌,범계,4,77269,26015,-14889,-34333,-49909,-3461
범계,금정,4,49864,7479,-7077,-15254,-45323,-21564
금정,산본,4,49038,28556,-13440,-32575,-40233,-18839
산본,수리산,4,17824,14239,-2460,-6224,-8742,-5161
수리산,대야미,4,13170,13035,-886,-3848,-7429,-4491
대야미,반월,4,13313,10564,-973,-6483,-7596,-6347
반월,상록수,4,68769,55270,-8757,-42784,-52452,-30106
상록수,한대앞,4,23759,7678,-124,-12005,-15854,-9463
한대앞,중앙,4,37342,8925,-6909,-28980,-33604,-12505
중앙,고잔,4,20174,-4412,5486,-511,-10580,-5765
고잔,초지,4,8941,-318,3431,-527,-7684,-4765
초지,안산,4,-14005,-7661,19193,17963,-2250,1547
안산,신길온천,4,4390,4634,-135,-1756,-2994,-2258
신길온천,정왕,4,-5854,-14828,15617,11702,-412,-1178
정왕,오이도,4,27891,18811,-1456,-11975,-15558,-11449
방화,개화산,5,16223,2884,1988,463,-8809,-5501
개화산,김포공항,5,-35474,-30090,6604,29466,21319,39265
김포공항,송정,5,16118,10932,-305,-3761,-10372,-6080
송정,마곡,5,15060,-4253,8686,5815,-6442,-2246
마곡,발산,5,-135,-67651,29271,29069,-1058,11774
발산,우장산,5,42034,41182,-9633,-34719,-38772,-20393
우장산,화곡,5,110739,137056,-29625,-80866,-83889,-46523
화곡,까치산,5,129490,153639,-38333,-89625,-93010,-54081
까치산,신정(은행정),5,58906,75677,-10345,-26184,-28722,-18070
신정(은행정),목동,5,52806,56802,-18675,-52260,-52043,-23382
목동,오목교(목동운동장앞),5,29271,-13085,-8470,-11912,-21459,11486
오목교(목동운동장앞),양평,5,21525,-10223,2215,9635,-9607,-5936
양평,영등포구청,5,16190,-83234,17948,54404,-5400,4503
영등포구청,영등포시장,5,6176,-10507,12072,10176,-679,2761
영등포시장,신길,5,14933,5185,192,8399,-10162,-7316
신길,여의도,5,-225708,-373908,171762,264785,89519,72120
여의도,여의나루,5,-25154,-56425,27327,37314,10637,8999
여의나루,마포,5,5044,-35256,4706,14041,-5776,3583
마포,공덕,5,-17239,-157251,34477,80415,6963,19403
공덕,애오개,5,10411,-2065,75,1662,-7131,-3480
애오개,충정로(경기대입구),5,-1172,-75870,16184,55980,4415,3348
충정로(경기대입구),서대문,5,-34271,-139118,39971,91084,18289,15690
서대문,광화문(세종문화회관),5,-70918,-295047,76613,179075,64242,63819
광화문(세종문화회관),종로3가,5,-43743,-158526,77266,127944,94609,89041
종로3가,을지로4가,5,-38761,-119648,51655,91877,41198,20971
을지로4가,동대문역사문화공원,5,-45292,-156011,63584,103459,10242,18567
동대문역사문화공원,청구,5,4695,-16553,1348,7048,2350,997
청구,신금호,5,12926,20146,-5263,-16389,-12480,-6731
신금호,행당,5,29602,44406,-8800,-22928,-18012,-10151
행당,왕십리(성동구청),5,32817,38252,-6580,-61523,-49603,-1831
왕십리(성동구청),마장,5,9089,4934,36,-5161,-5845,-1760
마장,답십리,5,45767,45726,-6475,-21559,-25159,-13752
답십리,장한평,5,29604,3746,4119,5174,-13605,-11958
장한평,군자(능동),5,56093,67114,-11427,-32146,-38586,-14273
군자(능동),아차산(어린이대공원후문),5,34577,40149,-7750,-25984,-26966,-14491
아차산(어린이대공원후문),광나루(장신대),5,26007,18059,-522,-8539,-16814,-6800
광나루(장신대),천호(풍납토성),5,41495,40406,-20090,-50054,-52142,-4360
천호(풍납토성),강동,5,42326,47824,5799,-8677,-22524,-13320
강동,길동,5,18958,14758,-4693,-12928,-18174,-6672
길동,굽은다리(강동구민회관앞),5,34668,31158,-8012,-17969,-25964,-10550
굽은다리(강동구민회관앞),명일,5,35104,26756,-9649,-24492,-29569,-13158
명일,고덕,5,21387,15948,-812,-16186,-23712,-10371
고덕,상일동,5,74840,54044,5918,-19905,-41384,-22118
강동,둔촌동,5,16870,9538,-5173,-12991,-14655,-6417
둔촌동,올림픽공원(한국체대),5,14327,3129,2869,-4132,-14110,2120
올림픽공원(한국체대),방이,5,11556,-4027,-4777,-1893,-9140,-1399
방이,오금,5,24515,9669,-697,-563,-15230,-9052
오금,개롱,5,20811,9766,-3897,-8846,-15788,-7591
개롱,거여,5,31354,17095,-2268,-9307,-17951,-8961
거여,마천,5,22014,13913,-3837,-8442,-13577,-7589
응암,역촌,6,14199,10204,-4801,-10857,-12296,-6087
역촌,불광,6,54872,42338,-11778,-35372,-42930,-17982
불광,독바위,6,12760,12844,-3446,-8353,-9115,-5783
독바위,연신내,6,123215,148971,-32395,-91990,-102588,-54031
연신내,구산,6,22712,32160,-2389,-10402,-14491,-6636
구산,응암,6,65312,80985,-19535,-50070,-55474,-28331
응암,새절(신사),6,48739,55462,-11731,-32834,-34139,-20792
새절(신사),증산(명지대앞),6,37371,42832,-10841,-24283,-28346,-15437
증산(명지대앞),디지털미디어시티,6,17699,-92261,30204,85389,6672,1488
디지털미디어시티,월드컵경기장(성산),6,3037,-876,16601,8085,-1318,250
월드컵경기장(성산),마포구청,6,27885,21311,904,-65,-13597,-9340
마포구청,망원,6,20896,11326,-9500,-12341,-16344,-2010
망원,합정,6,10157,-63395,-3917,4256,-18448,23373
합정,상수,6,3670,-12627,-2333,-5134,-7376,4960
상수,광흥창(서강),6,1801,-14017,5048,9282,-2417,-836
광흥창(서강),대흥(서강대앞),6,476,-20615,8212,6612,-2639,1619
대흥(서강대앞),공덕,6,-17239,-157251,34477,80415,6963,19403
공덕,효창공원앞,6,9474,-6219,5300,11852,-1854,-2394
효창공원앞,삼각지,6,-9584,-36555,12316,27220,3786,6035
삼각지,녹사평(용산구청),6,-3039,-6527,1208,-513,-2001,2963
녹사평(용산구청),이태원,6,4093,-12717,-8993,-18087,-19659,-5465
이태원,한강진,6,-15187,-33508,6556,4785,5986,15535
한강진,버티고개,6,2773,3555,-79,-443,-2442,-1355
버티고개,약수,6,12183,-3574,-797,-4981,-10402,-2171
약수,청구,6,4695,-16553,1348,7048,2350,997
청구,신당,6,5182,-21673,6499,1302,-19802,-4321
신당,동묘앞,6,-4372,-34449,34147,27134,6137,2221
동묘앞,창신,6,10216,12685,-1042,-4004,-4699,-1728
창신,보문,6,11696,14597,268,-4005,-9822,-5654
보문,안암(고대병원앞),6,-8784,-45249,27892,17926,6098,10069
안암(고대병원앞),고려대(종암),6,10430,-3808,9575,947,-8727,-2010
고려대(종암),월곡(동덕여대),6,36144,23586,-2744,-13136,-21094,-9402
월곡(동덕여대),상월곡(한국과학기술연구원),6,22174,12494,-749,-6995,-11140,-6523
상월곡(한국과학기술연구원),돌곶이,6,27233,24213,-4541,-14020,-15785,-9243
돌곶이,석계,6,67851,70595,-30701,-61005,-66915,-36331
석계,태릉입구,6,26751,14801,279,-10525,-22921,-11828
태릉입구,화랑대(서울여대입구),6,60143,49041,2755,-16543,-27754,-15015
화랑대(서울여대입구),봉화산(서울의료원),6,49990,40343,-7756,-20205,-28870,-15953
봉화산(서울의료원),신내,6,-570,-564,-168,-539,-872,-253
장암,도봉산,7,73785,44071,3653,-19167,-38139,-24894
도봉산,수락산,7,47544,37008,-8992,-22001,-35777,-21117
수락산,마들,7,56617,51799,-12664,-27793,-38022,-21997
마들,노원,7,69524,35292,-29064,-72718,-81972,-14043
노원,중계,7,51170,41377,-7012,-27262,-38413,-20650
중계,하계,7,58747,53590,-3609,-30338,-44546,-22152
하계,공릉(서울과학기술대),7,27414,15192,2604,-13372,-25395,-11372
공릉(서울과학기술대),태릉입구,7,26751,14801,279,-10525,-22921,-11828
태릉입구,먹골,7,35186,34901,-8865,-20406,-27420,-13676
먹골,중화,7,31866,30730,-7703,-17459,-25653,-13965
중화,상봉(시외버스터미널),7,59298,57709,-9899,-32053,-47009,-18547
상봉(시외버스터미널),면목,7,52956,48971,-14464,-32420,-36896,-19284
면목,사가정,7,41823,43284,-12346,-32038,-35390,-18461
사가정,용마산,7,22387,23906,-4600,-13005,-15363,-9354
용마산,중곡,7,22898,31466,-2728,-17167,-19999,-11573
중곡,군자(능동),7,56093,67114,-11427,-32146,-38586,-14273
군자(능동),어린이대공원(세종대),7,3916,-31908,36472,14985,927,6833
어린이대공원(세종대),건대입구,7,27645,12160,-23160,-106592,-79629,11336
건대입구,뚝섬유원지,7,15339,18659,-5494,-12701,-12044,-5386
뚝섬유원지,청담,7,-49173,-148595,38109,89708,48601,26597
청담,강남구청,7,-29430,-148090,28491,97899,50452,33080
강남구청,학동,7,-39211,-177395,39944,143565,66317,32173
학동,논현,7,-34205,-108491,19619,66130,35636,25844
논현,반포,7,-2629,-9846,5958,7249,3962,4658
반포,고속터미널,7,-68669,-92921,40581,12067,61889,144884
고속터미널,내방,7,-4024,-54345,13124,40345,4128,5197
내방,총신대입구(이수),7,31931,27753,-22770,-42405,-36987,-8993
총신대입구(이수),남성,7,35186,47921,-10120,-23567,-25326,-12430
남성,숭실대입구(살피재),7,30853,21952,5943,-19877,-22810,-8553
숭실대입구(살피재),상도,7,27297,18045,1318,-15106,-18342,-8413
상도,장승배기,7,24615,31770,-7774,-19406,-21368,-10567
장승배기,신대방삼거리,7,40564,53926,-9246,-28155,-34929,-18360
신대방삼거리,보라매,7,1687,-12818,3938,7025,-9398,-3047
보라매,신풍,7,26635,30347,-6263,-18373,-19099,-10455
신풍,대림(구로구청),7,62972,52685,-33880,-28647,-39418,-23019
대림(구로구청),남구로,7,7994,-67264,-9013,42940,11260,3662
남구로,가산디지털단지,7,-108184,-537337,157062,388042,145761,84388
가산디지털단지,철산,7,80551,77100,-24908,-61107,-69330,-28431
철산,광명사거리,7,79184,94342,-21663,-61912,-60126,-28627
광명사거리,천왕,7,40592,44970,-7037,-24362,-29024,-15605
천왕,온수(성공회대입구),7,49697,47443,-189,-35761,-46668,-24073
온수(성공회대입구),까치울,7,27412,32686,-7305,-18924,-20052,-10732
까치울,부천종합운동장,7,15522,13784,107,-2485,-8187,-4694
부천종합운동장,춘의,7,-938,-25905,11485,22829,-3779,-1160
춘의,신중동,7,36441,3982,-1570,-5178,-29865,-3148
신중동,부천시청,7,31747,15565,-974,-18527,-24189,-3587
부천시청,상동,7,33783,11922,-4579,-17446,-24201,-6016
상동,삼산체육관,7,24145,18989,-3978,-12666,-14306,-7804
삼산체육관,굴포천,7,34965,30326,-10403,-24533,-33040,-16928
굴포천,부평구청,7,58597,45165,-461,-18778,-31450,-18294
부평구청,산곡,7,0,0,0,0,0,0
산곡,석남,7,0,0,0,0,0,0
암사,천호(풍납토성),8,41495,40406,-20090,-50054,-52142,-4360
천호(풍납토성),강동구청,8,19096,11873,-3877,-7836,-18461,-9757
강동구청,몽촌토성(평화의문),8,406,-13394,5471,9426,-430,1267
몽촌토성(평화의문),잠실(송파구청),8,13407,-77004,39890,49252,29011,99501
잠실(송파구청),석촌,8,27898,23313,-4568,-19192,-22878,-8943
석촌,송파,8,21153,23705,-5034,-13126,-18470,-10042
송파,가락시장,8,10788,-28651,-2620,2751,-14685,-1957
가락시장,문정,8,-8575,-130438,30499,94312,17553,12426
문정,장지,8,35058,13988,2738,1313,-13304,-1837
장지,복정,8,23498,24098,6396,-3079,-13058,-7530
복정,산성,8,16285,16221,1390,-10162,-12470,-8935
산성,남한산성입구(성남법원.검찰청),8,42662,39391,2013,-17360,-27089,-15965
남한산성입구(성남법원.검찰청),단대오거리,8,27517,26845,-2887,-13809,-20701,-13805
단대오거리,신흥,8,10157,11874,-4068,-9783,-10419,-5323
신흥,수진,8,11542,9243,828,-7266,-8714,-4029
수진,모란,8,43302,47893,-5857,-26724,-35941,-22734
개화,김포공항,9,-35474,-30090,6604,29466,21319,39265
김포공항,공항시장,9,7232,6527,-2902,-5986,-7930,-3997
공항시장,신방화,9,23666,19062,-5650,-14229,-18012,-9797
신방화,마곡나루,9,11471,-31561,35787,23896,-9421,-697
마곡나루,양천향교,9,17611,-3940,2894,3470,-14854,-8570
양천향교,가양,9,52329,45150,-2775,-23765,-44353,-25695
가양,중미,9,0,0,0,0,0,0
중미,등촌,9,30098,27266,-7029,-19380,-27871,-12376
등촌,염창,9,71330,71599,-17687,-41367,-51972,-30964
염창,신목동,9,15897,14460,-771,-7987,-8846,-5589
신목동,선유도,9,8178,-15095,7053,15688,-2954,-1786
선유도,당산,9,55989,-3611,-6802,-21629,-51063,-29422
당산,국회의사당,9,-38952,-139565,52924,104357,36681,24616
국회의사당,여의도,9,-225708,-373908,171762,264785,89519,72120
여의도,샛강,9,-8264,-19959,8163,14306,1202,4836
샛강,노량진,9,17865,24320,-18596,-57603,-50301,-3440
노량진,노들,9,14876,16817,-2837,-8190,-9251,-5448
노들,흑석(중앙대입구),9,5427,-8128,9329,-6007,-9672,-2323
흑석(중앙대입구),동작(현충원),9,5033,5028,2898,-701,-3191,-2215
동작(현충원),구반포,9,1209,-35,146,7,-1752,-22
구반포,신반포,9,-1252,8,2043,967,-1532,-236
신반포,고속터미널,9,-68669,-92921,40581,12067,61889,144884
고속터미널,사평,9,5754,5503,-457,-3306,-4077,-2732
사평,신논현,9,-11908,-58123,11836,5150,-1512,27570
신논현,언주,9,-8683,-37441,18252,33869,12618,7267
언주,선정릉,9,-11727,-85639,21289,66681,33120,16094
선정릉,삼성중앙,9,-4032,-30469,9205,24098,8777,4509
삼성중앙,봉은사,9,-25322,-89476,41910,73348,35821,29791
봉은사,종합운동장,9,-3524,-655,4430,-11847,-11681,-847
종합운동장,삼전,9,13174,18239,-4070,-9632,-13343,-7157
삼전,석촌고분,9,10107,13556,-1815,-6125,-10849,-6625
