from,to,line,7_in,7_out,8_in,8_out,17_in,17_out,18_in,18_out,19_in,19_out,20_in,20_out
영등포,신도림,1,154348,49433,173333,146159,147346,149296,180067,216046,109256,171779,95223,100143
신도림,구로,1,40735,31381,44107,85342,53026,45578,74533,51227,32948,37323,22267,24498
구로,구일,1,29469,8443,27580,18290,15774,21110,15907,30579,9554,24087,9406,14765
구일,개봉,1,97906,17281,97565,27825,41322,70004,39445,96431,23111,79851,18195,53296
개봉,오류동,1,54928,7517,54086,13424,21528,29354,19681,44779,11429,43504,9846,26981
오류동,온수(성공회대입구),1,72940,24242,87801,38810,35354,39776,30633,65122,15858,59690,12651,36470
온수(성공회대입구),역곡,1,133126,14761,135300,34822,53046,78786,46207,120535,30410,110406,24783,68143
역곡,소사,1,39239,9102,38326,18583,20843,26838,18579,32176,10923,30683,8411,20224
소사,부천,1,115889,21956,123281,56250,79887,105469,77162,146347,56148,131480,47166,75594
부천,중동,1,45609,6415,37790,16156,16382,23945,16105,32755,8934,30911,7207,19310
중동,송내,1,125236,34722,108672,92591,61011,70107,89799,104828,41059,97339,30949,62645
송내,부개,1,42507,5966,39183,13940,15460,23166,14822,32533,8437,28368,6307,19846
부개,부평,1,96984,21299,94506,37564,80898,109797,75719,155814,58592,134113,55282,77416
부평,백운,1,33334,5913,32656,14618,14789,22521,13626,27968,7056,27033,5874,17615
백운,동암,1,62597,15804,64197,21038,32865,50709,30733,63994,19728,57037,15299,40479
동암,간석,1,26713,4062,25588,9925,11529,17216,11146,21736,6782,20936,5610,13819
간석,주안,1,71483,21749,67027,37551,50257,51614,50914,67840,32287,68587,28652,42704
주안,도화,1,15818,3753,16437,8820,9094,9143,7791,10402,4058,9783,2932,7002
도화,제물포,1,39369,14299,37887,37141,27750,24083,27919,30395,12879,28510,9675,20397
제물포,도원,1,7832,6244,7670,30408,11221,7555,9556,7332,4678,6106,3066,4599
도원,동인천,1,46582,23796,39028,39839,46340,34550,51827,40582,26539,39148,18026,26215
동인천,인천,1,7917,8635,7879,14154,19338,9042,16827,9202,8781,5788,6569,4621
구로,가산디지털단지,1,35311,140995,40393,562029,226390,65955,436556,74217,191879,54411,111432,30799
가산디지털단지,독산,1,42919,36129,43258,102599,50462,30200,77062,42650,34260,39556,19287,24039
독산,금천구청,1,49687,15138,49600,32200,22364,30598,30085,44294,13594,37769,9753,22496
금천구청,석수,1,44309,14359,47148,20043,24205,24116,25122,37147,13711,32025,9513,20877
석수,관악,1,35440,6204,35663,11458,16979,18574,13541,30250,7961,25020,5810,15686
관악,안양,1,86983,18501,83150,44228,59984,62486,49165,98694,34762,80918,32489,45083
안양,명학,1,27880,23179,25985,61446,29196,15892,41164,23077,15188,19874,12371,12282
명학,금정,1,86123,40705,90314,89012,62952,64359,78303,93038,36654,75758,30027,49960
금정,군포,1,20357,26746,19340,51110,23087,13342,36976,16178,13735,14774,11100,9119
군포,당정,1,27816,9623,24590,19660,16209,15149,18357,20450,8473,19924,6884,14171
당정,의왕,1,30370,25954,33228,31309,29240,19761,25877,26998,12927,24057,9575,16474
의왕,성균관대,1,67071,10297,59079,26347,29882,38146,29192,57479,18388,54181,14683,35812
성균관대,화서,1,41273,5891,34093,12853,14536,22632,12259,32490,7542,30168,5998,18926
화서,수원,1,101301,66124,114250,100198,140022,138847,142334,163271,119835,147019,117031,81979
수원,세류,1,16017,4962,12113,5544,8752,9115,7966,12851,4903,11547,4004,9117
세류,병점,1,51208,20636,44328,29486,39057,38600,41000,48831,23169,48209,16759,36275
병점,세마,1,9745,4318,9968,7082,7310,7747,7073,9385,3348,7600,2284,7248
세마,오산대,1,10934,4154,9080,7355,8318,8571,8567,9819,3973,8091,3328,6581
오산대,오산,1,22735,18774,23371,22514,27553,25942,30177,27739,15209,30141,14486,18706
오산,진위,1,3615,6801,2939,8449,6573,2772,9325,2931,3098,2618,1958,2156
진위,송탄,1,12034,6000,11885,9221,11041,13149,11507,14885,6911,12601,5214,13155
송탄,서정리,1,11049,9626,13021,12907,20611,12716,15457,13525,9898,14219,7033,10827
서정리,지제,1,6979,8209,5430,6775,11498,4878,9221,7439,5785,5862,3594,4771
지제,평택,1,27750,15791,29558,22765,35971,39610,33151,40673,23735,31014,24674,23409
평택,성환,1,6066,9434,8333,13172,13249,8383,12284,8532,5762,8079,4793,6287
성환,직산,1,1982,2733,1630,2978,2344,2058,3275,2402,1245,1861,895,1374
직산,두정,1,12990,7580,11688,14366,14162,13321,17282,16676,10389,12914,7470,11327
두정,천안,1,9410,6777,10233,10335,18222,16450,16466,17080,11345,12593,9366,9617
천안,봉명,1,2384,3502,2651,3575,3401,1643,2063,2950,1440,2100,1057,1310
봉명,쌍용(나사렛대),1,7423,1734,6717,4677,5712,5407,4195,6404,2820,5928,2912,4551
쌍용(나사렛대),아산,1,6917,4474,5294,5699,8128,8333,9943,6656,7089,6586,5509,4655
아산,배방,1,3289,969,2608,1677,2579,3465,2443,2946,1304,2271,1284,2483
배방,온양온천,1,8534,4909,10315,8735,10100,9302,9760,11677,5146,7624,3828,7457
온양온천,신창(순천향대),1,2295,2143,2087,6070,5084,2457,5313,3278,2375,2613,1793,2902
금천구청,광명,1,15548,3674,6570,3944,4323,5369,14908,13338,5267,11798,4817,3966
병점,서동탄,1,12207,1532,6083,2263,3232,4319,3033,6043,1625,6478,1051,3861
시청,을지로입구,2,8988,117591,16625,343766,170976,92062,314043,98757,163615,59454,157325,32868
을지로입구,을지로3가,2,8762,92188,16050,249924,121707,58342,211076,67180,98887,40399,71860,21230
을지로3가,을지로4가,2,4949,43507,8419,125785,78448,26105,111052,23680,54175,14414,30659,9089
을지로4가,동대문역사문화공원,2,18186,63911,30577,182290,140998,85470,190796,100077,129217,112580,99287,73456
동대문역사문화공원,신당,2,35693,31503,61795,82697,61794,54603,72909,72027,44560,63488,35057,38688
신당,상왕십리,2,38584,11187,68961,36077,29197,34330,33385,52245,20930,38869,14470,26179
상왕십리,왕십리(성동구청),2,59473,29521,111189,76199,100239,109051,105861,170405,74330,121827,72574,71880
왕십리(성동구청),한양대,2,5780,13555,10187,53182,44785,15256,36020,19752,19201,11595,16894,7130
한양대,뚝섬,2,21745,29071,34944,127900,54782,35627,110376,45298,54513,30599,32103,17155
뚝섬,성수,2,25301,65788,35923,267015,97351,47578,206061,57230,87752,39648,51285,23258
성수,건대입구,2,71838,47126,130717,117545,148228,176834,155610,261893,122092,197130,125991,112257
건대입구,구의(광진구청),2,67246,15264,123874,40985,43628,60892,49468,92682,28218,74650,22449,50020
구의(광진구청),강변(동서울터미널),2,88191,32458,140094,57161,89510,114774,95947,151357,75128,117138,61824,84569
강변(동서울터미널),잠실나루,2,38453,21911,55475,40081,41603,30218,37093,42259,19974,34473,15640,22628
잠실나루,잠실(송파구청),2,130080,113175,197521,287872,302193,247420,376964,319736,261911,224953,247199,133031
잠실(송파구청),잠실새내,2,56656,16277,91140,29526,49302,71966,51850,101536,37402,77957,33110,47208
잠실새내,종합운동장,2,26678,20766,40989,39856,35209,42428,38085,55947,23878,40278,23287,21795
종합운동장,삼성(무역센터),2,17693,122087,26966,339090,245668,109676,345373,112634,229330,68252,173527,31163
삼성(무역센터),선릉,2,26520,146485,45050,451336,232060,98750,377055,111631,184664,71450,126399,40294
선릉,역삼,2,16299,122844,29665,347487,193188,70994,284311,84225,145323,55560,92253,29744
역삼,강남,2,45036,141242,73378,339904,290337,224839,386600,300848,260124,218492,217886,102526
강남,교대(법원.검찰청),2,36015,63559,58218,205194,154691,107664,226728,133695,113813,80150,97008,42269
교대(법원.검찰청),서초,2,15146,48036,25947,125805,79045,37793,111137,38791,55450,26149,38381,13395
서초,방배,2,23673,27109,38640,78709,56933,40724,77517,46477,35790,37233,28270,23602
방배,사당,2,149036,70370,205123,116346,149955,224502,171768,323266,128621,236959,122063,128612
사당,낙성대,2,84091,20532,135834,43131,58010,65361,61366,96675,36717,95789,28133,62652
낙성대,서울대입구(관악구청),2,133271,30851,197809,69474,105724,121234,114529,177575,72417,169473,59877,101621
서울대입구(관악구청),봉천,2,86521,13197,130149,28766,41154,59173,40774,84854,25010,79021,19417,50272
봉천,신림,2,223764,37721,342350,67926,116579,166718,118845,263625,80791,261588,67126,164034
신림,신대방,2,96060,18540,142828,37855,45375,68135,51918,95904,29646,90164,22269,61421
신대방,구로디지털단지,2,147572,70728,205184,263434,142902,132666,247851,186259,130861,161370,85092,103861
구로디지털단지,대림(구로구청),2,90229,29654,134175,82299,84000,108960,94980,118208,55567,89233,42791,63338
대림(구로구청),신도림,2,154348,49433,173333,146159,147346,149296,180067,216046,109256,171779,95223,100143
신도림,문래,2,43843,31366,48999,123232,58121,36953,102092,55856,41188,42540,29334,24463
문래,영등포구청,2,49839,36392,64263,145840,66668,50387,123722,72709,48595,50957,36571,31454
영등포구청,당산,2,96830,44042,128006,133046,92537,96599,123720,144631,65723,113183,49463,75227
당산,합정,2,59350,51796,84876,149191,123186,128702,177025,181187,115623,137915,97280,72011
합정,홍대입구,2,82807,49828,108826,148374,252449,292642,283708,358207,235062,288821,228544,168980
홍대입구,신촌(지하),2,38020,37077,58328,93802,131665,118168,131681,159342,100443,117810,105414,65585
신촌(지하),이대,2,17971,17650,26771,43550,67363,37667,52915,42266,36595,31900,31473,20308
이대,아현,2,26397,12342,39426,22517,24708,24473,23211,31795,13781,27209,9889,19258
아현,충정로(경기대입구),2,22096,22476,32962,110049,40796,26700,88963,35957,28867,25817,20452,17439
충정로(경기대입구),시청,2,13955,123167,19241,429188,183915,74730,353761,77943,147861,43308,122779,24870
성수,용답,2,8033,1586,13433,3719,5185,6821,4422,10774,2702,7947,2140,5198
용답,신답,2,6599,1051,11397,1936,2432,4423,2330,8948,1330,7322,849,3620
신답,용두(동대문구청),2,4953,2067,8336,6746,6123,5413,6555,8364,3247,6274,2581,3377
용두(동대문구청),신설동,2,24219,36682,38863,101183,68424,40353,96122,41966,41786,31755,28026,21470
신도림,도림천,2,2549,4525,3616,6240,3098,2192,3533,2607,1888,2433,905,1667
도림천,양천구청,2,32459,5414,33615,10875,12031,19881,11145,29903,5105,26721,3548,16805
양천구청,신정네거리,2,42763,5687,43749,12350,19875,28405,15236,42505,8789,35288,6352,22788
신정네거리,까치산,2,135350,12610,171050,23533,41748,76246,40032,122578,24948,113260,19588,73673
대화,주엽,3,26613,8013,27581,16709,21225,24907,18162,28954,10046,28040,8854,17930
주엽,정발산,3,8712,6790,10468,20565,25773,20494,30810,25901,17150,21351,17834,12021
정발산,마두,3,17022,8020,17764,24145,20582,17617,22832,20973,11971,19348,7649,11953
마두,백석,3,23790,13150,25794,29592,28859,27559,31744,32371,18974,29980,15620,18134
백석,대곡,3,6320,1591,6694,3272,3724,2682,5080,4028,2165,3522,1386,2089
대곡,화정,3,58156,12895,62392,34319,40091,53118,37057,69017,22505,61962,18609,38808
화정,원당,3,47021,8070,51974,13908,19923,30306,18522,38699,9942,38197,7113,25748
원당,원흥,3,38892,7096,42535,11456,17253,22096,16124,28666,8114,31864,6516,19243
원흥,삼송,3,73247,12928,79061,30202,38374,42156,35701,62761,22716,58260,17069,36166
삼송,지축,3,6354,2446,7875,2402,4021,3945,2250,6379,1071,5195,654,3832
지축,구파발,3,90861,22358,95892,31095,46491,48271,40107,75255,25415,66654,21178,40776
구파발,연신내,3,142559,26964,182052,39414,72574,102135,62912,150338,44442,140037,35792,86527
연신내,불광,3,64840,13544,82429,41560,51342,63256,51449,82925,30890,69653,25073,42333
불광,녹번,3,60588,7629,73389,18468,25282,31849,22584,48353,10931,44881,7705,29183
녹번,홍제,3,63514,12353,80809,27353,38112,47307,33969,63914,18553,57188,14403,36201
홍제,무악재,3,15694,2879,19310,5705,7035,10775,7462,14986,3409,13834,2522,9174
무악재,독립문,3,17247,15084,23117,22888,18939,16850,18007,20135,8876,17098,6542,11168
독립문,경복궁(정부서울청사),3,14864,40295,22725,127928,92512,41506,115353,46319,48456,30520,40091,17071
경복궁(정부서울청사),안국,3,6452,97732,10194,119952,123340,38619,126313,35977,56122,18437,46273,9650
안국,종로3가,3,12596,54277,19083,176528,195945,127124,254070,135590,178040,77475,133385,36611
종로3가,을지로3가,3,8762,92188,16050,249924,121707,58342,211076,67180,98887,40399,71860,21230
을지로3가,충무로,3,10981,51396,17895,198186,100439,53332,163497,58274,91047,36911,67597,20874
충무로,동대입구,3,5185,20621,8869,63247,45508,26574,47066,26577,28380,15590,32482,7346
동대입구,약수,3,30776,21046,51999,56628,42606,41567,52215,56642,30707,40759,24624,26616
약수,금호,3,27277,4551,42036,9253,15236,22622,14046,31973,9076,24408,6736,18257
금호,옥수,3,24621,7575,37480,17533,21555,26931,21014,36434,13399,28700,9629,20275
옥수,압구정,3,16479,47292,30603,156530,103532,76662,153903,84083,111171,50030,89181,22950
압구정,신사,3,12755,43875,22290,116393,103163,78358,150556,107027,109926,66702,77632,29005
신사,잠원,3,16297,8075,28085,11468,14785,15292,14562,20402,8018,15588,5318,10995
잠원,고속터미널,3,51856,112850,95898,184443,305000,252508,295320,271095,251619,181289,257161,111934
고속터미널,교대(법원.검찰청),3,36015,63559,58218,205194,154691,107664,226728,133695,113813,80150,97008,42269
교대(법원.검찰청),남부터미널(예술의전당),3,28263,55795,48855,162866,106953,80380,151564,87661,77919,62548,61316,35298
남부터미널(예술의전당),양재(서초구청),3,35829,100517,51903,260317,131099,85451,215579,106114,107276,68487,80053,40246
양재(서초구청),매봉,3,15386,19872,21563,71202,34798,20605,63397,25363,24796,17943,16963,10680
매봉,도곡,3,17332,25990,28128,52871,41849,26462,48814,28866,25446,23204,17496,15304
도곡,대치,3,25924,12007,31351,25036,30679,31144,30255,31998,23010,25971,14984,15639
대치,학여울,3,3757,4758,5092,11153,12958,4199,10135,4531,3353,3848,2107,2567
학여울,대청,3,27659,14850,36971,29253,26434,21555,32169,27479,13986,24766,10123,17774
대청,일원,3,22380,27629,26116,26361,34367,18182,19278,22110,11324,19263,8752,12395
일원,수서,3,62518,58034,91738,103109,85054,78756,108577,102938,50648,78098,50166,55821
수서,가락시장,3,31555,22287,41086,71702,45818,49653,64615,63558,31083,44966,28174,27685
가락시장,경찰병원,3,23063,7509,29558,31463,17967,17087,22450,23289,9075,19488,7118,12207
경찰병원,오금,3,35453,13765,44985,36556,22390,21139,30171,29704,12130,25379,8491,16563
당고개,상계,4,97317,16172,92238,21944,31609,46732,28770,67120,18082,65309,13270,42778
상계,노원,4,97376,28061,108939,77965,96910,121719,97315,161727,69372,145713,70902,84510
노원,창동,4,104413,20211,95125,46121,58848,74028,58429,103610,32105,95869,25816,63981
창동,쌍문,4,136738,15720,153152,33890,50605,76415,46200,107863,30030,111593,22037,72159
쌍문,수유(강북구청),4,124178,22295,149506,60184,71240,93918,77356,136539,47479,129958,36982,84346
수유(강북구청),미아(서울사이버대학),4,54494,16591,64854,40478,32744,38971,33733,50581,20076,46011,14888,29410
미아(서울사이버대학),미아사거리,4,102539,21022,121614,37325,59023,81162,58382,115413,42852,100614,40914,60251
미아사거리,길음,4,88011,14699,101302,36039,47711,53227,42782,77268,26119,67259,19701,43864
길음,성신여대입구(돈암),4,54724,21274,74035,53448,68190,69819,69348,92672,48581,76756,42992,49178
성신여대입구(돈암),한성대입구(삼선교),4,33861,20244,45886,36701,39674,35135,38731,43873,23978,36414,19850,24296
한성대입구(삼선교),혜화,4,18758,47918,24841,141684,135889,102328,153204,114636,99773,84273,98665,31446
혜화,동대문,4,23184,49816,32534,110168,142358,68304,125753,62553,72399,65890,55208,46778
동대문,동대문역사문화공원,4,18186,63911,30577,182290,140998,85470,190796,100077,129217,112580,99287,73456
동대문역사문화공원,충무로,4,10981,51396,17895,198186,100439,53332,163497,58274,91047,36911,67597,20874
충무로,명동,4,6583,52668,12987,133428,114666,107214,160508,101737,114840,73765,107069,47758
명동,회현(남대문시장),4,6780,56641,11006,172175,137374,36458,137661,30561,66815,18163,69810,10370
회현(남대문시장),서울역,4,79248,180526,145492,401245,290732,203453,418672,212402,229615,161448,168803,120316
서울역,숙대입구(갈월),4,19034,23277,31947,64777,43446,32794,61574,43512,31429,30470,26097,19154
숙대입구(갈월),삼각지,4,12578,22632,20192,56202,36875,26084,54896,31046,24263,19861,20471,12899
삼각지,신용산,4,11217,31997,17258,103292,59299,32370,99020,40478,48494,25435,36221,15437
신용산,이촌(국립중앙박물관),4,21665,18836,32211,39277,41786,26833,40767,33805,18553,25260,14412,16978
이촌(국립중앙박물관),동작(현충원),4,9955,5084,14464,9166,10396,8505,11165,11210,4992,8152,4057,6553
동작(현충원),총신대입구(이수),4,47930,18123,70542,46123,45291,65088,51296,91972,31717,65326,29471,37639
총신대입구(이수),사당,4,149036,70370,205123,116346,149955,224502,171768,323266,128621,236959,122063,128612
사당,남태령,4,2864,4631,5053,6253,4895,1999,4623,2163,1854,2235,1072,1585
남태령,선바위,4,21566,22114,28648,27645,28204,15825,36902,19728,17427,16093,11362,12024
선바위,경마공원,4,1874,5862,3203,18388,39936,2789,78860,2501,10813,1815,2750,1371
경마공원,대공원,4,709,3310,969,11922,12729,1749,10887,1358,4974,799,3846,544
대공원,과천,4,18514,3877,20102,8208,15217,10184,8945,13995,4189,13107,2873,9276
과천,정부과천청사,4,17517,24984,17925,73009,37929,19147,58050,25212,17175,20717,15064,11815
정부과천청사,인덕원,4,83529,30539,81878,105384,58425,57900,86280,89080,35427,77052,29290,44559
인덕원,평촌,4,62422,28223,54652,82784,43560,35282,63434,52788,29070,50665,22603,27998
평촌,범계,4,93463,21736,86229,65580,65005,74680,74221,105212,46953,90713,49383,50594
범계,금정,4,86123,40705,90314,89012,62952,64359,78303,93038,36654,75758,30027,49960
금정,산본,4,61133,14457,58736,33143,36596,48694,38451,69139,27382,64021,21627,39152
산본,수리산,4,20775,3466,19797,6329,6114,8355,6082,11777,3275,11133,2163,7290
수리산,대야미,4,17400,4929,20557,8075,10079,10746,11043,14930,5879,12277,4502,9330
대야미,반월,4,16789,4134,18508,8096,10052,11308,9252,15571,5621,12118,3608,10190
반월,상록수,4,81924,16557,83337,27494,36011,48681,31559,76568,20996,69721,16272,46573
상록수,한대앞,4,29340,7532,27015,17651,19608,21244,18832,30978,10580,25453,8798,18073
한대앞,중앙,4,49728,13950,44077,34761,40332,45952,39740,68096,27418,58748,27413,36949
중앙,고잔,4,29516,11746,22237,27610,22230,18122,23038,24413,11070,19839,9318,14259
고잔,초지,4,17491,9020,13772,12528,10812,9050,10963,12600,5657,12435,3720,8676
초지,안산,4,25068,40095,27093,37068,47585,29685,50604,31963,25973,27839,22319,20825
안산,신길온천,4,7035,3647,6505,2185,3835,3994,3569,5021,1790,4343,1348,3334
신길온천,정왕,4,17399,23386,15871,28441,26429,16559,30247,20992,15332,17319,11386,13454
정왕,오이도,4,38470,14067,33598,18377,24032,24854,22100,32580,13962,27801,10379,20059
방화,개화산,5,21863,6254,21259,18864,13564,11204,17064,16490,7203,15049,4806,10124
개화산,김포공항,5,23319,59601,37005,69102,79768,69005,99683,69537,70700,47608,62036,21668
김포공항,송정,5,23231,7982,25955,14316,16640,17413,18024,22653,10080,20188,7831,13979
송정,마곡,5,22770,8976,23848,29758,20784,11903,24108,17705,10253,15659,7008,9383
마곡,발산,5,28147,30324,31790,94274,63511,41662,79727,59843,42061,44688,36801,22642
발산,우장산,5,58546,16900,65862,26723,28309,37540,23717,55632,13931,49463,10699,31074
우장산,화곡,5,122316,14950,161622,31812,47418,71976,47514,123443,28667,104602,21019,68688
화곡,까치산,5,135350,12610,171050,23533,41748,76246,40032,122578,24948,113260,19588,73673
까치산,신정(은행정),5,65718,8135,87881,14506,19651,28313,19805,43574,10679,37611,7474,25197
신정(은행정),목동,5,65391,12106,84135,30779,35052,49990,37106,83538,20142,67405,16261,39429
목동,오목교(목동운동장앞),5,50515,24151,67433,82262,61025,64989,86047,93451,47945,64956,50553,35389
오목교(목동운동장앞),양평,5,30868,11523,34208,46501,23719,21458,38796,28607,14397,21891,10411,15432
양평,영등포구청,5,49839,36392,64263,145840,66668,50387,123722,72709,48595,50957,36571,31454
영등포구청,영등포시장,5,17596,12219,27831,38525,32954,20980,40331,30477,19193,18840,15694,11518
영등포시장,신길,5,35019,20415,53588,47987,28680,27421,46827,39127,18525,28021,12074,20064
신길,여의도,5,18934,236307,26993,381551,228608,62115,316504,77101,123521,43300,91917,23752
여의도,여의나루,5,5110,27381,9237,59531,35747,14633,47351,17626,18466,10871,13479,6960
여의나루,마포,5,24889,22191,40833,75635,36516,34757,63142,56292,26346,32576,22395,17996
마포,공덕,5,51572,71100,76681,230156,111465,80769,192949,124552,80922,75682,65035,44134
공덕,애오개,5,18416,8874,29762,32302,16777,15169,26197,24048,9811,16018,7174,10647
애오개,충정로(경기대입구),5,22096,22476,32962,110049,40796,26700,88963,35957,28867,25817,20452,17439
충정로(경기대입구),서대문,5,17451,51157,24843,160422,62670,25445,115503,33372,35249,20397,28405,12752
서대문,광화문(세종문화회관),5,9962,78496,15387,298650,131554,71167,241016,85345,105022,45463,88517,20273
광화문(세종문화회관),종로3가,5,12596,54277,19083,176528,195945,127124,254070,135590,178040,77475,133385,36611
종로3가,을지로4가,5,4949,43507,8419,125785,78448,26105,111052,23680,54175,14414,30659,9089
을지로4가,동대문역사문화공원,5,18186,63911,30577,182290,140998,85470,190796,100077,129217,112580,99287,73456
동대문역사문화공원,청구,5,13877,9938,23546,39657,17802,15028,27554,20579,17726,15373,10909,10181
청구,신금호,5,21671,9705,32151,13281,11989,16982,11907,26097,7471,18814,5723,12082
신금호,행당,5,32867,5273,51432,9060,13301,20142,12795,32920,7362,24112,5675,15694
행당,왕십리(성동구청),5,59473,29521,111189,76199,100239,109051,105861,170405,74330,121827,72574,71880
왕십리(성동구청),마장,5,15887,7578,23395,18266,14418,15297,14945,21872,9730,15411,7916,9149
마장,답십리,5,56146,13563,84510,37656,32059,36172,39136,58096,21334,46179,13953,27268
답십리,장한평,5,49069,21917,73929,69944,45785,40082,68357,62149,35927,48127,17888,29821
장한평,군자(능동),5,68989,16081,115585,50547,52396,62339,64270,95250,40634,76072,31698,45485
군자(능동),아차산(어린이대공원후문),5,44981,11783,67793,27422,29793,38534,28387,56049,17911,42998,15174,27142
아차산(어린이대공원후문),광나루(장신대),5,41862,14391,54290,34977,30383,30375,36456,43520,18395,32875,14605,21834
광나루(장신대),천호(풍납토성),5,76573,37750,107620,70480,95201,112081,108943,152898,72277,119794,65121,68612
천호(풍납토성),강동,5,65635,25745,85831,42182,50640,42383,52167,58013,27743,48888,19522,32550
강동,길동,5,22275,5774,29122,15807,16233,21496,16338,27916,9098,25834,7698,14108
길동,굽은다리(강동구민회관앞),5,37717,5607,43161,13520,17647,25527,17552,33080,9844,33709,8636,18648
굽은다리(강동구민회관앞),명일,5,39083,6329,39731,11880,15855,23918,13396,35488,7282,34901,5788,18418
명일,고덕,5,34601,13949,33487,17385,22457,19374,17249,33616,9580,29802,7473,17875
고덕,상일동,5,89589,14558,71007,19551,34519,28915,23581,45973,10321,49693,6626,30006
강동,둔촌동,5,25255,9409,30792,22218,20974,23739,22750,33181,12820,24930,10032,15220
둔촌동,올림픽공원(한국체대),5,25259,11722,29956,25526,27291,44923,28420,37048,20562,30339,23943,20204
올림픽공원(한국체대),방이,5,19889,8732,20706,24691,16673,20616,22396,24423,12063,21201,10311,11462
방이,오금,5,35453,13765,44985,36556,22390,21139,30171,29704,12130,25379,8491,16563
오금,개롱,5,28491,8724,27539,18225,14362,17762,15772,23211,7353,22072,5751,12715
개롱,거여,5,35892,7420,34190,17891,16726,18515,15301,24730,7223,22963,5601,14151
거여,마천,5,23872,4029,23838,10045,10639,14156,8785,17079,4114,16617,3104,10200
응암,역촌,6,16129,3033,18784,8449,6899,10845,6540,16333,3769,14814,2801,8618
역촌,불광,6,64840,13544,82429,41560,51342,63256,51449,82925,30890,69653,25073,42333
불광,독바위,6,13954,1887,15005,2981,4079,7532,3490,11147,2239,11012,1347,6794
독바위,연신내,6,142559,26964,182052,39414,72574,102135,62912,150338,44442,140037,35792,86527
연신내,구산,6,29063,7622,37939,7833,12788,15320,11176,20562,7029,20606,5088,11768
