from,to,line,7_in,7_out,8_in,8_out,17_in,17_out,18_in,18_out,19_in,19_out,20_in,20_out
구산,응암,6,71296,10386,96537,18670,28972,46118,26830,72583,16239,68165,12245,40455
응암,새절(신사),6,55775,9291,72095,17051,22621,34708,20083,51245,13059,44142,9415,30039
새절(신사),증산(명지대앞),6,40540,5967,54074,12126,17310,26306,16781,40044,9833,35526,7639,23161
증산(명지대앞),디지털미디어시티,6,69109,54286,81754,170303,78777,50523,148726,74914,62957,57974,36392,35911
디지털미디어시티,월드컵경기장(성산),6,8865,4831,11766,11030,14540,11813,13378,14075,7550,11336,6334,6834
월드컵경기장(성산),마포구청,6,39913,14545,58266,38733,29147,28228,40701,40643,20285,33118,13636,23840
마포구청,망원,6,27811,8471,43030,33082,32533,39989,40576,53414,27800,41826,22012,22858
망원,합정,6,59350,51796,84876,149191,123186,128702,177025,181187,115623,137915,97280,72011
합정,상수,6,10360,6841,16166,28648,26976,33726,34756,44008,24627,33263,23380,18083
상수,광흥창(서강),6,18647,16225,27741,41658,23420,17882,33649,24310,16546,18535,11354,12225
광흥창(서강),대흥(서강대앞),6,14156,12999,22507,40584,25075,18474,30944,25857,15323,18080,12183,10956
대흥(서강대앞),공덕,6,51572,71100,76681,230156,111465,80769,192949,124552,80922,75682,65035,44134
공덕,효창공원앞,6,20204,11421,34576,40798,25776,19373,37345,26909,18584,20495,11348,13740
효창공원앞,삼각지,6,12578,22632,20192,56202,36875,26084,54896,31046,24263,19861,20471,12899
삼각지,녹사평(용산구청),6,5088,8723,9889,16797,17611,16698,20155,21604,13231,15493,11411,9152
녹사평(용산구청),이태원,6,15112,11310,18975,27712,38559,54050,45152,69817,37242,60364,34538,40890
이태원,한강진,6,3439,17811,5119,36161,29467,27603,35723,31710,25694,21801,21006,6487
한강진,버티고개,6,5328,2689,8962,5554,5713,5351,6767,7279,3848,6138,2600,4138
버티고개,약수,6,30776,21046,51999,56628,42606,41567,52215,56642,30707,40759,24624,26616
약수,청구,6,13877,9938,23546,39657,17802,15028,27554,20579,17726,15373,10909,10181
청구,신당,6,35693,31503,61795,82697,61794,54603,72909,72027,44560,63488,35057,38688
신당,동묘앞,6,15999,20555,23303,54336,67678,34082,56178,29744,27712,23159,18531,16758
동묘앞,창신,6,14977,6177,19672,6777,5989,6311,5612,8940,3535,8074,2893,5535
창신,보문,6,22291,10888,39000,24425,19448,18392,23486,26431,12972,21904,9209,14963
보문,안암(고대병원앞),6,8672,17987,13059,46712,47841,22814,41675,29027,28569,21866,24627,14289
안암(고대병원앞),고려대(종암),6,21024,11582,30511,33648,27391,18306,26799,25160,14050,21427,10984,13510
고려대(종암),월곡(동덕여대),6,41286,7415,51285,27397,25266,29341,29944,42291,16870,37627,13724,22307
월곡(동덕여대),상월곡(한국과학기술연구원),6,24779,3433,29535,15646,11959,13468,12474,19866,7220,18147,4453,11451
상월곡(한국과학기술연구원),돌곶이,6,32492,6291,40787,16997,16816,21715,16604,29697,11346,26281,7076,16163
돌곶이,석계,6,79576,14305,98138,25498,38957,68888,35022,95378,24831,86638,19082,55303
석계,태릉입구,6,39833,13584,50089,31599,33009,33834,34257,47054,21076,42472,15459,27112
태릉입구,화랑대(서울여대입구),6,65278,7521,65140,14803,22333,23253,19729,38603,10164,35667,7112,21654
화랑대(서울여대입구),봉화산(서울의료원),6,54273,6609,51140,13343,16585,23143,14830,33763,7740,33456,5810,20643
봉화산(서울의료원),신내,6,3186,3118,3120,3247,2485,2567,2112,2896,1125,2446,949,1449
장암,도봉산,7,81174,10410,66048,20191,32120,32165,23699,44300,13725,50648,9185,32810
도봉산,수락산,7,53360,8300,52104,17592,23999,31532,22821,43103,14587,47103,9845,30143
수락산,마들,7,62755,7739,59291,11203,17181,28738,13854,39087,8527,43861,6025,27340
마들,노원,7,97376,28061,108939,77965,96910,121719,97315,161727,69372,145713,70902,84510
노원,중계,7,66848,16551,70845,30204,27011,32589,22090,48517,12636,48574,9727,29956
중계,하계,7,74975,16944,80262,29373,38671,42949,33682,61370,20125,63455,16297,37418
하계,공릉(서울과학기술대),7,39034,11684,46565,28148,27191,29614,27583,41657,16489,41514,13863,24921
공릉(서울과학기술대),태릉입구,7,39833,13584,50089,31599,33009,33834,34257,47054,21076,42472,15459,27112
태릉입구,먹골,7,39101,4910,49210,15161,18522,27686,18960,37612,11814,38061,8654,21916
먹골,중화,7,38735,8738,53197,24456,21370,27487,22392,38359,13889,38292,9580,23185
중화,상봉(시외버스터미널),7,75333,19244,98584,44746,50320,57729,52720,81256,35379,79764,28546,44896
상봉(시외버스터미널),면목,7,59800,8950,80500,26317,26391,39341,25538,54895,19155,54616,12527,33016
면목,사가정,7,52386,12133,69412,27052,31143,41366,29817,58547,20812,54878,15210,32966
사가정,용마산,7,24948,3871,33892,9582,9710,13472,8875,20606,5961,19860,3581,12984
용마산,중곡,7,32466,10610,51590,20465,19831,22809,17198,32394,11482,30665,7643,18924
중곡,군자(능동),7,68989,16081,115585,50547,52396,62339,64270,95250,40634,76072,31698,45485
군자(능동),어린이대공원(세종대),7,17469,15900,32964,57073,47390,27310,44851,34755,25790,26234,23204,16180
어린이대공원(세종대),건대입구,7,71838,47126,130717,117545,148228,176834,155610,261893,122092,197130,125991,112257
건대입구,뚝섬유원지,7,20695,5552,32661,13500,14288,18403,13694,25863,8629,19603,7116,12758
뚝섬유원지,청담,7,12323,58624,18656,161541,64645,29249,111834,30894,65021,20964,39171,13816
청담,강남구청,7,14653,43293,22563,164897,70124,42990,136906,49656,80242,34204,50577,20128
강남구청,학동,7,9225,47585,13681,187535,64539,26801,159256,27849,77756,17585,41832,11329
학동,논현,7,9304,43340,16767,123571,54248,35030,104141,48005,63015,31492,40853,16270
논현,반포,7,9355,12354,14565,23845,18790,12022,21420,14209,13883,9587,11234,6261
반포,고속터미널,7,51856,112850,95898,184443,305000,252508,295320,271095,251619,181289,257161,111934
고속터미널,내방,7,17652,21510,30458,83395,38825,25265,70824,33552,27680,24393,19671,15154
내방,총신대입구(이수),7,47930,18123,70542,46123,45291,65088,51296,91972,31717,65326,29471,37639
총신대입구(이수),남성,7,39139,6319,62764,16373,19155,27133,18335,41939,11397,34382,9462,21921
남성,숭실대입구(살피재),7,39238,8631,60281,27764,34189,32652,27285,50607,17940,41707,16380,25818
숭실대입구(살피재),상도,7,32208,8252,47990,24966,26342,25511,24507,39894,13831,30953,11614,20179
상도,장승배기,7,31293,8227,50276,19994,19426,25808,20626,37807,11805,30601,9409,19345
장승배기,신대방삼거리,7,51700,13652,87561,37191,29297,36513,35261,60966,18944,51625,15244,32240
신대방삼거리,보라매,7,20185,18581,33037,46437,22793,19426,35450,28726,14289,22519,11020,13311
보라매,신풍,7,36897,12039,52121,23608,23745,29380,23764,40646,13663,31180,10192,19941
신풍,대림(구로구청),7,90229,29654,134175,82299,84000,108960,94980,118208,55567,89233,42791,63338
대림(구로구청),남구로,7,32665,25249,40794,106934,37723,44327,79853,39732,38680,27727,22386,18818
남구로,가산디지털단지,7,35311,140995,40393,562029,226390,65955,436556,74217,191879,54411,111432,30799
가산디지털단지,철산,7,91137,15568,104740,34263,44411,65517,45965,102224,27600,92266,24898,51616
철산,광명사거리,7,92506,17414,118435,30421,46790,65094,41876,99535,28910,84927,22401,49387
광명사거리,천왕,7,44699,6956,56904,14163,15615,22374,14817,36627,9025,35061,5875,20727
천왕,온수(성공회대입구),7,72940,24242,87801,38810,35354,39776,30633,65122,15858,59690,12651,36470
온수(성공회대입구),까치울,7,30941,5301,41308,10903,12510,19316,12443,29465,7769,26233,6190,16686
까치울,부천종합운동장,7,19695,5643,24709,11904,9649,8864,12142,13853,5331,12430,3641,8128
부천종합운동장,춘의,7,24804,25992,26757,53788,27250,14306,43780,20778,17010,19140,11272,12615
춘의,신중동,7,48229,13834,47932,45834,33572,33460,46473,52047,22639,48345,24158,26639
신중동,부천시청,7,43517,14115,42740,29643,29698,29578,31225,48442,21407,43460,22271,23979
부천시청,상동,7,43965,11839,41229,30183,34020,36535,36775,56114,24444,46226,22153,26362
상동,삼산체육관,7,25634,3055,25726,8294,9422,12779,7786,18775,4307,17123,3165,11032
삼산체육관,굴포천,7,38569,5407,40595,12434,16554,25964,17315,40012,9869,40671,8092,23583
굴포천,부평구청,7,67564,12073,56824,14172,21709,22291,19026,35102,11216,40086,7933,25440
부평구청,산곡,7,0,0,0,0,0,0,0,0,0,0,0,0
산곡,석남,7,0,0,0,0,0,0,0,0,0,0,0,0
암사,천호(풍납토성),8,76573,37750,107620,70480,95201,112081,108943,152898,72277,119794,65121,68612
천호(풍납토성),강동구청,8,31076,13391,46258,35693,22991,25546,31279,37740,13047,30534,9686,19066
강동구청,몽촌토성(평화의문),8,8576,8714,14384,26639,14885,12301,22674,15561,10619,11121,8436,7440
몽촌토성(평화의문),잠실(송파구청),8,130080,113175,197521,287872,302193,247420,376964,319736,261911,224953,247199,133031
잠실(송파구청),석촌,8,37391,11628,54443,31846,34244,36281,37568,54606,22163,44217,18141,26781
석촌,송파,8,32239,13183,43443,20067,19240,22049,20801,31877,10800,27221,7567,17518
송파,가락시장,8,31555,22287,41086,71702,45818,49653,64615,63558,31083,44966,28174,27685
가락시장,문정,8,23550,31997,34450,164575,58973,28514,124972,35726,45618,28945,29767,17606
문정,장지,8,50275,19303,64397,54060,45784,40143,61263,59247,33860,44404,27256,26526
장지,복정,8,32460,11764,45957,21124,26356,21932,30416,33615,16937,28786,11635,19134
복정,산성,8,19497,4653,27695,8459,12793,12934,9048,19378,4508,16784,3221,12176
산성,남한산성입구(성남법원.검찰청),8,50673,11558,72562,27702,26017,28015,26319,45100,13123,38835,8985,25089
남한산성입구(성남법원.검찰청),단대오거리,8,37030,11093,48630,21499,20327,24714,24745,38180,12480,32325,8256,22315
단대오거리,신흥,8,12903,3259,17716,6498,11032,14164,9775,18598,6360,15972,5400,10423
신흥,수진,8,15026,4407,22783,13730,13398,11874,10425,16689,6409,14173,5458,8993
수진,모란,8,67039,26134,92416,45577,59878,64432,59473,86357,35235,68760,26027,48055
개화,김포공항,9,23319,59601,37005,69102,79768,69005,99683,69537,70700,47608,62036,21668
김포공항,공항시장,9,8900,1917,9968,3765,5512,8355,5090,10584,3235,10913,2904,7213
공항시장,신방화,9,28679,5179,29494,10839,11184,16663,11320,24405,6477,23706,5304,15005
신방화,마곡나루,9,35573,23761,41609,73736,62239,29500,66825,44266,29911,38722,23723,24241
마곡나루,양천향교,9,27510,9010,29259,35576,21075,18114,30137,25758,12078,25467,8329,17556
양천향교,가양,9,75650,24568,82091,42815,44473,46160,48453,67947,23383,65305,17219,42035
가양,중미,9,0,0,0,0,0,0,0,0,0,0,0,0
중미,등촌,9,36474,7518,46134,18026,20123,26664,20453,38056,10291,36222,8156,21526
등촌,염창,9,75068,8379,87398,22820,27521,42203,29844,67283,15784,64387,11767,42268
염창,신목동,9,18057,2657,19421,5258,7416,8422,7148,13607,3462,11429,2580,7471
신목동,선유도,9,17488,10436,20749,37749,19369,12046,34833,19071,12909,15331,7992,9190
선유도,당산,9,96830,44042,128006,133046,92537,96599,123720,144631,65723,113183,49463,75227
당산,국회의사당,9,3964,41685,6920,152626,72008,21668,124331,23352,50514,11863,32959,6086
국회의사당,여의도,9,18934,236307,26993,381551,228608,62115,316504,77101,123521,43300,91917,23752
여의도,샛강,9,4066,12444,5951,29239,19063,12304,28148,15323,11291,9180,9772,5417
샛강,노량진,9,80471,56013,127172,98377,91530,113003,104499,166685,65027,111261,66767,69654
노량진,노들,9,17090,2569,21531,4702,8267,10532,7668,16013,4324,12241,3366,8387
노들,흑석(중앙대입구),9,16162,11758,24143,24299,29021,22469,23593,33195,14734,23286,12797,15741
흑석(중앙대입구),동작(현충원),9,9955,5084,14464,9166,10396,8505,11165,11210,4992,8152,4057,6553
동작(현충원),구반포,9,4146,3325,6572,6635,8303,8780,9304,11172,5788,7562,5048,4420
구반포,신반포,9,5229,6263,8621,8924,8775,6391,9167,8523,5284,6431,3508,3976
신반포,고속터미널,9,51856,112850,95898,184443,305000,252508,295320,271095,251619,181289,257161,111934
고속터미널,사평,9,9483,4347,12093,6493,8712,8292,8201,10651,4884,8727,2903,5671
사평,신논현,9,32469,44603,45211,103007,96950,85882,126964,131813,91736,95733,73680,44542
신논현,언주,9,5974,15166,9551,47855,32869,16784,50081,18991,25368,13906,16478,8906
언주,선정릉,9,13691,24642,19366,103144,48400,27309,93420,31541,53360,22261,29278,13745
선정릉,삼성중앙,9,5219,11069,6763,36549,19715,11073,35855,15566,17245,10115,10608,6345
삼성중앙,봉은사,9,9769,31957,10804,98113,77761,39376,107373,38320,64047,24662,48819,12188
봉은사,종합운동장,9,26678,20766,40989,39856,35209,42428,38085,55947,23878,40278,23287,21795
종합운동장,삼전,9,15714,3324,26093,8332,11677,15415,12853,21947,7443,19766,5776,13454
삼전,석촌고분,9,13338,3727,22627,9239,10715,12491,12132,19321,6563,16904,4689,11296
석촌고분,석촌,9,37391,11628,54443,31846,34244,36281,37568,54606,22163,44217,18141,26781
석촌,송파나루,9,10021,2552,13412,8262,9400,11967,11798,18369,6946,15145,6274,7416
송파나루,한성백제,9,5632,1470,7715,4957,6332,4590,7266,6465,3050,5730,2646,3707
한성백제,올림픽공원(한국체대),9,25259,11722,29956,25526,27291,44923,28420,37048,20562,30339,23943,20204
올림픽공원(한국체대),둔촌오륜,9,2485,3274,3419,3561,2573,1931,2275,2624,954,2284,600,1474
둔촌오륜,중앙보훈병원,9,30494,9909,32377,17212,20876,15318,16041,23153,7506,21430,5523,12486
서울역,공덕,인천국제공항철도,51572,71100,76681,230156,111465,80769,192949,124552,80922,75682,65035,44134
공덕,홍대입구,인천국제공항철도,82807,49828,108826,148374,252449,292642,283708,358207,235062,288821,228544,168980
홍대입구,디지털미디어시티,인천국제공항철도,69109,54286,81754,170303,78777,50523,148726,74914,62957,57974,36392,35911
디지털미디어시티,마곡나루,인천국제공항철도,35573,23761,41609,73736,62239,29500,66825,44266,29911,38722,23723,24241
마곡나루,김포공항,인천국제공항철도,23319,59601,37005,69102,79768,69005,99683,69537,70700,47608,62036,21668
김포공항,계양,인천국제공항철도,58850,3974,49569,6476,13580,22200,10993,38649,6335,40646,4448,27423
계양,검암,인천국제공항철도,41907,8026,32379,15837,12212,16013,17129,27468,6553,30497,5576,20418
검암,청라국제도시,인천국제공항철도,33939,7927,20876,19370,15257,13239,21693,21316,6164,24390,4366,14954
청라국제도시,영종,인천국제공항철도,10651,2337,8928,3466,5736,7688,4250,9349,2672,10253,2102,7214
영종,운서,인천국제공항철도,19175,10522,20159,15963,17795,16862,15380,24340,8619,20342,8699,17274
운서,공항화물청사,인천국제공항철도,2017,15646,2760,28278,10184,1472,20601,1105,5339,3298,3540,3543
공항화물청사,인천공항1터미널,인천국제공항철도,18932,38172,22868,42747,39122,29587,41603,27791,27656,25883,27349,21274
인천공항1터미널,인천공항2터미널,인천국제공항철도,6605,15200,7737,14891,20063,11710,21718,6971,10579,3659,10234,2505
임진강,문산,경의·중앙선,18546,7097,20718,14707,13719,12980,12573,17324,5958,16768,4977,11519
문산,파주,경의·중앙선,3049,2200,4219,7366,6344,1701,5563,1867,1725,1979,1421,1803
파주,월롱,경의·중앙선,2126,8873,2829,12132,9019,2770,13859,2956,4603,3011,3415,2731
월롱,금촌,경의·중앙선,21219,11122,23134,18003,15658,17796,17778,19800,9488,19705,7552,12193
금촌,금릉,경의·중앙선,18013,5045,14316,10130,10025,12701,10404,15192,5267,15462,4917,8732
금릉,운정,경의·중앙선,29891,5438,27552,9378,11059,16235,10049,20731,4618,20752,4215,12785
운정,야당,경의·중앙선,23181,4837,21822,8068,10847,16449,9004,19621,5895,20163,5361,12213
야당,탄현,경의·중앙선,42049,6627,28425,10248,12259,20979,13441,27085,6704,31136,5907,18022
탄현,일산,경의·중앙선,50619,6813,36293,18199,14931,21433,13326,33060,7163,33143,5676,21073
일산,풍산,경의·중앙선,24200,3888,20056,7562,9975,12610,9006,20000,5333,15367,4561,12511
풍산,백마,경의·중앙선,36341,6477,27897,12950,12510,13070,12939,24514,5881,23612,4130,14468
백마,곡산,경의·중앙선,1621,1156,1489,2710,1437,933,1782,1597,626,1022,469,800
곡산,대곡,경의·중앙선,6320,1591,6694,3272,3724,2682,5080,4028,2165,3522,1386,2089
대곡,능곡,경의·중앙선,16572,2742,16541,6313,6752,9168,6329,11216,3510,10342,2475,7049
능곡,행신,경의·중앙선,40260,5673,36780,10874,15391,19586,12646,33158,7439,31734,7314,15152
행신,강매,경의·중앙선,17947,1234,16994,3235,3781,6780,3991,9136,1666,10607,1089,6200
강매,화전,경의·중앙선,3448,2695,6035,8362,7538,3299,7262,3764,3850,3925,2950,2956
화전,수색,경의·중앙선,2184,4352,3082,15751,7811,3491,13136,2987,5763,2217,3333,1495
수색,디지털미디어시티,경의·중앙선,69109,54286,81754,170303,78777,50523,148726,74914,62957,57974,36392,35911
디지털미디어시티,가좌,경의·중앙선,18957,3813,25296,8741,10535,13158,10213,16387,5876,14612,4579,8950
가좌,홍대입구,경의·중앙선,82807,49828,108826,148374,252449,292642,283708,358207,235062,288821,228544,168980
홍대입구,서강대,경의·중앙선,2766,3361,3886,8298,6389,4951,6614,5197,4230,4050,4252,2584
서강대,공덕,경의·중앙선,51572,71100,76681,230156,111465,80769,192949,124552,80922,75682,65035,44134
공덕,효창공원앞,경의·중앙선,20204,11421,34576,40798,25776,19373,37345,26909,18584,20495,11348,13740
효창공원앞,용산,경의·중앙선,22519,77051,33721,163961,138925,90895,175058,106013,113643,68075,112372,47316
용산,이촌(국립중앙박물관),경의·중앙선,21665,18836,32211,39277,41786,26833,40767,33805,18553,25260,14412,16978
이촌(국립중앙박물관),서빙고,경의·중앙선,3218,4463,4099,8369,6519,4039,7195,4540,2825,3730,3151,2488
서빙고,한남,경의·중앙선,5444,9826,6861,15119,14705,9177,16609,9978,8376,7601,6317,4430
한남,옥수,경의·중앙선,24621,7575,37480,17533,21555,26931,21014,36434,13399,28700,9629,20275
옥수,응봉,경의·중앙선,7034,1760,8748,2566,3288,4345,3056,5319,1670,5326,1207,2927
응봉,왕십리(성동구청),경의·중앙선,59473,29521,111189,76199,100239,109051,105861,170405,74330,121827,72574,71880
왕십리(성동구청),청량리(서울시립대입구),경의·중앙선,71241,32019,94437,63530,111161,98976,91024,116343,64605,89293,63179,54899
청량리(서울시립대입구),회기,경의·중앙선,57548,30953,77444,63823,75590,63897,65564,83867,41064,69577,36889,45729
회기,중랑,경의·중앙선,23915,3791,22912,6712,8682,13984,8830,22125,5702,18596,3995,11340
중랑,삼봉,경의·중앙선,0,0,0,0,0,0,0,0,0,0,0,0
삼봉,망우,경의·중앙선,30635,5492,27078,14001,16400,20648,15898,27227,10199,24706,7009,13853
망우,양원,경의·중앙선,5965,8859,4360,5830,3962,3187,2717,3685,1360,3601,848,2483
양원,구리,경의·중앙선,59960,11516,51322,21141,28760,39117,26579,50747,15830,49664,15450,29704
구리,도농,경의·중앙선,52212,7629,46347,13330,17501,22433,14118,34538,7377,33896,5296,20723
도농,양정,경의·중앙선,2333,1743,1983,3393,3097,1190,3095,1768,1077,1344,665,917
양정,덕소,경의·중앙선,25775,3756,26502,7509,10376,16186,8756,20995,5082,21852,4032,14791
덕소,도심,경의·중앙선,14940,1598,11435,5657,4300,5643,4396,7517,1803,7096,1417,4109
도심,팔당,경의·중앙선,1351,843,1410,1775,2628,1771,2211,1866,1873,1209,1607,623
팔당,운길산,경의·중앙선,1332,621,2096,1024,2143,1068,923,1073,511,1225,642,734
운길산,양수,경의·중앙선,6697,1880,4644,2711,4466,4919,2973,4540,1437,4192,1399,4192
양수,신원,경의·중앙선,507,137,461,453,381,415,405,397,117,293,114,267
신원,국수,경의·중앙선,2136,419,2141,2021,1288,1768,709,2030,433,1621,366,1660
국수,아신,경의·중앙선,2193,494,1598,1329,1306,1663,1000,1874,583,1471,453,1280
아신,오빈,경의·중앙선,963,243,1032,496,743,1013,446,1102,221,702,124,557
오빈,양평,경의·중앙선,30868,11523,34208,46501,23719,21458,38796,28607,14397,21891,10411,15432
양평,원덕,경의·중앙선,1198,274,1241,379,561,1295,483,1047,252,730,123,584
원덕,용문,경의·중앙선,3692,1601,5370,3443,3836,5360,2849,4238,1395,3118,1056,3651
용문,지평,경의·중앙선,298,217,215,73,1,0,27,73,59,104,30,1
서울역,신촌,경의·중앙선,444,2684,603,8349,4395,2354,3918,2612,1952,1444,2131,948
신촌,서울역,경의·중앙선,79248,180526,145492,401245,290732,203453,418672,212402,229615,161448,168803,120316
청량리(서울시립대입구),회기,경춘선,57548,30953,77444,63823,75590,63897,65564,83867,41064,69577,36889,45729
회기,중랑,경춘선,23915,3791,22912,6712,8682,13984,8830,22125,5702,18596,3995,11340
중랑,상봉(시외버스터미널),경춘선,75333,19244,98584,44746,50320,57729,52720,81256,35379,79764,28546,44896
상봉(시외버스터미널),망우,경춘선,30635,5492,27078,14001,16400,20648,15898,27227,10199,24706,7009,13853
망우,신내,경춘선,3186,3118,3120,3247,2485,2567,2112,2896,1125,2446,949,1449
신내,갈매,경춘선,15838,2217,10652,5032,4983,5551,5099,6606,2647,10365,1954,5249
갈매,별내,경춘선,8913,3759,8787,6395,6986,6529,5825,6578,3414,7733,2903,4332
별내,퇴계원,경춘선,20421,3297,14819,5199,5475,8880,6137,13695,3470,11238,2328,7936
퇴계원,사릉,경춘선,17474,5421,14819,6811,6242,6665,7329,11103,3040,13593,2005,6010
사릉,금곡,경춘선,5117,2184,5615,4532,3458,3481,4039,3991,1304,3729,855,1939
금곡,평내호평,경춘선,27764,4390,21265,8904,10638,18125,9862,18481,5885,22102,4672,11152
평내호평,천마산,경춘선,7776,1632,6373,1426,2101,4361,2042,5214,823,4810,739,3509
천마산,마석,경춘선,16138,5635,11490,7674,6720,9876,8129,10279,3341,13128,2994,7701
마석,대성리,경춘선,1195,536,1123,1160,1477,1301,1137,1158,497,983,400,741
대성리,청평,경춘선,3689,1841,6057,3897,4472,5431,4457,4500,2561,4222,1962,2156
청평,상천,경춘선,541,136,902,632,601,588,309,604,174,465,75,368
상천,가평,경춘선,2487,2277,4253,5671,6032,4203,4833,4248,1890,3388,1635,2119
가평,굴봉산,경춘선,193,90,260,325,366,314,150,249,105,185,67,178
굴봉산,백양리,경춘선,76,459,175,900,1160,371,810,386,230,224,262,216
백양리,강촌,경춘선,371,306,520,1389,1436,628,795,752,358,534,327,410
강촌,김유정,경춘선,470,373,497,583,1289,569,613,426,236,338,152,254
김유정,남춘천,경춘선,4610,2466,5607,4771,7034,8480,5437,4772,4092,9759,3347,4309
남춘천,춘천,경춘선,2069,1257,2810,3324,5024,3293,3533,2802,2651,3808,1751,1736
판교,이매,경강선,19204,8378,22395,20936,20924,17813,17434,21145,9814,17535,7788,11289
이매,삼동,경강선,10753,1932,13446,2424,3640,5371,3186,7652,1446,8301,1017,5356
삼동,경기광주,경강선,33039,4758,39424,8939,11680,18592,9907,30125,5281,28443,3521,19115
경기광주,초월,경강선,11621,3543,13550,5348,5681,6055,5453,10077,2475,8551,1593,7949
초월,곤지암,경강선,6132,4772,6145,6625,7055,4779,6646,5455,2922,5885,1612,3618
곤지암,신둔도예촌,경강선,4197,1735,4256,3879,4985,2869,3108,3344,1315,3682,978,2441
신둔도예촌,이천,경강선,7161,4742,7830,8071,6270,7351,7914,8439,4389,7846,3331,6608
이천,부발,경강선,4883,3924,4990,5738,6440,4386,6335,4192,2328,5041,2186,3814
부발,세종대왕릉,경강선,964,429,1157,534,677,737,683,736,211,1110,167,531
세종대왕릉,여주,경강선,6061,2059,6154,3645,5036,4907,3655,5047,2697,6973,1938,4994
청량리(서울시립대입구),왕십리(성동구청),분당선,59473,29521,111189,76199,100239,109051,105861,170405,74330,121827,72574,71880
왕십리(성동구청),서울숲,분당선,13913,10719,24393,35122,26891,16977,36898,23051,18185,18186,11627,10242
서울숲,압구정로데오,분당선,5425,20818,9003,71169,55926,41907,83996,53684,63511,35600,53721,14211
압구정로데오,강남구청,분당선,14653,43293,22563,164897,70124,42990,136906,49656,80242,34204,50577,20128
강남구청,선정릉,분당선,13691,24642,19366,103144,48400,27309,93420,31541,53360,22261,29278,13745
선정릉,선릉,분당선,26520,146485,45050,451336,232060,98750,377055,111631,184664,71450,126399,40294
선릉,한티,분당선,20779,19332,29404,46442,42459,39725,48282,37767,30797,29075,34423,17450
한티,도곡,분당선,17332,25990,28128,52871,41849,26462,48814,28866,25446,23204,17496,15304
도곡,구룡,분당선,2647,8276,4737,5586,4988,3241,3576,3561,1793,3044,1043,2039
구룡,개포동,분당선,8350,5497,10842,9345,9305,8069,8654,10907,5286,9088,3704,6087
개포동,대모산입구,분당선,9244,3946,13165,9033,9754,6609,8546,7992,3777,6700,2654,4864
대모산입구,수서,분당선,62518,58034,91738,103109,85054,78756,108577,102938,50648,78098,50166,55821
수서,복정,분당선,32460,11764,45957,21124,26356,21932,30416,33615,16937,28786,11635,19134
복정,가천대,분당선,17545,6361,27895,27477,25126,17965,18853,25522,11401,22215,9534,16861
가천대,태평,분당선,43355,9031,69518,17724,23807,37818,23876,52111,13702,40534,10596,28848
태평,모란,분당선,67039,26134,92416,45577,59878,64432,59473,86357,35235,68760,26027,48055
모란,야탑,분당선,55746,39059,74951,101455,75376,71640,98713,93610,57241,73504,43521,45706
야탑,이매,분당선,19204,8378,22395,20936,20924,17813,17434,21145,9814,17535,7788,11289
이매,서현,분당선,35478,38396,47858,90980,82206,67161,105855,80523,66034,64484,64388,35749
서현,수내,분당선,17791,14964,26218,56576,39277,28501,52808,34689,29754,26010,29977,16743
수내,정자,분당선,29498,22923,39274,67556,45321,39613,62467,57911,36552,46500,28035,29653
정자,미금,분당선,26992,19307,37752,49220,45244,39691,47494,52565,27322,41804,22461,29223
미금,오리,분당선,32523,14156,36844,35570,31165,21934,38734,30136,17779,26774,14324,18383
오리,죽전,분당선,45491,16808,44716,30247,38476,41903,41294,52129,28291,48175,30965,30978
죽전,보정,분당선,9532,2428,12130,7153,5908,5915,4200,6793,2022,6345,1561,4627
보정,구성,분당선,22204,4566,24357,9006,9427,13427,9443,19220,4326,17626,3513,11467
구성,신갈,분당선,19415,2541,22924,6965,8585,12537,6378,17055,3098,14842,2212,11426
신갈,기흥,분당선,38283,8614,42816,20140,21251,25612,22793,37615,13720,36625,10602,24868
기흥,상갈,분당선,21006,6522,24606,10756,12839,14945,13052,17993,7027,16380,4714,13409
상갈,청명,분당선,18411,4906,20442,9511,9157,9585,10216,13439,4672,13704,3481,9566
청명,영통,분당선,18449,7997,21679,26350,26789,24611,30590,31531,16830,24755,15486,16649
영통,망포,분당선,49543,20172,52946,40956,34989,31324,47018,45304,23619,45034,18046,29994
망포,매탄권선,분당선,18051,3970,20043,10096,11178,12111,9923,16929,5369,15228,3773,10359
매탄권선,수원시청,분당선,24514,12749,26180,43830,31116,34447,38503,49327,24127,45533,24293,26991
수원시청,매교,분당선,7483,3031,9449,13120,8036,6352,5575,8401,2638,5738,1819,3772
매교,수원,분당선,101301,66124,114250,100198,140022,138847,142334,163271,119835,147019,117031,81979
수원,고색,분당선,0,0,0,0,0,0,0,0,0,0,0,0
고색,오목천,분당선,0,0,0,0,0,0,0,0,0,0,0,0
오목천,어천,분당선,0,0,0,0,0,0,0,0,0,0,0,0
어천,야목,분당선,0,0,0,0,0,0,0,0,0,0,0,0
야목,사리,분당선,0,0,0,0,0,0,0,0,0,0,0,0
사리,한대앞,분당선,29340,7532,27015,17651,19608,21244,18832,30978,10580,25453,8798,18073
한대앞,중앙,분당선,49728,13950,44077,34761,40332,45952,39740,68096,27418,58748,27413,36949
중앙,고잔,분당선,29516,11746,22237,27610,22230,18122,23038,24413,11070,19839,9318,14259
