from,to,line,am7,am8,pm5,pm6,pm7,pm8
도화,제물포,1,25070,746,3667,-2476,-15631,-10722
제물포,도원,1,1588,-22738,3666,2224,-1428,-1533
도원,동인천,1,22786,-811,11790,11245,-12609,-8189
동인천,인천,1,-718,-6275,10296,7625,2993,1948
구로,가산디지털단지,1,-105684,-521636,160435,362339,137468,80633
가산디지털단지,독산,1,6790,-59341,20262,34412,-5296,-4752
독산,금천구청,1,34549,17400,-8234,-14209,-24175,-12743
금천구청,석수,1,29950,27105,89,-12025,-18314,-11364
석수,관악,1,29236,24205,-1595,-16709,-17059,-9876
관악,안양,1,68482,38922,-2502,-49529,-46156,-12594
안양,명학,1,4701,-35461,13304,18087,-4686,89
명학,금정,1,45418,1302,-1407,-14735,-39104,-19933
금정,군포,1,-6389,-31770,9745,20798,-1039,1981
군포,당정,1,18193,4930,1060,-2093,-11451,-7287
당정,의왕,1,4416,1919,9479,-1121,-11130,-6899
의왕,성균관대,1,56774,32732,-8264,-28287,-35793,-21129
성균관대,화서,1,35382,21240,-8096,-20231,-22626,-12928
화서,수원,1,35177,14052,1175,-20937,-27184,35052
수원,세류,1,11055,6569,-363,-4885,-6644,-5113
세류,병점,1,30572,14842,457,-7831,-25040,-19516
병점,세마,1,5427,2886,-437,-2312,-4252,-4964
세마,오산대,1,6780,1725,-253,-1252,-4118,-3253
오산대,오산,1,3961,857,1611,2438,-14932,-4220
오산,진위,1,-3186,-5510,3801,6394,480,-198
진위,송탄,1,6034,2664,-2108,-3378,-5690,-7941
송탄,서정리,1,1423,114,7895,1932,-4321,-3794
서정리,지제,1,-1230,-1345,6620,1782,-77,-1177
지제,평택,1,11959,6793,-3639,-7522,-7279,1265
평택,성환,1,-3368,-4839,4866,3752,-2317,-1494
성환,직산,1,-751,-1348,286,873,-616,-479
직산,두정,1,5410,-2678,841,606,-2525,-3857
두정,천안,1,2633,-102,1772,-614,-1248,-251
천안,봉명,1,-1118,-924,1758,-887,-660,-253
봉명,쌍용(나사렛대),1,5689,2040,305,-2209,-3108,-1639
쌍용(나사렛대),아산,1,2443,-405,-205,3287,503,854
아산,배방,1,2320,931,-886,-503,-967,-1199
배방,온양온천,1,3625,1580,798,-1917,-2478,-3629
온양온천,신창(순천향대),1,152,-3983,2627,2035,-238,-1109
금천구청,광명,1,11874,2626,-1046,1570,-6531,851
병점,서동탄,1,10675,3820,-1087,-3010,-4853,-2810
시청,을지로입구,2,-108603,-327141,78914,215286,104161,124457
을지로입구,을지로3가,2,-83426,-233874,63365,143896,58488,50630
을지로3가,을지로4가,2,-38558,-117366,52343,87372,39761,21570
을지로4가,동대문역사문화공원,2,-45725,-151713,55528,90719,16637,25831
동대문역사문화공원,신당,2,4190,-20902,7191,882,-18928,-3631
신당,상왕십리,2,27397,32884,-5133,-18860,-17939,-11709
상왕십리,왕십리(성동구청),2,29952,34990,-8812,-64544,-47497,694
왕십리(성동구청),한양대,2,-7775,-42995,29529,16268,7606,9764
한양대,뚝섬,2,-7326,-92956,19155,65078,23914,14948
뚝섬,성수,2,-40487,-231092,49773,148831,48104,28027
성수,건대입구,2,24712,13172,-28606,-106283,-75038,13734
건대입구,구의(광진구청),2,51982,82889,-17264,-43214,-46432,-27571
구의(광진구청),강변(동서울터미널),2,55733,82933,-25264,-55410,-42010,-22745
강변(동서울터미널),잠실나루,2,16542,15394,11385,-5166,-14499,-6988
잠실나루,잠실(송파구청),2,16905,-90351,54773,57228,36958,114168
잠실(송파구청),잠실새내,2,40379,61614,-22664,-49686,-40555,-14098
잠실새내,종합운동장,2,5912,1133,-7219,-17862,-16400,1492
종합운동장,삼성(무역센터),2,-104394,-312124,135992,232739,161078,142364
삼성(무역센터),선릉,2,-119965,-406286,133310,265424,113214,86105
선릉,역삼,2,-106545,-317822,122194,200086,89763,62509
역삼,강남,2,-96206,-266526,65498,85752,41632,115360
강남,교대(법원.검찰청),2,-27544,-146976,47027,93033,33663,54739
교대(법원.검찰청),서초,2,-32890,-99858,41252,72346,29301,24986
서초,방배,2,-3436,-40069,16209,31040,-1443,4668
방배,사당,2,78666,88777,-74547,-151498,-108338,-6549
사당,낙성대,2,63559,92703,-7351,-35309,-59072,-34519
낙성대,서울대입구(관악구청),2,102420,128335,-15510,-63046,-97056,-41744
서울대입구(관악구청),봉천,2,73324,101383,-18019,-44080,-54011,-30855
봉천,신림,2,186043,274424,-50139,-144780,-180797,-96908
신림,신대방,2,77520,104973,-22760,-43986,-60518,-39152
신대방,구로디지털단지,2,76844,-58250,10236,61592,-30509,-18769
구로디지털단지,대림(구로구청),2,60575,51876,-24960,-23228,-33666,-20547
대림(구로구청),신도림,2,104915,27174,-1950,-35979,-62523,-4920
신도림,문래,2,12477,-74233,21168,46236,-1352,4871
문래,영등포구청,2,13447,-81577,16281,51013,-2362,5117
영등포구청,당산,2,52788,-5040,-4062,-20911,-47460,-25764
당산,합정,2,7554,-64315,-5516,-4162,-22292,25269
합정,홍대입구,2,32979,-39548,-40193,-74499,-53759,59564
홍대입구,신촌(지하),2,943,-35474,13497,-27661,-17367,39829
신촌(지하),이대,2,321,-16779,29696,10649,4695,11165
이대,아현,2,14055,16909,235,-8584,-13428,-9369
아현,충정로(경기대입구),2,-380,-77087,14096,53006,3050,3013
충정로(경기대입구),시청,2,-109212,-409947,109185,275818,104553,97909
성수,용답,2,6447,9714,-1636,-6352,-5245,-3058
용답,신답,2,5548,9461,-1991,-6618,-5992,-2771
신답,용두(동대문구청),2,2886,1590,710,-1809,-3027,-796
용두(동대문구청),신설동,2,-12463,-62320,28071,54156,10031,6556
신도림,도림천,2,-1976,-2624,906,926,-545,-762
도림천,양천구청,2,27045,22740,-7850,-18758,-21616,-13257
양천구청,신정네거리,2,37076,31399,-8530,-27269,-26499,-16436
신정네거리,까치산,2,122740,147517,-34498,-82546,-88312,-54085
대화,주엽,3,18600,10872,-3682,-10792,-17994,-9076
주엽,정발산,3,1922,-10097,5279,4909,-4201,5813
정발산,마두,3,9002,-6381,2965,1859,-7377,-4304
마두,백석,3,10640,-3798,1300,-627,-11006,-2514
백석,대곡,3,4729,3422,1042,1052,-1357,-703
대곡,화정,3,45261,28073,-13027,-31960,-39457,-20199
화정,원당,3,38951,38066,-10383,-20177,-28255,-18635
원당,원흥,3,31796,31079,-4843,-12542,-23750,-12727
원흥,삼송,3,60319,48859,-3782,-27060,-35544,-19097
삼송,지축,3,3908,5473,76,-4129,-4124,-3178
지축,구파발,3,68503,64797,-1780,-35148,-41239,-19598
구파발,연신내,3,115595,142638,-29561,-87426,-95595,-50735
연신내,불광,3,51296,40869,-11914,-31476,-38763,-17260
불광,녹번,3,52959,54921,-6567,-25769,-33950,-21478
녹번,홍제,3,51161,53456,-9195,-29945,-38635,-21798
홍제,무악재,3,12815,13605,-3740,-7524,-10425,-6652
무악재,독립문,3,2163,229,2089,-2128,-8222,-4626
독립문,경복궁(정부서울청사),3,-25431,-105203,51006,69034,17936,23020
경복궁(정부서울청사),안국,3,-91280,-109758,84721,90336,37685,36623
안국,종로3가,3,-41681,-157445,68821,118480,100565,96774
종로3가,을지로3가,3,-83426,-233874,63365,143896,58488,50630
을지로3가,충무로,3,-40415,-180291,47107,105223,54136,46723
충무로,동대입구,3,-15436,-54378,18934,20489,12790,25136
동대입구,약수,3,9730,-4629,1039,-4427,-10052,-1992
약수,금호,3,22726,32783,-7386,-17927,-15332,-11521
금호,옥수,3,17046,19947,-5376,-15420,-15301,-10646
옥수,압구정,3,-30813,-125927,26870,69820,61141,66231
압구정,신사,3,-31120,-94103,24805,43529,43224,48627
신사,잠원,3,8222,16617,-507,-5840,-7570,-5677
잠원,고속터미널,3,-60994,-88545,52492,24225,70330,145227
고속터미널,교대(법원.검찰청),3,-27544,-146976,47027,93033,33663,54739
교대(법원.검찰청),남부터미널(예술의전당),3,-27532,-114011,26573,63903,15371,26018
남부터미널(예술의전당),양재(서초구청),3,-64688,-208414,45648,109465,38789,39807
양재(서초구청),매봉,3,-4486,-49639,14193,38034,6853,6283
매봉,도곡,3,-8658,-24743,15387,19948,2242,2192
도곡,대치,3,13917,6315,-465,-1743,-2961,-655
대치,학여울,3,-1001,-6061,8759,5604,-495,-460
학여울,대청,3,12809,7718,4879,4690,-10780,-7651
대청,일원,3,-5249,-245,16185,-2832,-7939,-3643
일원,수서,3,4484,-11371,6298,5639,-27450,-5655
수서,가락시장,3,9268,-30616,-3835,1057,-13883,489
가락시장,경찰병원,3,15554,-1905,880,-839,-10413,-5089
경찰병원,오금,3,21688,8429,1251,467,-13249,-8072
당고개,상계,4,81145,70294,-15123,-38350,-47227,-29508
상계,노원,4,69315,30974,-24809,-64412,-76341,-13608
노원,창동,4,84202,49004,-15180,-45181,-63764,-38165
창동,쌍문,4,121018,119262,-25810,-61663,-81563,-50122
쌍문,수유(강북구청),4,101883,89322,-22678,-59183,-82479,-47364
수유(강북구청),미아(서울사이버대학),4,37903,24376,-6227,-16848,-25935,-14522
미아(서울사이버대학),미아사거리,4,81517,84289,-22139,-57031,-57762,-19337
미아사거리,길음,4,73312,65263,-5516,-34486,-41140,-24163
길음,성신여대입구(돈암),4,33450,20587,-1629,-23324,-28175,-6186
성신여대입구(돈암),한성대입구(삼선교),4,13617,9185,4539,-5142,-12436,-4446
한성대입구(삼선교),혜화,4,-29160,-116843,33561,38568,15500,67219
혜화,동대문,4,-26632,-77634,74054,63200,6509,8430
동대문,동대문역사문화공원,4,-45725,-151713,55528,90719,16637,25831
동대문역사문화공원,충무로,4,-40415,-180291,47107,105223,54136,46723
충무로,명동,4,-46085,-120441,7452,58771,41075,59311
명동,회현(남대문시장),4,-49861,-161169,100916,107100,48652,59440
회현(남대문시장),서울역,4,-101278,-255753,87279,206270,68167,48487
서울역,숙대입구(갈월),4,-4243,-32830,10652,18062,959,6943
숙대입구(갈월),삼각지,4,-10054,-36010,10791,23850,4402,7572
삼각지,신용산,4,-20780,-86034,26929,58542,23059,20784
신용산,이촌(국립중앙박물관),4,2829,-7066,14953,6962,-6707,-2566
이촌(국립중앙박물관),동작(현충원),4,4871,5298,1891,-45,-3160,-2496
동작(현충원),총신대입구(이수),4,29807,24419,-19797,-40676,-33609,-8168
총신대입구(이수),사당,4,78666,88777,-74547,-151498,-108338,-6549
사당,남태령,4,-1767,-1200,2896,2460,-381,-513
남태령,선바위,4,-548,1003,12379,17174,1334,-662
선바위,경마공원,4,-3988,-15185,37147,76359,8998,1379
경마공원,대공원,4,-2601,-10953,10980,9529,4175,3302
대공원,과천,4,14637,11894,5033,-5050,-8918,-6403
과천,정부과천청사,4,-7467,-55084,18782,32838,-3542,3249
정부과천청사,인덕원,4,52990,-23506,525,-2800,-41625,-15269
인덕원,평촌,4,34199,-28132,8278,10646,-21595,-5395
평촌,범계,4,71727,20649,-9675,-30991,-43760,-1211
범계,금정,4,45418,1302,-1407,-14735,-39104,-19933
금정,산본,4,46676,25593,-12098,-30688,-36639,-17525
산본,수리산,4,17309,13468,-2241,-5695,-7858,-5127
수리산,대야미,4,12471,12482,-667,-3887,-6398,-4828
대야미,반월,4,12655,10412,-1256,-6319,-6497,-6582
반월,상록수,4,65367,55843,-12670,-45009,-48725,-30301
상록수,한대앞,4,21808,9364,-1636,-12146,-14873,-9275
한대앞,중앙,4,35778,9316,-5620,-28356,-31330,-9536
중앙,고잔,4,17770,-5373,4108,-1375,-8769,-4941
고잔,초지,4,8471,1244,1762,-1637,-6778,-4956
초지,안산,4,-15027,-9975,17900,18641,-1866,1494
안산,신길온천,4,3388,4320,-159,-1452,-2553,-1986
신길온천,정왕,4,-5987,-12570,9870,9255,-1987,-2068
정왕,오이도,4,24403,15221,-822,-10480,-13839,-9680
방화,개화산,5,15609,2395,2360,574,-7846,-5318
개화산,김포공항,5,-36282,-32097,10763,30146,23092,40368
김포공항,송정,5,15249,11639,-773,-4629,-10108,-6148
송정,마곡,5,13794,-5910,8881,6403,-5406,-2375
마곡,발산,5,-2177,-62484,21849,19884,-2627,14159
발산,우장산,5,41646,39139,-9231,-31915,-35532,-20375
우장산,화곡,5,107366,129810,-24558,-75929,-75935,-47669
화곡,까치산,5,122740,147517,-34498,-82546,-88312,-54085
까치산,신정(은행정),5,57583,73375,-8662,-23769,-26932,-17723
신정(은행정),목동,5,53285,53356,-14938,-46432,-47263,-23168
목동,오목교(목동운동장앞),5,26364,-14829,-3964,-7404,-17011,15164
오목교(목동운동장앞),양평,5,19345,-12293,2261,10189,-7494,-5021
양평,영등포구청,5,13447,-81577,16281,51013,-2362,5117
영등포구청,영등포시장,5,5377,-10694,11974,9854,353,4176
영등포시장,신길,5,14604,5601,1259,7700,-9496,-7990
신길,여의도,5,-217373,-354558,166493,239403,80221,68165
여의도,여의나루,5,-22271,-50294,21114,29725,7595,6519
여의나루,마포,5,2698,-34802,1759,6850,-6230,4399
마포,공덕,5,-19528,-153475,30696,68397,5240,20901
공덕,애오개,5,9542,-2540,1608,2149,-6207,-3473
애오개,충정로(경기대입구),5,-380,-77087,14096,53006,3050,3013
충정로(경기대입구),서대문,5,-33706,-135579,37225,82131,14852,15653
서대문,광화문(세종문화회관),5,-68534,-283263,60387,155671,59559,68244
광화문(세종문화회관),종로3가,5,-41681,-157445,68821,118480,100565,96774
종로3가,을지로4가,5,-38558,-117366,52343,87372,39761,21570
을지로4가,동대문역사문화공원,5,-45725,-151713,55528,90719,16637,25831
동대문역사문화공원,청구,5,3939,-16111,2774,6975,2353,728
청구,신금호,5,11966,18870,-4993,-14190,-11343,-6359
신금호,행당,5,27594,42372,-6841,-20125,-16750,-10019
행당,왕십리(성동구청),5,29952,34990,-8812,-64544,-47497,694
왕십리(성동구청),마장,5,8309,5129,-879,-6927,-5681,-1233
마장,답십리,5,42583,46854,-4113,-18960,-24845,-13315
답십리,장한평,5,27152,3985,5703,6208,-12200,-11933
장한평,군자(능동),5,52908,65038,-9943,-30980,-35438,-13787
군자(능동),아차산(어린이대공원후문),5,33198,40371,-8741,-27662,-25087,-11968
아차산(어린이대공원후문),광나루(장신대),5,27471,19313,8,-7064,-14480,-7229
광나루(장신대),천호(풍납토성),5,38823,37140,-16880,-43955,-47517,-3491
천호(풍납토성),강동,5,39890,43649,8257,-5846,-21145,-13028
강동,길동,5,16501,13315,-5263,-11578,-16736,-6410
길동,굽은다리(강동구민회관앞),5,32110,29641,-7880,-15528,-23865,-10012
굽은다리(강동구민회관앞),명일,5,32754,27851,-8063,-22092,-27619,-12630
명일,고덕,5,20652,16102,3083,-16367,-20222,-10402
고덕,상일동,5,75031,51456,5604,-22392,-39372,-23380
강동,둔촌동,5,15846,8574,-2765,-10431,-12110,-5188
둔촌동,올림픽공원(한국체대),5,13537,4430,-17632,-8628,-9777,3739
올림픽공원(한국체대),방이,5,11157,-3985,-3943,-2027,-9138,-1151
방이,오금,5,21688,8429,1251,467,-13249,-8072
오금,개롱,5,19767,9314,-3400,-7439,-14719,-6964
개롱,거여,5,28472,16299,-1789,-9429,-15740,-8550
거여,마천,5,19843,13793,-3517,-8294,-12503,-7096
응암,역촌,6,13096,10335,-3946,-9793,-11045,-5817
역촌,불광,6,51296,40869,-11914,-31476,-38763,-17260
불광,독바위,6,12067,12024,-3453,-7657,-8773,-5447
독바위,연신내,6,115595,142638,-29561,-87426,-95595,-50735
연신내,구산,6,21441,30106,-2532,-9386,-13577,-6680
구산,응암,6,60910,77867,-17146,-45753,-51926,-28210
응암,새절(신사),6,46484,55044,-12087,-31162,-31083,-20624
새절(신사),증산(명지대앞),6,34573,41948,-8996,-23263,-25693,-15522
증산(명지대앞),디지털미디어시티,6,14823,-88549,28254,73812,4983,481
디지털미디어시티,월드컵경기장(성산),6,4034,736,2727,-697,-3786,-500
월드컵경기장(성산),마포구청,6,25368,19533,919,58,-12833,-10204
마포구청,망원,6,19340,9948,-7456,-12838,-14026,-846
망원,합정,6,7554,-64315,-5516,-4162,-22292,25269
합정,상수,6,3519,-12482,-6750,-9252,-8636,5297
상수,광흥창(서강),6,2422,-13917,5538,9339,-1989,-871
광흥창(서강),대흥(서강대앞),6,1157,-18077,6601,5087,-2757,1227
대흥(서강대앞),공덕,6,-19528,-153475,30696,68397,5240,20901
공덕,효창공원앞,6,8783,-6222,6403,10436,-1911,-2392
효창공원앞,삼각지,6,-10054,-36010,10791,23850,4402,7572
삼각지,녹사평(용산구청),6,-3635,-6908,913,-1449,-2262,2259
녹사평(용산구청),이태원,6,3802,-8737,-15491,-24665,-23122,-6352
이태원,한강진,6,-14372,-31042,1864,4013,3893,14519
한강진,버티고개,6,2639,3408,362,-512,-2290,-1538
버티고개,약수,6,9730,-4629,1039,-4427,-10052,-1992
약수,청구,6,3939,-16111,2774,6975,2353,728
청구,신당,6,4190,-20902,7191,882,-18928,-3631
신당,동묘앞,6,-4556,-31033,33596,26434,4553,1773
동묘앞,창신,6,8800,12895,-322,-3328,-4539,-2642
창신,보문,6,11403,14575,1056,-2945,-8932,-5754
보문,안암(고대병원앞),6,-9315,-33653,25027,12648,6703,10338
안암(고대병원앞),고려대(종암),6,9442,-3137,9085,1639,-7377,-2526
고려대(종암),월곡(동덕여대),6,33871,23888,-4075,-12347,-20757,-8583
월곡(동덕여대),상월곡(한국과학기술연구원),6,21346,13889,-1509,-7392,-10927,-6998
상월곡(한국과학기술연구원),돌곶이,6,26201,23790,-4899,-13093,-14935,-9087
돌곶이,석계,6,65271,72640,-29931,-60356,-61807,-36221
석계,태릉입구,6,26249,18490,-825,-12797,-21396,-11653
태릉입구,화랑대(서울여대입구),6,57757,50337,-920,-18874,-25503,-14542
화랑대(서울여대입구),봉화산(서울의료원),6,47664,37797,-6558,-18933,-25716,-14833
봉화산(서울의료원),신내,6,68,-127,-82,-784,-1321,-500
장암,도봉산,7,70764,45857,-45,-20601,-36923,-23625
도봉산,수락산,7,45060,34512,-7533,-20282,-32516,-20298
수락산,마들,7,55016,48088,-11557,-25233,-35334,-21315
마들,노원,7,69315,30974,-24809,-64412,-76341,-13608
노원,중계,7,50297,40641,-5578,-26427,-35938,-20229
중계,하계,7,58031,50889,-4278,-27688,-43330,-21121
하계,공릉(서울과학기술대),7,27350,18417,-2423,-14074,-25025,-11058
공릉(서울과학기술대),태릉입구,7,26249,18490,-825,-12797,-21396,-11653
태릉입구,먹골,7,34191,34049,-9164,-18652,-26247,-13262
먹골,중화,7,29997,28741,-6117,-15967,-24403,-13605
중화,상봉(시외버스터미널),7,56089,53838,-7409,-28536,-44385,-16350
상봉(시외버스터미널),면목,7,50850,54183,-12950,-29357,-35461,-20489
면목,사가정,7,40253,42360,-10223,-28730,-34066,-17756
사가정,용마산,7,21077,24310,-3762,-11731,-13899,-9403
용마산,중곡,7,21856,31125,-2978,-15196,-19183,-11281
중곡,군자(능동),7,52908,65038,-9943,-30980,-35438,-13787
군자(능동),어린이대공원(세종대),7,1569,-24109,20080,10096,-444,7024
어린이대공원(세종대),건대입구,7,24712,13172,-28606,-106283,-75038,13734
건대입구,뚝섬유원지,7,15143,19161,-4115,-12169,-10974,-5642
뚝섬유원지,청담,7,-46301,-142885,35396,80940,44057,25355
청담,강남구청,7,-28640,-142334,27134,87250,46038,30449
강남구청,학동,7,-38360,-173854,37738,131407,60171,30503
학동,논현,7,-34036,-106804,19218,56136,31523,24583
논현,반포,7,-2999,-9280,6768,7211,4296,4973
반포,고속터미널,7,-60994,-88545,52492,24225,70330,145227
고속터미널,내방,7,-3858,-52937,13560,37272,3287,4517
내방,총신대입구(이수),7,29807,24419,-19797,-40676,-33609,-8168
총신대입구(이수),남성,7,32820,46391,-7978,-23604,-22985,-12459
남성,숭실대입구(살피재),7,30607,32517,1537,-23322,-23767,-9438
숭실대입구(살피재),상도,7,23956,23024,831,-15387,-17122,-8565
상도,장승배기,7,23066,30282,-6382,-17181,-18796,-9936
장승배기,신대방삼거리,7,38048,50370,-7216,-25705,-32681,-16996
신대방삼거리,보라매,7,1604,-13400,3367,6724,-8230,-2291
보라매,신풍,7,24858,28513,-5635,-16882,-17517,-9749
신풍,대림(구로구청),7,60575,51876,-24960,-23228,-33666,-20547
대림(구로구청),남구로,7,7416,-66140,-6604,40121,10953,3568
남구로,가산디지털단지,7,-105684,-521636,160435,362339,137468,80633
가산디지털단지,철산,7,75569,70477,-21106,-56259,-64666,-26718
철산,광명사거리,7,75092,88014,-18304,-57659,-56017,-26986
광명사거리,천왕,7,37743,42741,-6759,-21810,-26036,-14852
천왕,온수(성공회대입구),7,48698,48991,-4422,-34489,-43832,-23819
온수(성공회대입구),까치울,7,25640,30405,-6806,-17022,-18464,-10496
까치울,부천종합운동장,7,14052,12805,785,-1711,-7099,-4487
부천종합운동장,춘의,7,-1188,-27031,12944,23002,-2130,-1343
춘의,신중동,7,34395,2098,112,-5574,-25706,-2481
신중동,부천시청,7,29402,13097,120,-17217,-22053,-1708
부천시청,상동,7,32126,11046,-2515,-19339,-21782,-4209
상동,삼산체육관,7,22579,17432,-3357,-10989,-12816,-7867
삼산체육관,굴포천,7,33162,28161,-9410,-22697,-30802,-15491
굴포천,부평구청,7,55491,42652,-582,-16076,-28870,-17507
부평구청,산곡,7,0,0,0,0,0,0
산곡,석남,7,0,0,0,0,0,0
암사,천호(풍납토성),8,38823,37140,-16880,-43955,-47517,-3491
천호(풍납토성),강동구청,8,17685,10565,-2555,-6461,-17487,-9380
강동구청,몽촌토성(평화의문),8,-138,-12255,2584,7113,-502,996
몽촌토성(평화의문),잠실(송파구청),8,16905,-90351,54773,57228,36958,114168
잠실(송파구청),석촌,8,25763,22597,-2037,-17038,-22054,-8640
석촌,송파,8,19056,23376,-2809,-11076,-16421,-9951
송파,가락시장,8,9268,-30616,-3835,1057,-13883,489
가락시장,문정,8,-8447,-130125,30459,89246,16673,12161
문정,장지,8,30972,10337,5641,2016,-10544,730
장지,복정,8,20696,24833,4424,-3199,-11849,-7499
복정,산성,8,14844,19236,-141,-10330,-12276,-8955
산성,남한산성입구(성남법원.검찰청),8,39115,44860,-1998,-18781,-25712,-16104
남한산성입구(성남법원.검찰청),단대오거리,8,25937,27131,-4387,-13435,-19845,-14059
단대오거리,신흥,8,9644,11218,-3132,-8823,-9612,-5023
신흥,수진,8,10619,9053,1524,-6264,-7764,-3535
수진,모란,8,40905,46839,-4554,-26884,-33525,-22028
개화,김포공항,9,-36282,-32097,10763,30146,23092,40368
김포공항,공항시장,9,6983,6203,-2843,-5494,-7678,-4309
공항시장,신방화,9,23500,18655,-5479,-13085,-17229,-9701
신방화,마곡나루,9,11812,-32127,32739,22559,-8811,-518
마곡나루,양천향교,9,18500,-6317,2961,4379,-13389,-9227
양천향교,가양,9,51082,39276,-1687,-19494,-41922,-24816
가양,중미,9,0,0,0,0,0,0
중미,등촌,9,28956,28108,-6541,-17603,-25931,-13370
등촌,염창,9,66689,64578,-14682,-37439,-48603,-30501
염창,신목동,9,15400,14163,-1006,-6459,-7967,-4891
신목동,선유도,9,7052,-17000,7323,15762,-2422,-1198
선유도,당산,9,52788,-5040,-4062,-20911,-47460,-25764
당산,국회의사당,9,-37721,-145706,50340,100979,38651,26873
국회의사당,여의도,9,-217373,-354558,166493,239403,80221,68165
여의도,샛강,9,-8378,-23288,6759,12825,2111,4355
샛강,노량진,9,24458,28795,-21473,-62186,-46234,-2887
노량진,노들,9,14521,16829,-2265,-8345,-7917,-5021
노들,흑석(중앙대입구),9,4404,-156,6552,-9602,-8552,-2944
흑석(중앙대입구),동작(현충원),9,4871,5298,1891,-45,-3160,-2496
동작(현충원),구반포,9,821,-63,-477,-1868,-1774,628
구반포,신반포,9,-1034,-303,2384,644,-1147,-468
신반포,고속터미널,9,-60994,-88545,52492,24225,70330,145227
고속터미널,사평,9,5136,5600,420,-2450,-3843,-2768
사평,신논현,9,-12134,-57796,11068,-4849,-3997,29138
신논현,언주,9,-9192,-38304,16085,31090,11462,7572
언주,선정릉,9,-10951,-83778,21091,61879,31099,15533
선정릉,삼성중앙,9,-5850,-29786,8642,20289,7130,4263
삼성중앙,봉은사,9,-22188,-87309,38385,69053,39385,36631
봉은사,종합운동장,9,5912,1133,-7219,-17862,-16400,1492
종합운동장,삼전,9,12390,17761,-3738,-9094,-12323,-7678
삼전,석촌고분,9,9611,13388,-1776,-7189,-10341,-6607
